episode,reward
0,-8.411147050838213
1,-19.95256239534506
2,-66.41391922070312
3,-39.3060848773356
4,-83.25357772749837
5,-53.28473857983398
6,-5.253481304671226
7,-65.10864556396484
8,31.982336320751955
9,-27.215999018676758
10,12.375051088305657
11,-63.69870456502279
12,-1.1510080346679576
13,-51.58171902294922
14,-0.39882953652343645
15,-6.250161160416662
16,-6.892362056184898
17,41.163160498364256
18,1.549988506429031
19,-86.93717271321614
20,-37.63787112707519
21,-25.55251486132812
22,21.213500591552737
23,-50.810864470621745
24,-110.1069366738281
25,52.780513763427734
26,-148.2963191591797
27,-253.41252136356607
28,19.273012642789713
29,-6.475567944051098
30,16.40967364567057
31,8.082984355834961
32,-5.286181399918623
33,20.57974023402506
34,-9.05543262426757
35,-90.97523072855631
36,-0.6494048248209623
37,12.787872447835278
38,-0.9326926702473959
39,-3.3642053736165467
40,24.057021916666663
41,-1.1500684536132817
42,-48.93931209627278
43,16.59659425960287
44,28.88927662273763
45,-4.78505692464193
46,54.47111129760742
47,-29.85643500789388
48,-32.149279503662115
49,-1.9594825732910124
50,-60.08897429581706
51,-3.6750605237304654
52,3.6448937345703123
53,-176.2789153721517
54,-240.923496
55,-29.571589651692705
56,-302.280962806193
57,18.923506974251303
58,-25.169465720133463
59,-89.77768002449542
60,-61.94108581762695
61,12.025092285017905
62,2.4159680528320324
63,-11.877161660904946
64,21.117817594523103
65,-13.020931366373697
66,25.07045504269205
67,5.101715600016277
68,-17.49163306438802
69,-58.412552554850265
70,-3.70410918705241
71,40.42141772548828
72,35.039719564713536
73,-1.7900671543294255
74,15.523920712687172
75,12.844598027994795
76,21.04366037237142
77,8.923172314355464
78,-4.497603702286781
79,-23.32652295385742
80,-17.942503558984374
81,-14.824297892903644
82,46.68867098347981
83,23.54137394229329
84,39.009602546874994
85,-78.03368823238118
86,-143.18470553694658
87,-88.54192197359211
88,28.174725303841143
89,32.44743860467123
90,22.275197277832035
91,45.47872295049642
92,36.00507761022135
93,-78.03851778198242
94,24.68204738432617
95,40.948919899422194
96,22.606897563720697
97,-11.714725385335289
98,-79.65159970678712
99,9.423497127360026
100,11.501582623616542
101,0.2616611525878909
102,18.867741464884432
103,6.997026305175774
104,33.41839268239745
105,-71.19502218640136
106,-41.89552818558756
107,24.78303659957682
108,14.69974097936198
109,-227.722050958903
110,25.819812763850905
111,34.682775587141926
112,-9.648773130078126
113,-89.6988717779948
114,9.709083159993487
115,7.601436936523436
116,22.09672764361165
117,31.980070253686524
118,51.90049489339192
119,-71.1938260436198
120,-17.9649195549642
121,10.319039831526698
122,12.069681615722658
123,45.550440433927406
124,44.48333606478678
125,7.591757284586587
126,-95.03515548413085
127,25.502520566276036
128,34.775846209016926
129,40.25974725463867
130,10.8417070097168
131,-7.211302886083985
132,6.9903858043945295
133,-5.514459604915364
134,-6.695133718798829
135,-34.17826725760905
136,9.961732407714843
137,41.54169748440755
138,-62.9391973782145
139,-140.08209612475585
140,19.971530251302084
141,37.319190289860025
142,2.733910266276041
143,4.653497669124349
144,38.26787380925293
145,32.61210384933268
146,28.180937922290042
147,-1.2079938461100284
148,-74.44587546895345
149,-178.62202868562827
150,-58.370723826253254
151,3.8530310772298244
152,11.579698935872395
153,25.889415352294925
154,32.160410801123035
155,2.4407253285970016
156,-4.109506815755205
157,4.591840926912434
158,22.550990074829105
159,14.843605799967444
160,-68.15345715409342
161,14.557615518473302
162,-24.31997220426432
163,-14.839014636490887
164,-18.107813909505204
165,27.547419853507485
166,45.104140091731765
167,37.15938067008464
168,15.135163964257808
169,51.70698801676432
170,40.864059824975584
171,4.387307901334632
172,33.90688536775716
173,-2.0776791212402324
174,-3.440896513753259
175,15.734451130883793
176,22.56209166145834
177,4.2146884881347635
178,33.87565734471842
179,12.052092334114585
180,16.621263833650715
181,-4.714669052180989
182,-19.878674948209635
183,31.210132607161455
184,12.438139371744791
185,-11.147468940006508
186,41.5979218350179
187,-10.215241679182942
188,20.217927605192052
189,1.7589656394856754
190,31.733404273274743
191,37.458571872037766
192,17.545726102237957
193,8.106004062898752
194,-83.6013105020752
195,-23.524342928222644
196,49.41255569458008
197,27.752688557657876
198,-134.29572343933103
199,-58.893307034627284
200,-20.261359025187176
201,-9.430691604614271
202,5.016601520930995
203,3.4757573384602836
204,-87.48510273291015
205,-2.6143595792236454
206,-28.187465564982098
207,-2.8990360451497375
208,-10.391926177506509
209,-0.8048493446289058
210,-67.53120418123372
211,-144.70913524780272
212,-12.65082410294597
213,-10.088968586059574
214,-89.26023793147786
215,15.193392211222335
216,26.983111773763017
217,40.20026593331705
218,44.04532955983886
219,33.10653173212077
220,3.782331718098959
221,-89.84544651143389
222,-8.156079689737965
223,34.52179818741861
224,2.370379354817705
225,34.38378756334635
226,25.725043479899085
227,18.03607910502115
228,-71.16610821240234
229,28.255533812207034
230,-11.053121296500652
231,-9.580832908365892
232,-71.82097337719728
233,34.118378957112625
234,32.166343918888344
235,6.596176916145827
236,-1.6407506303141304
237,-32.632798523388665
238,-9.64223640901694
239,-51.58740070479329
240,1.1973582805013003
241,6.013823476155598
242,-65.62480177941893
243,14.477737495890304
244,-57.29117640620929
245,31.33535631687825
246,-10.077690150716146
247,20.761314854410802
248,13.376268761881509
249,5.384739571435546
250,26.81055276686198
