episode,reward
0,-137.5939545114746
1,-71.18554723429361
2,7.42201097949219
3,14.883038781803387
4,28.70952479870606
5,33.91508705572916
6,29.578322757893876
7,29.536861945930987
8,-14.618319535677083
9,-74.20129564506021
10,-26.940621795939137
11,48.822505623071294
12,34.34829210305989
13,52.49822934468587
14,-91.91606106176756
15,-24.84613174039714
16,-65.52191561067708
17,15.677366778930661
18,11.989885094905592
19,-82.86593125211587
20,22.26210064693197
21,20.702958550472005
22,16.2929200493164
23,2.118119920442704
24,-9.601618711962889
25,16.644634083007816
26,27.89921175470377
27,43.45674985553385
28,1.8201610926920655
29,29.057937668489586
30,-12.991382664550787
31,-29.260316704549155
32,17.56373317534993
33,14.326358487443034
34,17.318582280810546
35,31.614984126188155
36,14.290031824837238
37,-3.2107045773437477
38,25.702725153076177
39,22.98914960952149
40,34.215261844254556
41,13.352060354345705
42,-36.78625227856444
43,30.943776409147137
44,-20.034398535970055
45,-67.12451497013345
46,-15.85415356949871
47,18.862693576578778
48,11.192840615169274
49,19.922821759163412
50,31.317652935498046
51,-8.570972662353515
52,2.917324359342449
53,9.538943992032873
54,-4.453267764355464
55,25.768887361767582
56,26.539052849593105
57,-143.8785165895182
58,-119.63862224283855
59,12.46299130764974
60,-7.563226948380532
61,-16.674464893351235
62,21.95827840063477
63,-5.929020729410809
64,30.894651145491537
65,11.701059585856123
66,-54.248995973632795
67,-42.304301327229815
68,-2.5443239671874993
69,14.045870631860353
70,-6.54224792628581
71,37.17609411213378
72,-86.76010266227213
73,-99.79717507299804
74,33.482793815380866
75,3.5789921917968806
76,-29.11699976611328
77,-58.12415706323243
78,15.785624383813465
79,20.63223012977702
80,24.623854120930993
81,1.3564275325195325
82,24.047161529557286
83,30.40982200446777
84,9.292728636743153
85,27.58135495067545
86,2.431753485709635
87,8.016559074674479
88,7.507619225862626
89,-0.2983644160807254
90,-18.86717179580078
91,34.990132528320316
92,-23.217725615641275
93,-49.90947249475097
94,-71.39048487223306
95,11.803821426269526
96,-2.27782939560547
97,44.401003093009436
98,3.309652211140947
99,31.85010135288086
100,-20.34741412680664
101,-60.99059816430663
