episode,reward
0,10.785013060123692
1,-13.581313795247391
2,16.90405870963542
3,52.661794026692704
4,51.29645347595215
5,7.418964675081378
6,-8.067371475390624
7,-17.241491271606435
8,7.127745044637047
9,6.971245886393224
10,40.27252934475098
11,0.5548136134033161
12,11.375754462890626
13,33.63390482945963
14,-5.345491886360671
15,46.5582677682373
16,-54.678583515706364
17,-15.763441150634776
18,29.141283961157228
19,30.226344430379232
20,26.161429401855475
21,7.444636480419921
22,17.435783388045245
23,16.4555997835612
24,-25.069976329223643
25,1.1421948514811124
26,21.512730680631506
27,19.877797728255207
28,-3.3631101639811236
29,7.123362523681644
30,37.80434582999675
31,38.676606306949864
32,5.063176750374353
33,18.06252341544596
34,18.5630228380127
35,26.877586634887695
36,-9.219928414583336
37,-55.58272258638508
38,32.581288459342446
39,33.92986314511718
40,-0.16753933683268465
41,-8.718970443196614
42,46.70376826923828
43,28.31499534524739
44,25.741884778206384
45,0.8218590123372422
46,48.20175771233724
47,6.653748234570315
48,37.05922964828287
49,-10.748650720540363
50,-77.55807665030923
51,-241.16669266666668
52,-251.516704
53,-250.53399122078451
54,-20.031224467513017
55,-44.647156852091484
56,-110.09039408479818
57,-113.62283831315104
58,-228.94876466666665
59,-98.87203874438475
60,30.578722045979816
61,11.876323506917316
62,23.731776882242833
63,0.006431786702478348
64,14.078018538085937
65,23.723933190388994
66,22.461518893147787
67,24.094859987263995
68,15.950025516682945
69,-96.86734202351886
70,12.19033442122396
71,-50.62493707828776
72,16.347989054687503
73,-9.425575172395833
74,-61.99122001505533
75,24.133391579313155
76,16.28055565209961
77,11.58152661202799
78,43.78734361995443
79,20.0778430097819
80,-59.28334397656249
81,-8.619998467000318
82,5.42198219879557
83,16.98271475201823
84,-87.70654215681965
85,-66.40775846183269
86,10.740500362467447
87,-63.508996802530916
88,-35.67390144600422
89,39.190987173583984
90,1.4614259263020841
91,45.46297190020344
92,-111.7024001188151
93,7.234381762304688
94,-5.442172973746745
95,19.37326603562825
96,15.21581445284831
97,3.1053847902750626
98,23.4733967191569
99,6.471861548706054
100,50.12174288431803
101,0.9266911737304705
102,13.181426375081372
103,14.84324070647786
104,-15.815852724918617
105,-62.484826373250314
106,7.511210274251302
107,19.95202397097168
108,7.7490918681477865
109,4.602515759342443
110,25.248662692936193
111,-28.82964601367187
112,-8.560253872395833
113,44.361261211100256
114,13.260766701660154
115,-85.85458246557616
116,-39.07769109676107
117,-46.244695251831054
118,45.44266802294922
119,43.39795547755534
120,-47.626699269775386
121,-50.912804024902336
122,39.71587699302572
123,44.418599685278316
124,-27.69348438468423
125,24.581858398681636
126,-9.186737110644533
127,30.700395517797848
128,-3.9667049252766966
129,-20.22085204700521
130,-17.553613098063153
131,-115.09804537915039
132,25.228931055851234
133,22.172881342244466
134,4.610570326253253
135,4.295536363883466
136,12.034060297054035
137,12.166232516731768
138,44.401968986352536
139,5.062857780371094
140,30.322573904890948
141,-0.10398544383138149
142,-18.559789572070304
143,33.78136733417154
144,-13.187321585709634
145,-14.208796212630208
146,-6.061016857324214
147,15.233076470377606
148,-11.81428226630859
149,-0.824456283138024
150,-6.306346095084635
151,-25.05951313688151
152,28.25701066357421
153,9.674833375992836
154,15.239877971004237
155,22.578030517846685
156,16.164304077034508
157,22.342701316878255
158,-5.493461913492841
159,-20.32342902882487
160,36.41771481161295
161,52.16571807861328
162,-8.202785251334635
163,-5.59535327433268
164,9.618000040706377
165,-5.330413541097006
166,-4.0225570809082045
167,-1.6033572368977833
168,3.230898124869791
169,18.5200689663086
170,6.642977729541011
171,29.517730754443363
172,31.675404567187492
173,29.089195343261725
174,4.007859271630858
175,-7.428872691943359
176,-10.91699432931315
177,-1.374317639331058
178,-3.4052208171875025
179,-20.259412644954423
180,16.8677566243164
181,-13.468792431233727
182,-11.414013132861328
183,-4.176173338867177
184,28.608019447851564
185,-22.603594105631508
186,19.747625223697924
187,-16.470037669433594
188,27.721017561832674
189,-14.654498065234373
190,-3.851976461816401
191,-14.339194779410807
192,-20.03209657050781
193,24.13146754185384
194,14.340563519531248
195,-3.7829693112792975
196,-21.034581789534503
197,-13.483991653499345
198,48.08913327223307
199,13.392314988639328
200,-25.458677495963542
201,22.32416918094075
202,-14.985131063981118
203,53.83078893025716
204,4.851332197737628
205,-25.10376605745443
206,-16.990657258707678
207,25.5214270218099
208,-14.380493473600263
209,-23.726610346289064
210,-20.589869091715492
211,-126.54638425752765
212,22.91888073513997
213,-25.72032047192383
214,-7.802643209928386
215,-9.033953353841145
216,7.023300604020183
217,1.7810079790039073
218,11.19696733935547
219,17.770297851253254
220,42.97126065080566
221,38.21391346092936
222,7.732212426831055
223,-6.977730934554036
224,-15.840695746858723
225,-22.22899466829427
226,-1.183993579679362
227,-7.932359263020833
228,-7.881428073974608
229,5.406656774576821
230,18.939979558398438
231,26.593728155265303
232,-10.474974419352211
233,2.577712713517253
234,12.800280598958333
235,8.6106504581543
236,-9.585302715152991
237,-14.78743247211914
238,-19.51599990384114
239,18.946720248942057
240,-9.247599478613282
241,-13.748026642057292
242,-2.219364084301759
243,22.142661163427732
244,-12.219457168668615
245,3.445418900683592
246,-1.6257070925455726
247,18.581052584106445
248,-4.990979115917966
249,-22.215347349137367
250,17.076956782185874
251,-12.948924521386719
252,-7.853761728043622
253,51.79238637288411
254,-12.396332296663411
255,-15.104893281315103
256,-9.433714648291016
257,-9.003296117171226
258,0.20906144300130336
259,-7.316818459667971
260,32.05880917062174
261,3.6640143051269547
262,-7.005544664876306
263,-26.671257251513673
264,-22.805969624804682
265,9.211034184863284
266,-7.714147878401694
267,28.291109058732093
268,-12.23157682945963
269,-23.045329942659507
270,23.347323007649738
271,-13.99390337981771
272,-5.431481053727211
273,8.46675552498372
274,-2.9347735835612
275,-18.33957306437174
276,10.056807830338542
277,15.285802652978512
278,-12.438119379720053
279,-19.52041537366536
280,18.28182286320801
281,-2.6997829138671863
282,10.745351850520834
283,5.557258179589842
284,-10.332653502018227
285,14.17142911474609
286,-8.534351235611979
287,-17.00056301764323
288,-24.430492154003904
289,-1.9136784940266929
290,9.26127749228515
291,16.365163497477216
292,-8.611131724023437
293,-5.683228650423179
294,-13.588819937695314
295,-24.616814935660805
296,-14.787657823421222
297,3.992721911832684
298,-12.205378497070308
299,-21.184768645898433
300,16.79149841687826
301,-8.298322332373047
302,-21.124579808170573
303,0.6797826705403622
304,-21.64887101632487
