episode,action
31,"[,46.468346,4.4639335,18.055565,9.3415575,0.91363907,132.80255,2.4026034,81.41942,14.944964,0.97653985,5.614509,]"
32,"[58.69848,5.123564,24.423897,8.13471,0.97969246,95.63299,6.8646984,74.23456,12.583465,0.9820299,7.212458,]"
33,"[,99.458534,3.530881,55.818535,11.654958,0.7643019,145.34111,3.9542708,84.84321,6.4945884,0.9705839,7.768665,]"
34,"[,39.279755,1.5483809,59.217648,7.4298806,0.97473776,144.49704,6.6191626,55.04442,12.095017,0.8983331,6.787593,]"
35,"[,58.402058,4.6830115,20.113903,10.092883,0.3880911,107.54064,4.420203,90.688065,13.560718,0.9587091,6.9244604]"
36,"[111.26574,1.4126763,134.73338,6.347141,0.78947544,96.756905,3.9691012,111.832565,14.711131,0.95033336,8.118967,]"
37,"[59.33136,5.1236506,94.95367,6.208542,0.7932025,57.267677,1.8338428,68.97306,9.217881,0.8414435,8.389786,]"
38,"[,32.19923,5.610844,134.53299,7.0320024,0.39107025,146.10309,3.7563875,60.658104,9.63444,0.27434555,6.761142,]"
39,"[116.894775,4.2716527,133.58582,10.294373,0.78730613,102.17929,6.3046856,82.50404,14.821908,0.67352253,7.2750463,]"
40,"[136.58662,3.7917914,120.91484,6.809493,0.6298551,139.96968,5.0290403,88.22738,14.418245,0.935899,6.9334726]"
41,"[103.26869,5.1213717,137.8909,7.2087336,0.5784943,84.83894,1.3718638,104.09887,14.128722,0.760062,8.316304,]"
42,"[,68.557724,6.661223,23.184101,11.393951,0.90582705,145.24306,4.771888,59.533195,7.1139274,0.80388594,4.2402906,]"
43,"[,50.94821,5.5555305,33.466175,7.0230083,0.9656485,147.01868,2.8292289,86.089294,11.630889,0.96524143,8.48329,]"
44,"[,61.43403,6.090522,148.76157,12.41457,0.23731539,147.31647,2.3827748,68.34351,13.487406,0.89656854,8.925997,]"
45,"[73.9686,2.4957824,23.99541,6.9893017,0.43297172,46.945797,4.156256,84.78224,9.590128,0.9389141,4.158559,]"
46,"[82.44086,4.9906487,11.726929,7.63607,0.43764773,79.89476,5.176239,92.15862,14.651737,0.9906073,5.543562,]"
47,"[,88.34008,5.1338396,65.60199,7.2664595,0.92413056,149.46432,1.9033544,99.12204,14.476942,0.938567,7.9051504,]"
48,"[,97.88384,4.541571,148.10178,10.789144,0.8375819,139.71437,1.2862842,64.22861,10.290406,0.78540236,7.179653,]"
49,"[96.11041,5.842553,34.02347,10.550175,0.7324078,93.27744,5.2338905,94.36438,14.761171,0.8993028,7.3069887]"
50,"[111.51734,2.5285883,68.03719,8.931614,0.77921134,123.211716,1.7227135,67.51009,13.119925,0.90570486,7.3537245,]"
51,"[1.39132080e+02,2.35064745e+00,1.49998993e+02,1.49996662e+01,1.00000024e-01,3.00000000e+01,7.00000000e+00,1.00014343e+01,5.00000000e+00,1.00000024e-01,8.99996090e+00]"
52,"[9.45687485e+01,7.00000000e+00,1.49915222e+02,1.49970875e+01,1.00000024e-01,3.00000000e+01,1.00056314e+00,1.00096359e+01,1.49811306e+01,1.00000000e+00,8.99560738e+00]"
53,"[,30.,6.9659686,117.66312,5.0000505,0.8468107,30.002548,1.1867912,10.,5.0000734,1.,7.9931884]"
54,"[149.99704,1.0000002,130.52373,5.042443,1.,149.99971,6.999854,10.,14.999965,0.9999367,8.707445,]"
55,"[1.43335220e+02,1.27768135e+00,1.05059402e+02,1.44033127e+01,9.97868896e-01,3.00000000e+01,1.00000000e+00,1.49999985e+02,1.50000000e+01,1.03798956e-01,8.95429707e+00]"
56,"[31.588509,3.5070577,90.98772,14.999869,0.10000002,30.00002,1.5771313,96.63373,9.062208,0.5552416,7.1145563,]"
57,"[148.81369,1.1562707,15.484848,14.478535,0.6521698,79.44729,6.9051266,136.5015,8.741022,0.9778383,4.251217,]"
58,"[3.0000015e+01,1.0016794e+00,1.0260704e+01,1.4996724e+01,1.3772425e-01,1.4995132e+02,6.8568735e+00,1.5000000e+02,5.0000000e+00,9.9981552e-01,5.3406448e+00]"
59,"[,37.110233,1.3741438,60.48796,5.623467,0.9787456,146.04164,4.94065,77.021385,9.3759365,0.6830903,7.642435,]"
60,"[,66.03274,6.6931357,18.829948,13.204553,0.6499633,126.6015,1.4935353,102.079216,12.274789,0.23436323,5.6147885,]"
61,"[,72.31926,2.8702202,133.09146,9.690389,0.5338403,70.0941,1.6837912,108.177444,6.9725556,0.35118768,5.2452006,]"
62,"[88.05949,2.3492622,50.595207,5.8502398,0.89374995,52.53662,2.5685213,61.01943,9.124917,0.495192,5.7014093,]"
63,"[,36.763687,3.7234232,100.389175,11.763211,0.8741386,67.66715,5.2744694,24.253185,11.4208355,0.8609022,8.594466,]"
64,"[,35.97658,6.893483,143.62704,5.8602276,0.9268958,129.25116,5.852883,83.57875,10.101468,0.1742487,6.466237,]"
65,"[111.216866,2.4006565,89.284584,10.849719,0.67838883,89.007324,1.1834211,67.229996,6.1667724,0.31601042,7.3881884,]"
66,"[,41.50567,1.8105943,96.80963,13.133408,0.37520382,46.373787,2.904983,146.34135,10.156261,0.7224071,4.802532,]"
67,"[,49.998726,2.4290411,37.521107,9.66893,0.9260602,37.877,2.7063208,143.64636,7.078976,0.6304516,5.628335,]"
68,"[,55.181976,4.346984,97.07165,12.384592,0.91171384,137.57056,2.9345407,35.475716,12.868904,0.71991074,8.549835,]"
69,"[110.88316,3.3408518,29.613457,14.374462,0.61095715,90.509125,4.0013456,146.9719,13.285192,0.9714135,7.306315,]"
70,"[141.24773,4.132375,17.753593,6.582387,0.8529873,57.32992,3.8330126,118.06003,12.885961,0.6137798,8.799361,]"
71,"[147.92108,4.174317,19.670567,12.888683,0.5487144,73.568054,1.9758172,78.188225,9.950164,0.8779608,6.8210206]"
72,"[132.95476,2.2688258,99.96456,12.578718,0.13437572,58.220757,2.699996,100.619514,7.2363977,0.49002483,4.2170887,]"
73,"[120.927826,1.4675431,120.90795,14.879042,0.7604563,73.34794,1.5973024,39.026608,14.724045,0.6767854,6.1308947]"
74,"[133.85706,5.168291,141.83559,5.292178,0.497291,44.416725,2.0415447,130.2406,13.240185,0.69825685,6.677779,]"
75,"[61.85112,2.4650245,94.45229,9.5731325,0.9793688,95.86878,2.0634632,20.400494,10.570835,0.16878888,8.910393,]"
76,"[,64.60162,3.8717437,98.966354,13.758204,0.48314044,132.88512,5.1613398,65.57811,8.2095375,0.9487426,4.4706097,]"
77,"[,38.60972,1.6742158,113.25008,6.167932,0.4182622,109.35957,4.390586,128.56328,7.887865,0.42392093,5.6549807,]"
78,"[,51.423203,1.9644098,114.71468,6.500889,0.46205154,72.70865,5.067002,116.73636,9.040925,0.714092,5.5906243,]"
79,"[,89.237366,5.639839,119.78585,6.884472,0.5634556,92.54913,1.5967529,63.699398,9.211285,0.36949754,7.7654214,]"
80,"[114.82358,3.682623,51.502514,11.488411,0.9792973,149.5841,1.6824787,54.429195,6.0898504,0.3143593,7.4136295]"
81,"[102.44955,4.934905,13.148064,13.133278,0.88939095,114.43853,2.7306376,77.76034,7.009551,0.1236203,8.504503,]"
82,"[118.511955,6.1318474,75.22356,11.952787,0.91571444,91.41674,3.5492551,59.18029,7.265176,0.32761413,6.843239,]"
83,"[143.58543,6.550003,127.76437,6.4958725,0.9330125,132.40775,5.581903,119.27165,6.3988614,0.548902,6.8617225]"
84,"[146.64493,1.1347942,26.758968,7.112798,0.9283842,75.49659,3.1706936,37.17534,14.781801,0.63265455,7.0605454,]"
85,"[,38.800827,1.9075651,110.87323,9.751928,0.22826341,110.0558,6.4463434,132.3396,5.1073227,0.84115654,7.328528,]"
86,"[123.49634,1.8841372,17.004436,14.246801,0.27216986,96.73167,5.43724,14.89595,6.450655,0.7644768,8.878218,]"
87,"[,50.925766,2.625357,74.7862,8.151527,0.486512,51.384842,2.8651276,132.62817,13.369537,0.25373742,7.795063,]"
88,"[146.65198,2.0394301,93.31365,14.428992,0.9717963,101.783485,2.9604,122.22656,13.490277,0.28785557,8.76884,]"
89,"[144.74922,4.2430835,15.867119,7.610123,0.38755926,104.010284,1.6064215,131.87381,11.632246,0.4363411,8.579922,]"
90,"[,85.462906,6.8555164,73.934586,5.458733,0.57033974,129.8913,6.2530327,119.77513,7.367977,0.7454515,8.559263,]"
91,"[111.90069,5.789486,105.554504,5.7086554,0.41311848,105.797165,4.8426275,51.208252,13.0256,0.5518648,5.41399,]"
92,"[120.52581,4.6895895,23.03674,8.918785,0.38878512,95.82655,1.8268969,137.37363,6.386565,0.72412235,4.8383493,]"
93,"[,56.80227,4.270789,77.00367,12.133966,0.37085783,113.23919,4.9593654,112.540375,13.392208,0.5262847,4.8543525,]"
94,"[106.03125,4.8469176,100.70324,12.671097,0.6484382,41.79961,2.343133,95.70361,13.8828335,0.58352846,4.8242397,]"
95,"[134.85867,5.675476,86.54095,13.8565855,0.55884194,51.062546,3.3723516,23.87909,8.05376,0.7198223,6.90526,]"
96,"[,33.134533,3.6569934,100.19504,8.937388,0.44280794,72.13092,5.161693,137.50642,11.845023,0.8679756,8.513964,]"
97,"[,51.269127,4.101872,77.662155,14.611658,0.40247452,118.188644,6.974326,57.58229,11.272786,0.8728659,6.2413,]"
98,"[,64.753334,5.4408407,17.058582,5.4435806,0.9733256,107.896805,3.1197596,19.83466,14.951557,0.4054592,4.9552646]"
99,"[118.85389,6.4318657,48.08564,6.503112,0.84600675,110.30633,3.887335,139.87657,14.443163,0.6692375,8.13066,]"
100,"[43.36627,5.7591743,83.31256,7.009136,0.4001872,40.99661,3.0892825,24.069763,14.851245,0.524844,8.823806,]"
101,"[4.9539398e+01,3.0202250e+00,6.8703720e+01,5.9865513e+00,1.0154688e-01,1.1937964e+02,6.0984154e+00,2.0122719e+01,1.2780693e+01,8.5188049e-01,4.0642843e+00]"
102,"[,58.904846,4.9025335,25.991947,11.509063,0.33168304,46.09152,3.982004,103.64128,8.356964,0.794073,4.1838055,]"
103,"[146.01306,6.359624,22.60667,10.412283,0.41707152,41.46241,3.1573396,98.125015,9.929791,0.19474223,6.196018,]"
104,"[120.31326,5.440515,76.95023,6.519676,0.46609387,148.27812,6.6597605,114.861176,5.6224756,0.9298435,4.3351755,]"
105,"[121.10527,4.890411,23.376434,10.783728,0.92416465,78.403786,5.316452,136.07207,8.510049,0.22829673,4.4803944,]"
106,"[,60.997654,5.475775,41.43236,5.4343224,0.7926014,76.464714,2.4645872,101.92667,7.530219,0.7477298,8.423791,]"
107,"[,58.770744,5.847369,34.80988,5.753877,0.9143446,124.29233,2.8064642,136.44177,13.692354,0.94961995,5.1955633,]"
108,"[,94.56573,2.0428734,14.773582,7.6655436,0.26656082,51.27888,1.4915016,130.87674,6.246948,0.4006483,8.236607,]"
109,"[149.15826,5.4364824,32.56399,6.591484,0.5168932,65.28751,6.2539454,135.41254,10.653146,0.8553693,4.228447,]"
110,"[53.347164,6.280163,97.21008,14.823685,0.60903025,90.66256,1.3993907,24.76096,6.9675355,0.349868,4.3316526,]"
111,"[146.4656,4.609162,35.418705,11.691646,0.38077986,114.62841,3.2388015,77.453606,5.111795,0.61954993,4.685098,]"
112,"[141.1272,4.3629208,23.422676,5.6301584,0.37589568,44.968647,6.878311,55.896507,5.197889,0.16660663,7.606455,]"
113,"[4.3226086e+01,2.5624583e+00,3.1044609e+01,5.9203057e+00,1.2367618e-01,1.4691046e+02,5.6289473e+00,9.2954041e+01,1.3525295e+01,4.0982896e-01,6.0291848e+00]"
114,"[149.6075,5.367234,102.60016,5.4863553,0.22342524,43.898296,3.726722,112.039,14.264683,0.37989718,8.439792,]"
115,"[145.21298,3.4798062,106.89905,5.8812685,0.44178396,84.73699,1.3630657,12.850281,6.8333206,0.90169835,8.934099,]"
116,"[107.45084,3.6841574,47.196728,11.120652,0.86255926,98.36172,1.9193797,80.88915,5.3716297,0.32020164,5.8984227,]"
117,"[90.190704,2.810297,38.938595,8.403566,0.6975406,44.289192,1.1430187,62.228203,14.885852,0.20740736,7.1740313,]"
118,"[,33.918823,1.1683817,128.19592,8.056621,0.22017336,147.08723,3.0924199,139.22337,6.058899,0.97789264,5.0080767,]"
119,"[89.743095,2.279985,40.61053,13.218565,0.64026344,54.92785,6.215369,75.66525,6.2321844,0.47100633,8.8435545,]"
120,"[,45.159576,1.9463778,105.76104,10.098475,0.8740942,148.1955,2.9818506,123.65611,8.895156,0.5440395,6.6990323]"
121,"[1.15691101e+02,1.99425840e+00,3.21914444e+01,1.38213301e+01,8.44787002e-01,1.49279327e+02,6.58891058e+00,1.06184860e+02,9.31470585e+00,1.18578374e-01,7.95668888e+00]"
122,"[,33.03472,1.3219757,144.54272,11.037155,0.47041082,139.192,4.062603,142.30598,14.870377,0.4975834,8.6754675,]"
123,"[,37.463947,2.4978626,75.20601,9.528959,0.82690406,126.10816,2.6231782,68.39588,14.586102,0.73429126,4.1010413,]"
124,"[1.18599396e+02,4.30332947e+00,1.13397888e+02,1.16378841e+01,6.42276406e-01,1.02983864e+02,3.87647533e+00,6.12891197e+01,1.36546888e+01,1.10489547e-01,4.72404957e+00]"
125,"[117.738594,4.0514235,67.83572,9.066495,0.36380428,133.88695,1.9005108,147.74788,7.5504313,0.32183617,5.243975,]"
126,"[116.768135,6.4613533,94.23367,8.268303,0.2164807,131.4575,2.581973,66.640884,9.273668,0.34035993,6.30755,]"
127,"[127.59461,2.2231522,114.94243,5.8586206,0.3332849,61.52024,3.6722596,102.83902,13.831517,0.775469,8.546268,]"
128,"[130.89432,6.0035133,136.31448,6.106045,0.4657975,34.09012,6.95372,93.12318,14.139284,0.41670758,8.636191,]"
129,"[,43.212463,1.5326905,126.97562,6.613829,0.26961154,112.13513,5.342842,72.56398,11.934681,0.53150225,5.1181145,]"
130,"[,54.855415,6.366557,148.0765,13.927001,0.7556879,119.171265,2.4236357,97.26098,8.674516,0.14996609,8.723678,]"
131,"[,79.05244,3.6501255,44.14033,9.095782,0.16108268,103.63726,6.290447,11.577141,12.5427475,0.8155639,7.7997856,]"
132,"[96.300476,6.9306817,36.188667,13.376279,0.7572038,72.21567,6.87398,65.17977,12.09125,0.8566139,7.521175,]"
133,"[145.81305,4.961083,43.806118,9.09192,0.4418552,78.56444,5.866027,45.821815,7.7599983,0.93312556,6.3598356,]"
134,"[,65.04317,3.2339692,15.63842,7.3935037,0.72303426,103.74411,6.8252583,74.57892,10.230151,0.6566642,5.925335,]"
135,"[113.24515,6.9124103,139.72162,6.653004,0.56157225,136.63455,5.604168,15.859665,11.032359,0.95752555,4.0312347,]"
136,"[118.78928,5.648879,139.06114,5.6875815,0.26924273,148.15692,1.6473734,106.048386,6.6756325,0.49594963,8.471629,]"
137,"[134.79361,5.7569914,51.480156,13.187994,0.71087086,54.255795,4.0001025,71.08159,5.8671513,0.7545465,8.89281,]"
138,"[139.3118,5.988965,14.351746,5.732767,0.33367437,31.922886,3.8810909,141.71721,5.397293,0.30726302,8.746901,]"
139,"[113.64235,3.803707,62.661964,5.4779553,0.85291314,54.669872,2.899029,68.293816,7.5562387,0.7193698,8.399347,]"
140,"[,82.94028,5.3848076,15.260178,8.306254,0.28768057,54.915764,4.556638,124.307915,14.756288,0.9358766,8.526058,]"
141,"[131.54617,4.329807,48.50054,5.2630715,0.23012036,32.848785,3.352738,143.88823,10.286553,0.38585845,8.672044,]"
142,"[43.219177,6.2312284,11.932289,13.603285,0.9950344,66.594055,6.765295,14.73069,14.492377,0.9186707,8.422118,]"
143,"[131.86179,3.6871605,146.23505,5.2979765,0.97851443,84.54775,6.388836,33.824795,14.852684,0.36020774,8.087316,]"
144,"[,55.65309,5.3826685,125.82117,9.137773,0.21735579,123.96889,6.3756485,136.32796,12.430626,0.6847941,6.37422,]"
145,"[,56.403343,3.4959128,135.56195,6.000659,0.56492794,126.33671,1.2470899,108.55524,5.4019613,0.9431777,8.193582,]"
146,"[9.1690178e+01,5.3223419e+00,6.8164070e+01,1.3418198e+01,1.2347433e-01,4.5013603e+01,3.6456685e+00,1.2719005e+02,6.7498388e+00,3.0852106e-01,8.4549236e+00]"
147,"[,45.148308,1.887989,103.84912,6.1402135,0.4970875,128.95032,2.4342403,140.82921,14.890337,0.58335984,5.291531,]"
148,"[102.82816,5.6719713,37.841793,6.7837114,0.4556073,47.17673,2.1480699,117.1143,10.381872,0.90883946,6.96463,]"
149,"[,85.95603,5.373601,37.378677,9.662881,0.3105617,75.580025,6.3426495,132.34947,12.511757,0.88291836,7.5719047,]"
150,"[104.90358,5.231292,130.13042,8.627567,0.23943347,72.479034,6.7968626,88.244736,5.312373,0.9012296,6.661078,]"
151,"[111.76471,2.2103033,121.426506,5.7975082,0.3563735,126.30201,6.105096,128.20793,8.810067,0.47842368,8.53422,]"
152,"[7.6978203e+01,5.9581556e+00,3.4742683e+01,1.1424268e+01,9.4511092e-01,1.4606058e+02,1.0570593e+00,8.1524277e+01,1.1426871e+01,1.0433969e-01,8.5418367e+00]"
153,"[43.323524,6.662797,33.98487,12.3433,0.95176494,62.421093,4.8175416,84.49476,10.527309,0.7018068,7.741126,]"
154,"[143.19406,4.6951437,75.831566,6.662123,0.6829344,103.626526,6.4308586,44.39008,8.547129,0.6491863,8.96694,]"
155,"[140.93893,5.658456,131.45541,5.7938085,0.5592546,57.242867,6.037768,39.00632,5.152803,0.90707135,8.869194,]"
156,"[85.27083,2.4903922,54.44703,12.142253,0.44855976,41.871117,3.1540003,45.090675,5.960023,0.76302886,4.92288,]"
157,"[86.110435,2.2983756,64.60647,7.008074,0.46407682,95.218445,4.224313,82.64637,7.0728884,0.41728467,8.062853,]"
158,"[144.7617,4.2725215,78.54494,5.299245,0.96271914,64.30856,3.3022099,27.835438,14.134291,0.94118094,8.6013,]"
159,"[86.14687,6.3887033,24.725384,8.579203,0.31652236,60.68035,6.3291426,98.48326,12.229546,0.91003156,5.4765882,]"
160,"[1.47005005e+02,1.87090302e+00,1.15862106e+02,6.93449211e+00,7.42733300e-01,4.17488556e+01,5.89523125e+00,1.79853439e+01,8.86967659e+00,1.10735655e-01,8.22542953e+00]"
161,"[,60.21708,5.4737473,34.351284,5.033375,0.45234862,104.42299,3.4004688,23.442825,6.4848022,0.2546106,8.493756,]"
162,"[1.3136629e+02,1.2539082e+00,1.6271339e+01,6.7826452e+00,8.4536153e-01,4.8096680e+01,6.7840967e+00,4.7915298e+01,9.6557922e+00,1.1673042e-01,4.2415156e+00]"
163,"[148.32886,3.865214,38.44213,5.9776382,0.99923563,137.20007,6.397871,118.08509,11.51523,0.9844933,8.982472,]"
164,"[92.749466,6.832681,33.493805,10.411926,0.92647827,50.631023,4.477668,41.954636,6.6637297,0.6228086,8.897173,]"
165,"[,68.74814,6.46807,135.67393,5.594868,0.2312493,128.78555,1.1547873,34.41961,14.515812,0.8198669,7.562049,]"
166,"[101.47749,6.372626,93.68971,7.194365,0.7857852,99.6598,5.471495,126.992966,5.788626,0.5161905,5.2656326]"
167,"[136.99472,6.0808315,22.536514,10.475221,0.6641088,135.7414,5.475052,70.28217,5.8950405,0.7927941,8.602705,]"
168,"[,84.44805,6.8096867,119.07268,5.284811,0.65905154,135.48552,1.5884519,111.93619,5.8879266,0.41271675,8.139147,]"
169,"[142.81439,4.9753537,51.235405,7.3678446,0.886343,143.00235,6.837868,92.80211,7.467761,0.7662706,8.259957,]"
170,"[128.63762,1.0969794,121.53798,12.505318,0.41910833,123.281944,4.1507897,98.39432,13.824444,0.8135122,7.8355517,]"
171,"[145.77765,5.475848,23.582329,8.638469,0.8600922,62.47246,6.97516,56.180573,7.26152,0.3561747,8.810717,]"
172,"[113.297874,5.617214,27.549442,5.5481033,0.9053787,100.88772,1.0609131,13.053123,11.519275,0.14727822,8.535742,]"
173,"[,82.33232,6.326231,108.37692,6.9377117,0.41503048,97.22231,4.2353563,147.17953,13.290141,0.2849497,8.840966,]"
174,"[,69.44873,3.045588,114.47858,5.8119426,0.18508574,64.71777,5.7221384,119.27773,10.508753,0.20244038,8.814831,]"
175,"[148.74365,2.184236,98.14118,10.415142,0.39758313,87.972,2.1671922,130.51659,11.583766,0.9866899,6.4429116,]"
176,"[139.80574,6.4991283,24.667412,8.001154,0.70467377,123.69164,6.4506226,130.51936,9.715597,0.28323925,4.8177967,]"
177,"[,81.28561,2.542737,124.297485,6.9308085,0.9765707,138.60352,5.6157036,46.806988,14.35545,0.2915556,7.316629,]"
178,"[108.327385,6.7887044,52.861126,6.053075,0.89641225,52.334743,6.619446,44.106243,8.124026,0.70066226,8.619637,]"
179,"[134.50974,4.6225233,65.20064,5.9040694,0.44076723,45.194534,5.735094,133.82227,11.996481,0.44565353,8.879163,]"
180,"[142.38432,1.2072101,104.91756,5.837083,0.56353366,53.986244,3.8532171,24.014164,8.152575,0.37675363,7.8281116,]"
181,"[120.178085,3.4892926,71.94724,7.510768,0.41528225,36.700943,2.0558136,142.25635,5.8101826,0.21719217,7.76832,]"
182,"[,41.167538,6.7447042,33.637173,6.057335,0.2106376,88.851234,3.3339329,134.53629,5.382369,0.6443077,8.571219,]"
183,"[138.54907,4.748161,117.94559,5.4639964,0.9606868,103.799774,5.8628616,23.88406,7.287067,0.9402815,8.190582,]"
184,"[132.29001,1.4753432,16.52443,8.1241,0.98688954,76.0835,6.6194286,58.427803,6.9305305,0.8185852,4.77894,]"
185,"[120.535484,4.5950065,99.491516,6.4927664,0.38146567,117.40146,4.898843,109.771706,7.116177,0.5698085,8.777916,]"
186,"[,35.167915,6.5454445,140.60265,13.311695,0.7533145,130.52972,3.8821697,84.050705,7.3434596,0.23745233,8.6248665,]"
187,"[,72.37822,4.600951,56.42196,5.6863346,0.9889923,133.39134,5.4374924,24.233139,12.930346,0.32292408,8.277106,]"
188,"[144.25496,5.681323,81.58314,9.063409,0.67116934,144.35782,6.4383354,51.461304,12.871634,0.535223,6.806884,]"
189,"[133.5091,6.639309,142.0682,8.439787,0.28183758,78.05776,6.814286,139.3424,13.775284,0.8193965,8.164268,]"
190,"[7.7106476e+01,4.6458669e+00,1.1677963e+02,9.5658646e+00,6.4236665e-01,1.4461365e+02,5.3325171e+00,2.4335609e+01,1.1906938e+01,1.3274962e-01,7.5694656e+00]"
191,"[115.970665,5.641458,95.57039,5.31849,0.76626825,60.709805,6.6222267,66.51703,5.716361,0.645626,8.540375,]"
192,"[121.90524,6.596213,139.38083,6.170578,0.6691943,52.47164,4.338872,110.500984,9.35748,0.8018154,7.513244,]"
193,"[108.07843,4.003097,35.15349,5.784295,0.25888002,131.97101,1.979136,59.167076,11.742167,0.32688534,8.663912,]"
194,"[,74.145966,6.683555,11.882347,9.673162,0.18447217,138.28731,5.869945,46.68654,8.630423,0.17431757,8.966263,]"
195,"[,78.00821,5.36005,40.08049,12.725607,0.22882485,148.76747,6.678574,41.434772,14.217466,0.57372814,7.7640147,]"
196,"[132.31262,3.3475046,58.922707,5.5910773,0.9685825,60.330727,6.1167126,34.347343,9.572252,0.36116892,8.952092,]"
197,"[,43.53633,6.309021,70.79544,5.679781,0.8151383,140.85934,6.466962,142.5236,6.695677,0.16974747,7.730587,]"
198,"[,78.10495,6.2714767,53.07361,6.7210064,0.9498904,66.959625,3.9555478,145.06071,6.9441433,0.7256898,8.371357,]"
199,"[147.03183,3.5723221,89.16713,8.186445,0.6423886,139.19003,6.3692436,142.12347,8.391004,0.20537624,7.8842626,]"
200,"[,79.46608,2.4380643,23.09233,12.330124,0.22364482,111.604416,2.1709304,31.104828,12.811809,0.2043593,8.58971,]"
201,"[,63.816254,2.1538384,37.102898,6.7369437,0.63158005,109.31296,2.0329518,11.593925,8.910761,0.2404072,8.884719,]"
202,"[,97.65148,6.429396,142.30838,5.364253,0.43516457,102.00831,6.706873,37.562153,9.062741,0.36971354,8.872904,]"
