episode,action
22,"[126.773636,5.723968,91.72421,11.786705,0.817801,139.27545,6.3197627,73.07858,14.121955,0.17178556,6.959395,]"
23,"[,50.096363,2.294963,32.23018,8.541667,0.32040793,98.80178,3.3753963,142.9984,7.8293986,0.53914005,8.034716,]"
24,"[,84.37003,2.111238,30.61485,14.48835,0.32927376,149.95294,2.6353574,121.2338,13.803858,0.3850514,4.8516726,]"
25,"[1.0622748e+02,3.4424691e+00,2.2273609e+01,5.0257483e+00,2.7540907e-01,1.4999721e+02,6.7478504e+00,1.4809250e+02,5.0469580e+00,1.0253069e-01,6.4331713e+00]"
26,"[3.1084915e+01,4.2765431e+00,1.9534485e+01,1.3568377e+01,9.8695350e-01,1.4986737e+02,3.1655793e+00,1.9837570e+01,1.4872593e+01,1.4763924e-01,7.5286617e+00]"
27,"[,30.103043,5.824276,13.152145,11.519,0.14914075,127.14497,6.886424,12.176407,6.8972,0.97493017,7.2793503,]"
28,"[130.25414,4.466067,86.30781,10.735128,0.8106477,45.50969,6.9724894,19.416737,13.992481,0.7015395,4.831233,]"
29,"[116.395,3.86991,62.203697,10.025631,0.9762058,31.836628,3.9890847,121.861435,14.995935,0.1402447,6.6783304]"
30,"[4.5858456e+01,2.8491118e+00,6.8530281e+01,5.4548116e+00,6.1479187e-01,1.4113921e+02,6.3131237e+00,1.4888928e+02,5.2100983e+00,1.3724986e-01,6.8692446e+00]"
31,"[,88.421776,6.6495895,75.55682,6.6269255,0.9126966,41.955177,4.973777,148.28082,14.799553,0.92959714,5.6696672,]"
32,"[,33.756725,5.8450584,60.56327,10.967283,0.87822044,149.86775,6.9010267,89.691765,14.353247,0.44412923,7.739999,]"
33,"[141.85535,3.4092934,39.110577,5.7805686,0.37924924,148.55331,1.7335315,138.25949,5.01757,0.1736154,6.26945,]"
34,"[,81.99321,3.6558032,50.741035,9.518525,0.685729,139.1093,6.7338257,146.51682,5.8310957,0.54503083,5.2016454,]"
35,"[8.6121017e+01,6.7906170e+00,1.1024579e+02,5.2618451e+00,1.2745938e-01,1.4967752e+02,5.8320212e+00,1.2241612e+02,1.2340843e+01,1.3582480e-01,5.0475316e+00]"
36,"[3.0368645e+01,6.8846955e+00,1.0649182e+02,7.8693218e+00,1.2185156e-01,1.4235847e+02,4.3386397e+00,1.4796202e+02,5.0552797e+00,9.9666595e-01,8.7117920e+00]"
37,"[,30.643726,6.6326365,139.1285,10.762464,0.85383284,70.77517,2.8107846,69.73817,7.182915,0.97724,4.2434497,]"
38,"[107.42587,6.895522,16.30766,8.910555,0.91579145,93.193565,3.399857,80.92789,5.055737,0.11466771,7.6342793,]"
39,"[142.20325,2.2060013,22.89687,13.597668,0.32544643,131.88116,4.038367,13.8183975,5.646361,0.85289484,7.369793,]"
40,"[,60.265892,3.7241628,98.84394,6.5399146,0.26274604,144.9035,6.42383,21.157082,10.99188,0.8193716,8.374442,]"
41,"[103.61342,6.697905,111.0852,14.544993,0.77980775,136.95058,4.624014,40.522713,9.901166,0.85671616,8.0727825,]"
42,"[114.16905,3.3226643,117.57346,13.313576,0.5371884,111.24303,5.7279735,113.675064,5.7716722,0.4996829,5.7049885]"
43,"[33.76439,4.201871,10.944519,13.32832,0.5571291,37.66695,3.7385597,89.21806,14.753105,0.9378795,7.1078224]"
44,"[,95.340515,5.827262,18.435917,14.602198,0.5119432,135.96658,2.5291648,122.252914,14.0605545,0.97288024,5.6539564,]"
45,"[114.050415,4.1331725,70.09571,14.225456,0.47394407,149.33922,4.4007006,10.293892,14.97542,0.31714427,8.240793,]"
46,"[,48.707886,3.3752804,16.672165,6.4844847,0.80182517,53.645306,6.980208,139.4763,11.447327,0.5120757,5.8364964,]"
47,"[,32.89887,2.2669702,93.17081,6.8371973,0.47744212,147.12811,4.6786475,116.35516,11.346603,0.4230268,8.282764,]"
48,"[,65.897736,2.7445593,113.890076,9.996876,0.96866345,133.45956,5.8987517,57.198586,9.045501,0.5301783,5.622705,]"
49,"[82.3275,6.825319,71.37873,6.957299,0.97021794,35.492874,5.7677126,15.599113,5.146286,0.96576416,8.624678,]"
50,"[,34.428085,1.4907651,63.803604,11.359265,0.47548443,76.9948,4.9006987,134.63116,14.856323,0.96138537,4.595813,]"
51,"[1.50000000e+02,7.00000000e+00,1.50000000e+02,1.49833279e+01,1.00000024e-01,3.00000000e+01,1.00000000e+00,1.00000000e+01,5.00000000e+00,1.00000000e+00,4.00000000e+00]"
52,"[1.50000000e+02,7.00000000e+00,1.50000000e+02,1.50000000e+01,1.00000024e-01,3.00000000e+01,1.00000000e+00,1.00000000e+01,5.00000000e+00,1.00000000e+00,4.00000000e+00]"
53,"[149.84839,6.9999323,149.99959,5.2465005,0.2618142,30.006584,1.,10.000771,5.000201,0.9994751,4.0064974]"
54,"[1.49835144e+02,6.99992657e+00,1.50000000e+02,5.24779034e+00,1.00001544e-01,3.00067482e+01,1.00000000e+00,1.00007858e+01,5.00020647e+00,9.99465585e-01,8.99968338e+00]"
55,"[3.0000023e+01,6.9999995e+00,1.4999985e+02,1.4124708e+01,1.0000792e-01,1.4973912e+02,6.9999690e+00,1.3028534e+02,1.4449683e+01,2.1989009e-01,4.0633702e+00]"
56,"[,31.31401,3.4047277,10.000008,14.800402,1.,148.05167,6.9999967,146.45023,14.870627,0.16517282,4.0028324,]"
57,"[,30.394928,3.4934833,10.,5.011374,0.98747206,149.66998,6.26635,133.72394,14.785907,0.9826749,4.000038,]"
58,"[3.1018307e+01,1.1328294e+00,1.5000000e+02,1.4951629e+01,1.0000053e-01,1.4944844e+02,6.9997678e+00,1.3091609e+02,1.2650823e+01,1.2713698e-01,4.0000000e+00]"
59,"[109.3743,6.4101257,124.46624,7.7369137,0.9659209,58.949394,5.9474907,92.27153,11.296273,0.27329066,4.002326,]"
60,"[,33.09445,6.513645,84.062195,14.630575,0.18301472,142.58682,3.525758,28.08733,9.657611,0.15986732,8.270957,]"
61,"[,41.332207,6.0233226,111.28566,5.102536,0.8878286,116.89992,2.8537855,80.66816,10.714928,0.9647988,7.36016,]"
62,"[,35.395195,5.5464106,111.672,7.6674867,0.3576908,62.834396,3.8190045,60.01307,7.2274404,0.946218,5.4606047]"
63,"[31.004734,1.0971987,60.859818,5.7522745,0.4229238,92.506805,6.9301023,26.916973,10.142418,0.61002684,7.6970987,]"
64,"[,46.17555,2.1886213,14.869858,10.373883,0.48373166,145.55144,4.789453,89.978645,12.0946245,0.16950494,5.6802635,]"
65,"[144.425,1.5610626,55.89733,14.258095,0.38308078,88.77079,4.6404076,83.73648,9.665174,0.972491,6.325957,]"
66,"[,43.237965,5.2988853,145.74564,6.044318,0.15793881,95.70231,1.4819138,97.94431,13.112259,0.8988874,6.446355,]"
67,"[128.9797,6.209778,93.04552,14.261265,0.9740369,35.950897,6.312588,138.1857,13.146468,0.3184425,7.0546556]"
68,"[,57.199524,5.2081757,61.29023,13.72678,0.6548838,132.21231,2.3882895,28.275845,8.156206,0.3163859,5.493621,]"
69,"[,55.923313,1.1223278,139.14096,14.126658,0.9604188,48.109097,2.9880252,145.92007,11.998742,0.8192345,4.578191,]"
70,"[121.803024,6.2083616,144.87943,13.288051,0.85128164,130.5848,6.4043875,63.82532,7.3127456,0.93717897,6.2441177,]"
71,"[47.651455,1.1647012,62.53479,13.747584,0.18529716,69.20564,5.916554,19.846806,13.646685,0.6210463,5.0644627,]"
72,"[39.105434,2.9782848,67.1467,7.687314,0.87823844,58.67341,6.9248185,24.5383,14.543112,0.2842136,5.038788,]"
73,"[,50.086193,6.334853,130.62234,6.173135,0.82204056,78.05317,6.426674,17.078903,13.806843,0.9655934,8.528656,]"
74,"[126.36447,3.90227,75.07681,10.962996,0.19065455,47.706196,3.3866313,134.16287,9.632784,0.49584267,4.237607,]"
75,"[,61.59408,6.8379307,90.98372,9.404892,0.15384674,107.114136,4.838847,23.78489,9.476222,0.554115,7.4154882,]"
76,"[129.7421,4.0468764,76.92746,11.359683,0.5497872,88.92456,3.2786446,77.274475,14.18571,0.14688611,5.4895926,]"
77,"[,78.20493,1.6169631,84.28957,5.649902,0.567163,62.112446,1.2390518,122.268326,12.184682,0.45329022,7.3024263,]"
78,"[143.5938,5.815441,93.48559,10.960374,0.67220676,81.85883,6.8301306,21.568039,14.254164,0.25729334,5.8803616,]"
79,"[,35.248516,6.665778,35.652515,13.547059,0.21993947,117.40773,1.8428597,123.98714,13.674749,0.5649137,8.01673,]"
80,"[123.38714,5.6570086,144.49716,6.414808,0.66123796,33.40789,1.1221259,120.35741,6.6115484,0.9942688,4.9234314,]"
81,"[,48.916046,6.5355973,127.70224,7.41243,0.74729985,145.41824,4.921542,135.26837,10.629408,0.18396777,5.621495,]"
82,"[42.811577,2.107444,25.396431,7.1436214,0.2182504,64.198006,6.3860044,81.82532,8.584658,0.5195054,8.376352,]"
83,"[,50.554764,1.4445622,119.872345,8.090219,0.35277134,137.03491,3.5865254,147.1142,6.5737963,0.845082,8.145512,]"
84,"[114.47915,2.3278546,104.05002,7.552695,0.490138,32.643635,2.0500472,129.56534,6.2697926,0.80548155,4.2978544,]"
85,"[109.79077,5.547989,30.01247,5.2242064,0.7833497,73.572716,4.603631,56.36849,9.175651,0.4819734,4.4481726]"
86,"[136.20227,5.224044,59.586647,7.3092227,0.18141434,41.550995,1.7890525,27.928078,10.963624,0.95615655,8.259096,]"
87,"[115.58655,1.0848303,42.114647,9.397891,0.32525977,97.335655,6.259553,71.59692,9.189608,0.79858005,4.958263,]"
88,"[139.44684,5.118837,67.276215,7.157057,0.4487556,145.98862,2.3302455,122.58084,11.0738535,0.8047992,5.542811,]"
89,"[72.218216,3.797914,19.6884,11.819258,0.6005309,87.65441,2.1409147,19.485703,11.092449,0.5061692,6.770316,]"
90,"[68.80108,3.212372,51.249474,11.364879,0.794441,97.41387,5.989849,87.721,14.269451,0.75124675,8.333908,]"
91,"[121.380806,6.9147043,144.73764,12.909595,0.5633168,46.744736,4.5749884,117.610016,7.996766,0.41698122,6.177585,]"
92,"[102.16955,3.773912,141.0011,6.761148,0.47823927,141.98976,1.0546138,25.550858,8.723356,0.5416028,4.5480995,]"
93,"[,44.331078,5.597978,142.48566,8.203622,0.59830457,86.9982,1.9670763,24.365288,11.009085,0.8516897,7.7467155,]"
94,"[7.9659676e+01,6.5478749e+00,1.4719318e+02,8.9687586e+00,8.7177145e-01,1.1278114e+02,6.3464971e+00,1.3347295e+02,5.4175758e+00,1.2949219e-01,8.4712095e+00]"
95,"[126.186226,1.4388645,103.05531,14.544376,0.7264926,128.62823,4.8747168,23.779621,11.814033,0.6080295,6.2069883]"
96,"[43.1818,3.7108426,77.545044,6.72504,0.1868242,41.30592,1.3902011,49.823414,5.9763885,0.5924536,8.268418,]"
97,"[125.79571,5.379408,123.4468,8.486095,0.7611649,89.21498,6.5487814,127.30188,14.715034,0.5144651,7.494634,]"
98,"[1.11730270e+02,3.03237772e+00,1.09598251e+02,1.30602160e+01,1.01317674e-01,1.13926743e+02,3.48914480e+00,1.38677505e+02,1.42932129e+01,4.74218249e-01,5.73493099e+00]"
99,"[,92.5212,1.1872697,123.73203,5.0959096,0.9766469,87.963425,6.533705,112.49892,7.4081116,0.13820973,7.6287227,]"
100,"[141.01013,4.461466,46.329243,10.987949,0.19337904,139.09544,5.591376,19.855373,14.443537,0.513098,6.4817386,]"
101,"[147.4093,2.175469,51.16719,9.267976,0.8177848,64.618225,6.4496055,61.238075,11.034783,0.6603149,8.65724,]"
102,"[89.44992,4.8104753,22.780212,13.01652,0.7266607,89.87346,5.517121,10.303238,8.632558,0.49995077,4.9998426,]"
103,"[142.98044,6.2349033,55.884357,9.672238,0.72530484,78.119255,1.5270615,78.86276,12.467659,0.9398855,8.4025135,]"
104,"[136.86407,5.3175373,42.39623,6.6661468,0.87715495,142.10123,2.9479723,122.28694,14.161739,0.9790915,8.6228895,]"
105,"[132.02428,6.9037,33.411476,13.088097,0.19681984,142.2041,3.5931416,120.04262,13.0022745,0.74472016,4.1277204,]"
106,"[130.70726,4.5840807,14.64045,13.514569,0.9445354,115.658005,4.555803,14.109322,10.518394,0.8827604,6.642561,]"
107,"[,56.446568,6.875315,26.495972,13.429589,0.92576027,122.67712,5.898863,33.37052,14.974505,0.8479011,7.163795,]"
108,"[135.55319,1.2353148,92.310135,8.9214735,0.3631178,86.6479,5.5214024,47.833344,13.347319,0.2735633,6.857976,]"
109,"[,42.051647,1.8961186,25.902802,7.1505632,0.4897777,132.4311,6.4061613,147.38889,14.2867,0.487544,8.714357,]"
110,"[,87.34564,6.4817724,62.98441,12.557685,0.9726902,33.792896,3.713943,137.03033,14.153232,0.93832743,6.8036976,]"
111,"[,56.722206,6.6800017,10.930489,11.714508,0.31624874,143.92677,6.083752,12.092453,5.9658527,0.23782602,4.3819046,]"
112,"[127.49629,1.2539368,91.82514,12.7231045,0.6973885,111.000916,5.91521,126.503174,12.532917,0.68932325,8.80014,]"
113,"[,75.12503,5.797599,53.047283,12.088281,0.215184,123.71527,2.9156954,115.16837,8.9649315,0.7620032,5.7959194]"
114,"[141.75159,1.3422709,136.39249,7.2124505,0.61673945,37.190365,4.0368013,63.51254,9.223019,0.6433808,7.5797977,]"
115,"[,63.32219,2.9592903,132.59381,5.385467,0.9421203,142.27357,6.4357862,13.159996,6.102763,0.3560698,4.0462313]"
116,"[141.61353,6.460244,52.288353,6.1587467,0.8869206,118.636215,1.2438908,132.97426,7.5908775,0.9420062,6.8780146]"
117,"[148.79877,6.303846,30.586243,13.923314,0.7375555,40.869267,1.1239076,108.0488,7.713564,0.94976664,5.2503667,]"
118,"[128.58633,4.319642,32.596344,6.027844,0.6443644,123.53171,4.698783,134.64993,13.6282215,0.5024003,5.847227,]"
119,"[71.09683,2.8150616,78.05098,7.0271926,0.19746357,33.279778,2.1485655,36.419395,14.80415,0.32785878,6.934512,]"
120,"[,57.051857,6.4691133,21.014023,10.472437,0.36190975,54.922546,5.697168,137.3483,13.887737,0.80633634,4.170562,]"
121,"[121.714966,1.5629356,24.850288,12.44662,0.96779644,147.16913,1.5531635,36.744476,7.5528145,0.589657,7.3167057,]"
122,"[77.05908,6.213271,29.71265,11.736899,0.27445468,91.90849,6.6881905,16.827961,10.251327,0.6812597,5.696835,]"
123,"[112.463326,6.9654293,37.086185,8.4277,0.4016273,79.30003,2.9386644,69.74165,11.124143,0.57206213,5.9149404,]"
124,"[131.41913,3.3483076,88.03742,12.111164,0.3122326,112.81337,6.486649,86.93984,14.854166,0.886565,4.3556395]"
125,"[,64.72664,2.3480406,78.45646,10.191268,0.23023286,130.24393,3.7914703,25.613544,11.055722,0.7958498,8.654405,]"
126,"[98.1601,5.716304,64.0438,9.110565,0.7919227,52.371933,6.3495407,95.70801,14.955355,0.8195224,8.082106,]"
127,"[108.92317,6.2336674,112.21446,13.139776,0.8415054,142.10432,5.796317,35.21442,7.423682,0.40297866,6.440928,]"
128,"[129.22153,4.997472,147.43756,7.118041,0.8487898,70.47254,5.5017285,95.35267,12.028668,0.16967303,8.440965,]"
129,"[146.16516,3.9553268,96.96336,11.013039,0.3976534,103.96424,5.859517,16.81319,14.618387,0.8850384,8.778389,]"
130,"[,52.936348,3.6841965,37.875713,9.782698,0.8906843,124.19504,2.630801,31.66373,10.899499,0.17536256,8.927407,]"
131,"[142.91032,1.4941308,72.39084,12.710175,0.72045267,62.80347,6.910764,132.07553,8.708982,0.99250996,4.092986,]"
132,"[,43.41527,4.4224286,130.12187,5.851891,0.42343247,133.83809,5.9707475,17.454586,11.861502,0.8589556,7.2218404,]"
133,"[140.03346,5.2786913,137.61848,6.0422015,0.46413365,131.1366,4.21993,12.993408,10.675173,0.46779338,5.400494,]"
134,"[114.63539,5.4488573,122.18357,8.034016,0.16748098,147.8913,1.1462367,96.36905,14.826918,0.6305599,6.262225,]"
135,"[146.75467,6.511259,27.81414,6.2769694,0.8101641,51.508984,1.1405969,59.380753,7.9319196,0.9811924,7.4550886]"
136,"[,41.154182,5.3722334,137.22917,11.678749,0.65803427,149.89713,1.3216412,32.450638,12.536981,0.21652916,7.520833,]"
137,"[,52.437645,4.5434046,16.611385,8.924575,0.21686399,71.803345,1.406682,138.30911,9.2300415,0.37527704,8.526241,]"
138,"[,77.520676,6.7488465,56.934345,5.3470645,0.98268455,46.607,2.5616949,118.74817,6.803421,0.48256594,6.2829804,]"
139,"[3.69201584e+01,6.59655666e+00,7.03055344e+01,6.56837273e+00,8.69010210e-01,1.41521851e+02,5.91261101e+00,1.34665253e+02,1.10564919e+01,1.15911365e-01,7.83971214e+00]"
140,"[108.61084,5.584355,125.65865,11.872953,0.13620836,35.61897,5.552251,129.16655,8.43004,0.7491999,6.9849277,]"
141,"[146.90039,5.2507315,96.14252,14.433507,0.9248162,94.027504,3.12909,53.01035,11.531499,0.9454926,8.433873,]"
142,"[127.764824,1.2116165,96.74451,6.0060816,0.57385397,146.07129,5.8730545,96.52126,8.539828,0.81313014,5.459667,]"
143,"[71.65781,6.638311,95.85419,6.364375,0.9034405,83.34225,2.9313664,65.89835,6.383329,0.17121121,6.810635,]"
144,"[135.63593,5.832304,136.1126,9.043575,0.21675667,55.064377,5.9830303,26.552711,13.635702,0.68636423,8.924517,]"
145,"[121.55101,6.5852623,62.199097,12.887341,0.90022993,138.60225,4.397606,79.005516,14.22245,0.71363187,8.418953,]"
146,"[117.98602,1.3258543,53.403587,7.5720067,0.65554124,133.12051,6.759948,135.99612,5.3542805,0.37509763,8.96924,]"
147,"[,69.53735,4.2159214,53.42847,13.524437,0.9887153,143.73395,5.682902,41.598854,11.694823,0.18654779,5.061184,]"
148,"[77.255554,5.2117367,62.935383,7.6209955,0.9828662,46.144836,5.652043,46.17014,11.944382,0.43265194,8.767862,]"
149,"[,50.30771,6.5919104,143.62494,12.092421,0.9911747,58.512,1.230506,41.0235,10.111225,0.7539673,8.897083,]"
150,"[,84.69626,2.6981778,100.23329,12.3858185,0.8511447,132.81454,3.2091293,139.77899,12.830078,0.67596036,8.3547535,]"
151,"[,56.961285,2.002934,12.428749,10.9580555,0.77995217,56.245163,5.2988133,125.088165,12.327678,0.7272802,4.7949467,]"
152,"[52.68605,5.123623,37.831596,14.522644,0.7894708,97.14609,5.4199715,34.370476,9.94081,0.7097812,7.549925,]"
153,"[,49.66482,6.3925743,134.76709,11.3722925,0.79680413,149.43358,5.5429,34.03891,13.544388,0.5064396,7.7480803,]"
154,"[,85.7856,6.3432155,26.534916,11.584974,0.15725875,141.9823,6.6964407,145.39743,11.674295,0.46598774,7.485021,]"
155,"[145.63678,6.1075153,25.55067,6.8843994,0.28829625,137.79036,6.9692583,88.0838,11.251378,0.6151639,7.215736,]"
156,"[88.92203,6.125308,47.62748,5.1732984,0.2492325,86.74773,5.285904,52.028717,13.856331,0.372051,7.513644,]"
157,"[140.29218,6.4303083,16.106014,8.789174,0.9450586,124.95819,2.5560703,125.8136,8.516375,0.37071583,7.569415,]"
158,"[105.920654,4.8370657,117.3454,14.093483,0.27891606,32.505646,5.827674,49.301117,12.987228,0.18463644,8.592008,]"
159,"[41.403038,6.604102,36.84129,10.913428,0.54909104,99.73158,6.784113,11.257278,8.921669,0.61875653,8.648021,]"
160,"[63.58017,4.032478,76.03389,14.4046135,0.2532837,40.47068,4.8545628,57.922867,13.899994,0.65853465,6.4880433,]"
161,"[,94.478424,6.2816744,25.570751,5.4162164,0.8593767,129.21396,5.05485,45.37382,14.8411045,0.36074263,6.1751423,]"
162,"[141.02644,6.921885,38.358925,12.902084,0.9982317,56.72542,6.768216,133.62473,12.318356,0.9052374,8.492815,]"
163,"[104.03091,5.1468086,13.792854,10.149599,0.94252455,85.37013,6.918459,14.449486,7.728046,0.94775283,7.8590612,]"
164,"[109.938255,6.483052,124.20621,9.669495,0.2921928,143.49583,2.8855515,97.11351,11.194014,0.8026502,7.974513,]"
165,"[85.24874,6.5995626,83.76293,7.197294,0.9052835,89.109436,1.887563,69.432625,10.844543,0.38962087,5.399289,]"
166,"[144.99838,5.1719565,83.64166,9.7408285,0.9481922,118.09747,6.648567,133.84052,14.498444,0.5220872,8.2916975]"
167,"[,46.805477,3.5001411,74.45307,5.288123,0.9525443,146.73364,6.923769,71.52101,14.773342,0.9439943,7.784724,]"
168,"[41.87229,5.9805455,51.18197,9.143038,0.7295399,63.857445,3.7606795,39.47785,13.697107,0.58237344,8.184334,]"
169,"[117.2043,6.3254533,54.98149,5.6254215,0.90079653,131.61633,2.2849605,54.01752,5.7998714,0.18331328,5.284872,]"
170,"[,63.504562,3.6791077,65.422356,14.38651,0.84993434,111.67577,3.967651,106.608215,7.612244,0.16974634,8.034188,]"
171,"[50.311996,3.4792094,52.04897,13.004341,0.31688,97.46535,6.581794,18.87841,7.8485746,0.29091188,6.612014,]"
172,"[,73.22594,5.16319,128.51178,9.479999,0.9449564,79.236115,4.2659926,22.329788,10.998112,0.13729173,6.9931335,]"
173,"[,48.58789,5.5056515,137.61331,6.521878,0.45151103,121.92241,3.5131369,135.22595,7.4283004,0.36323017,7.118498,]"
174,"[,36.97104,4.7747383,29.012802,8.770807,0.7030263,142.44547,4.964204,25.3931,14.283467,0.8721285,8.170577,]"
175,"[,68.055786,4.7937956,10.960289,14.331734,0.7538553,102.48635,3.1249793,29.893654,14.884433,0.5668027,8.173387,]"
176,"[144.94278,3.3007817,96.79843,11.282946,0.81945133,143.00539,2.9225407,80.979195,10.955558,0.9366063,8.503457,]"
177,"[,35.77579,5.769571,42.960316,5.6987543,0.8444048,146.01372,6.0850773,138.21948,8.543474,0.8899843,7.6715093]"
178,"[,88.17967,4.3252726,128.70789,8.629265,0.54294735,104.12075,3.9304729,56.825966,7.9066696,0.60334355,8.615265,]"
179,"[108.71431,4.951149,47.58721,12.073293,0.3203119,77.16089,3.271444,143.79926,14.86891,0.7658826,8.902353,]"
180,"[129.72308,1.9501598,138.59995,7.5929255,0.64869493,110.29654,4.406128,104.55574,7.7813873,0.5872504,5.600443,]"
181,"[,63.51891,6.216057,58.274364,9.46752,0.74717325,101.306335,3.919993,135.87567,13.249737,0.9241178,8.974944,]"
182,"[104.57823,6.6653776,86.6116,14.011728,0.43506807,106.25842,2.7975411,107.83693,9.596549,0.86945903,8.380435,]"
183,"[49.802387,6.308509,88.06743,11.694096,0.68684506,32.47911,6.9437532,35.091286,12.911146,0.5995906,4.602497,]"
184,"[,35.762253,6.895583,29.603119,13.49313,0.81336594,123.17634,3.819971,18.620865,10.23433,0.63643044,8.897709,]"
185,"[,41.245438,6.870723,116.61402,13.22279,0.86883056,144.03561,4.0217357,134.41913,14.866917,0.9227388,8.882959,]"
186,"[,84.554924,2.392614,120.4154,11.972106,0.71950626,104.58834,1.4003141,41.501637,10.375372,0.25606865,8.200272,]"
187,"[,75.76635,6.5585194,139.00499,5.7012587,0.24660602,83.95737,6.9954886,125.50862,13.772034,0.1580087,8.363749,]"
188,"[98.10043,4.9133587,41.669456,12.155797,0.27019432,74.510086,5.39771,17.276894,7.347096,0.9713492,6.6748743,]"
189,"[,63.770554,6.4009314,122.44289,13.636177,0.50331515,124.79501,6.8803167,138.49088,13.936962,0.44490623,8.919106,]"
190,"[,45.419662,1.5581441,116.75824,14.712267,0.74782234,57.495182,5.6874304,43.271614,12.831358,0.7797899,8.733786,]"
191,"[31.064384,6.714747,92.2822,10.053771,0.4367666,61.55162,5.846718,13.707039,14.212658,0.40191397,8.308333,]"
192,"[122.24348,6.7180443,139.59886,7.4714327,0.7211287,56.208572,6.372074,52.20816,11.458603,0.6115072,8.601177,]"
193,"[,56.097073,6.920888,146.10553,10.64157,0.9068663,137.81566,1.8324637,92.39322,13.912008,0.2779072,7.377812,]"
194,"[85.45677,5.3403287,53.213844,9.9300785,0.8239527,81.949,4.727653,41.69262,9.029963,0.88170993,7.655594,]"
195,"[,65.81014,3.5483203,37.7294,11.770668,0.73946106,99.52263,5.424551,139.76538,8.619572,0.24566662,8.603353,]"
196,"[89.607285,3.6803465,89.85086,6.2290554,0.23990509,83.793304,6.5889883,93.1074,11.421166,0.93243825,8.836698,]"
197,"[,71.534584,3.185253,45.82371,13.500814,0.24502447,126.49365,3.0794835,135.20273,11.780385,0.29483306,8.701591,]"
198,"[,70.57666,4.6948237,20.055561,14.437016,0.6104888,104.13121,4.168478,79.682396,13.407608,0.5930835,6.265604,]"
199,"[122.307365,2.1522207,145.50464,7.416085,0.40332967,113.73793,3.4776697,53.924744,7.587927,0.88746625,8.185053,]"
200,"[,61.069252,6.5443215,127.50797,7.1927676,0.21206045,95.77952,4.9151993,82.674706,9.547343,0.77286476,8.962898,]"
201,"[,53.302208,6.2707434,27.75521,9.195157,0.8428931,137.53276,1.5735457,112.36192,9.293592,0.9751983,6.1096067]"
202,"[,98.10507,6.871518,43.327282,13.054508,0.26959127,138.65005,5.9950495,135.68507,6.205278,0.37573415,8.86053,]"
