episode,action
27,"[,51.621593,1.3126404,134.18924,7.00795,0.28342515,30.237545,6.9033966,81.55783,6.195592,0.9433094,7.983238,]"
28,"[,57.21438,1.0545099,41.214386,8.629814,0.8845169,30.20142,6.189864,102.64529,10.44009,0.7292819,6.6429205]"
29,"[84.710236,3.969973,63.854904,5.296761,0.25207573,30.137177,1.0150018,64.42665,9.723764,0.70760095,8.774065,]"
30,"[,62.83853,1.0313423,23.108833,7.2533035,0.80899656,149.83594,1.250633,83.52225,12.979818,0.5528485,8.820015,]"
31,"[139.7558,1.0013535,147.1413,5.9791617,0.9947984,149.9996,6.9945416,62.707497,14.115192,0.7704536,6.248459,]"
32,"[1.09364456e+02,2.40778160e+00,1.12228699e+02,5.44982147e+00,1.02639854e-01,7.12507858e+01,6.50619793e+00,3.97792282e+01,1.15665674e+01,7.22810507e-01,8.99239826e+00]"
33,"[110.45266,1.8685331,139.22226,12.096652,0.68215275,89.49607,5.301138,34.227654,9.840668,0.70407087,8.892035,]"
34,"[121.25305,1.094234,89.60739,8.004908,0.59181464,97.3069,6.8851395,66.85691,10.054122,0.66899556,8.563902,]"
35,"[127.95965,6.5042024,107.160904,7.7771645,0.9999527,34.878685,1.4756124,58.64717,8.333317,0.23919979,6.938504,]"
36,"[7.3372231e+01,3.1707778e+00,3.0915714e+01,6.6984749e+00,2.3817286e-01,1.4999791e+02,5.1909590e+00,7.9628983e+01,7.3010116e+00,1.3002965e-01,8.3800945e+00]"
37,"[,60.1691,4.27308,113.884026,12.309037,0.23680538,72.40706,6.9754705,97.894135,14.729902,0.34325412,4.229455,]"
38,"[91.52565,3.679898,15.611191,6.2825437,0.65856177,30.014984,5.7613993,73.3024,13.105582,0.97647905,4.5295005,]"
39,"[,69.85117,6.9660716,112.9447,6.3160067,0.9950566,30.000126,6.3312488,54.682705,9.354312,0.68062997,8.485128,]"
40,"[102.793045,5.4907255,14.575989,12.660273,0.59488356,149.99944,2.1326578,77.59393,10.521556,0.85465765,5.311554,]"
41,"[102.42142,1.4556634,92.46207,8.415005,0.15130883,30.016853,6.402935,45.833755,7.23898,0.29916033,7.0085516,]"
42,"[117.54962,1.1702948,63.019226,6.0165977,0.11970127,35.012554,6.859043,80.30521,10.031395,0.83917975,7.6495094,]"
43,"[121.75143,1.8735554,69.85855,8.593739,0.9562578,47.935352,1.1047611,77.31188,11.149304,0.6400682,8.767416,]"
44,"[59.079803,1.0564246,99.15756,5.7100573,0.56508154,30.343636,6.7205563,50.641167,10.160359,0.47114778,7.2194285,]"
45,"[144.92282,6.5508957,12.602844,7.1552944,0.92637485,131.33797,6.9950457,32.198624,12.372952,0.8234195,4.0842047,]"
46,"[137.71451,1.729599,116.37204,5.525831,0.20833114,150.,6.158441,66.89456,14.4120865,0.19050512,4.47176,]"
47,"[149.15193,1.2398577,14.331207,7.1283092,0.9981372,149.99387,6.9999995,41.17494,14.302843,0.57797825,8.59828,]"
48,"[1.35423248e+02,2.54276371e+00,1.26692795e+02,8.56719017e+00,1.00000739e-01,3.05607948e+01,1.25742626e+00,6.46804199e+01,7.98902512e+00,7.48227179e-01,8.99713326e+00]"
49,"[117.12719,4.3024883,36.883976,9.302096,0.96858287,145.65456,4.6254764,91.68753,5.4637823,0.99817795,6.968498,]"
50,"[117.20081,1.905354,15.624802,14.252227,0.58964974,79.07516,4.195448,67.02344,12.911759,0.14259186,4.065963,]"
51,"[3.00000000e+01,7.00000000e+00,1.50000000e+02,1.50000000e+01,1.00000000e+00,3.00000000e+01,1.00000000e+00,1.50000000e+02,5.00000000e+00,1.00000024e-01,4.00000000e+00]"
52,"[3.00000000e+01,7.00000000e+00,1.50000000e+02,1.50000000e+01,1.00000000e+00,3.00000000e+01,1.00000000e+00,1.50000000e+02,5.00000000e+00,1.00000024e-01,4.00000000e+00]"
53,"[,30.,6.999954,149.91472,14.995091,0.9999752,30.011204,1.0003841,150.,5.000061,0.3823734,4.0002885]"
54,"[,30.,6.999954,149.91354,15.,0.9999752,30.01123,1.0003853,150.,5.000078,0.39322984,4.0002894,]"
55,"[1.1585768e+02,1.0211086e+00,1.0000000e+01,7.4253135e+00,1.0188267e-01,1.4978009e+02,6.9902143e+00,2.6652138e+01,5.0000010e+00,1.0000000e+00,8.9971790e+00]"
56,"[1.48684433e+02,2.31422424e+00,1.49127457e+02,7.38159466e+00,1.20895445e-01,1.36580673e+02,6.31872225e+00,1.00014496e+01,1.47175503e+01,9.99993324e-01,8.99730587e+00]"
57,"[142.55197,6.7000093,52.043938,5.83517,0.8457359,74.15627,3.9423254,48.036163,12.980593,0.89564776,8.613972,]"
58,"[4.42932510e+01,5.77241945e+00,6.59875946e+01,1.46895351e+01,1.04738206e-01,1.32861938e+02,1.46117115e+00,1.17740082e+02,8.11671162e+00,8.74634564e-01,8.18500423e+00]"
59,"[,48.29168,5.918243,15.065102,12.800355,0.2918837,124.90346,3.422181,15.699036,9.390832,0.9339068,8.626901,]"
60,"[,88.77994,5.2008233,15.244133,12.902262,0.15348545,45.424282,6.0266485,142.72206,14.314788,0.6048362,4.616082,]"
61,"[,82.75595,1.7870116,38.153362,7.053666,0.83932793,146.54498,6.625759,14.744667,5.3055606,0.36284798,6.6218905,]"
62,"[65.5463,3.918157,56.351753,10.529277,0.7213001,50.836708,6.435418,15.561508,10.326376,0.44144785,8.408719,]"
63,"[46.709866,6.3707657,93.98403,5.8238378,0.7467897,71.75733,2.2223864,47.302887,5.334229,0.5320343,5.9057984]"
64,"[149.49527,3.6442814,101.25531,11.459167,0.20506644,96.48704,5.13318,16.743793,10.656408,0.70610476,4.8359175,]"
65,"[74.76991,5.673368,18.886143,7.0025973,0.45429742,45.021156,6.4598355,27.280628,6.909414,0.36527646,5.4540577,]"
66,"[,92.486824,3.9557228,143.99202,7.7874737,0.21277827,145.40778,4.902895,12.62471,8.78906,0.15544805,5.3746758,]"
67,"[34.333164,6.9035034,87.97407,8.851156,0.43754017,50.63879,6.961531,70.46567,6.101204,0.89571667,6.8257875,]"
68,"[1.4829892e+02,2.9252963e+00,1.3240457e+02,5.3631659e+00,2.3873299e-01,7.7012344e+01,1.4735770e+00,9.6340225e+01,1.1256747e+01,1.4690420e-01,8.8963814e+00]"
69,"[1.2838010e+02,1.1424482e+00,6.8959778e+01,1.0500908e+01,5.6270427e-01,3.3420898e+01,1.6525440e+00,4.1701668e+01,1.2846888e+01,1.2726909e-01,4.8611460e+00]"
70,"[133.07158,4.468825,23.378819,7.041903,0.9918697,132.30334,4.3517776,100.71935,13.048737,0.61044025,8.015738,]"
71,"[76.45468,3.3400552,19.823238,14.498134,0.8886537,37.024876,3.1068916,99.20127,14.617647,0.7694671,8.937535,]"
72,"[,80.98343,1.7552223,98.12602,5.8166404,0.15887281,49.04607,6.8282766,149.05814,14.671606,0.8398326,4.499432,]"
73,"[149.59062,4.5951333,88.969086,5.02964,0.48427513,60.712578,6.194403,68.850655,14.129387,0.4284392,8.386778,]"
74,"[,92.460686,1.8990488,145.30673,12.70487,0.73584896,53.25538,1.1317239,89.34488,13.725333,0.6447463,8.337276,]"
75,"[134.8093,6.4863787,112.38767,5.308177,0.7639028,69.00273,3.1223013,99.74491,12.829395,0.7944097,8.262497,]"
76,"[7.4104744e+01,6.5296488e+00,8.3681885e+01,1.0426516e+01,5.1576984e-01,1.4272987e+02,2.3241994e+00,1.4677690e+02,6.3689566e+00,1.0530329e-01,8.3033657e+00]"
77,"[84.06633,6.6811776,74.43446,12.507778,0.61484486,51.621475,4.3663926,56.216393,10.335115,0.6723464,6.28547,]"
78,"[146.51213,1.6391304,131.35216,6.844015,0.32684153,86.78358,1.0450356,19.430489,9.091164,0.9372306,7.419686,]"
79,"[144.15436,3.5359259,19.551254,5.5730944,0.83210325,107.842224,3.9608252,48.611755,7.637887,0.921257,8.220643,]"
80,"[,70.10205,5.457849,140.33829,9.937468,0.188268,149.67065,2.1989982,142.61931,5.95644,0.4727068,5.927715,]"
81,"[,64.62242,5.456145,113.10487,14.095633,0.6904386,120.56411,3.6628468,19.306038,7.4261274,0.98922837,8.587705,]"
82,"[,33.80588,4.5120964,64.550545,7.610051,0.5620545,140.6257,5.3756456,138.44229,14.755921,0.6832083,4.965878,]"
83,"[141.74327,6.704916,46.837273,12.099436,0.4617466,44.552456,4.526089,25.018353,12.46375,0.8840483,8.541006,]"
84,"[125.156555,3.9294746,99.297226,7.708604,0.89746696,117.329254,5.9060497,20.602005,10.669588,0.31464225,7.751559,]"
85,"[,96.41627,5.3011494,140.80588,11.578912,0.2966274,118.09631,3.2388573,41.77914,7.475953,0.33394676,6.771315,]"
86,"[,65.39833,3.0098805,105.415695,6.065674,0.217983,128.14491,6.7151985,24.23824,14.791986,0.6933472,4.724354,]"
87,"[,65.156494,6.907839,107.86635,5.445773,0.924178,125.58191,5.774014,53.16856,6.1536646,0.5156364,7.3320475]"
88,"[,55.130955,3.9462817,10.885231,8.042273,0.80507797,101.10701,5.281912,80.73412,6.616994,0.37737894,6.377128,]"
89,"[129.79768,5.6086698,17.15768,8.292901,0.30737805,109.672905,1.1703951,135.77449,11.202376,0.5037455,5.802979,]"
90,"[,44.16169,5.4933147,133.23758,13.670058,0.58892214,127.02585,5.5144286,99.75599,14.714057,0.62800896,8.988925,]"
91,"[8.0506233e+01,3.4077625e+00,1.4124451e+01,5.3843002e+00,1.0889569e-01,1.1321224e+02,2.1117158e+00,4.6755932e+01,6.6130090e+00,8.0600727e-01,6.0074315e+00]"
92,"[117.14959,4.371093,147.8305,12.373688,0.39737242,141.28177,6.7108326,38.524277,6.5933523,0.39357707,8.773049,]"
93,"[114.70858,1.1573577,136.95552,6.060441,0.8707234,40.6603,6.4443383,20.050194,7.30439,0.27397862,5.776733,]"
94,"[118.45182,3.2635417,108.062096,7.756405,0.42651927,146.23247,5.9531536,78.75844,10.922871,0.1759386,8.864319,]"
95,"[6.6956619e+01,5.9357262e+00,1.0709924e+02,1.0633558e+01,3.2788882e-01,1.4027856e+02,6.7666721e+00,1.3911850e+02,7.7974806e+00,1.3855237e-01,6.6690898e+00]"
96,"[119.82127,3.8734155,105.70552,6.176175,0.41198605,67.60453,5.1304107,127.53831,13.638554,0.73534465,8.8573,]"
97,"[141.85219,3.941516,137.2619,12.099488,0.56265855,95.79014,6.5485506,109.10541,5.327245,0.56627434,8.116544,]"
98,"[1.4705963e+02,2.1028516e+00,7.0344078e+01,1.0582497e+01,1.1483458e-01,9.3493073e+01,1.9585991e+00,1.4765572e+01,9.4221172e+00,8.3707809e-01,5.7172232e+00]"
99,"[120.28212,5.7392616,130.27905,6.2545166,0.2218546,141.48216,3.5319939,13.78965,14.191148,0.77761257,8.016284,]"
100,"[125.61869,3.9487853,75.53241,8.094423,0.84266484,135.14651,1.2664418,124.65111,14.706644,0.23655626,7.602756,]"
101,"[,49.849827,4.569998,24.12473,11.90466,0.34400022,100.70529,3.041585,18.39996,6.777864,0.45254153,8.189974,]"
102,"[101.960846,1.5010357,104.244446,14.752823,0.93797725,63.12851,4.881988,36.14002,8.023417,0.2481766,8.769609,]"
103,"[,73.80035,5.759654,110.81421,6.883565,0.38074088,37.18211,6.8646245,61.52111,6.660774,0.21011454,4.746934,]"
104,"[141.42204,6.2745457,47.329483,6.435608,0.17802024,129.48407,6.385136,91.14752,14.919367,0.9095671,8.406562,]"
105,"[135.50204,2.5028734,147.4292,7.1384354,0.29721314,134.96027,6.8845825,140.39969,13.534269,0.7352061,5.1849923,]"
106,"[,61.95684,5.3915734,87.56399,5.294123,0.9339851,139.64774,4.1641665,14.557861,14.50663,0.9319271,8.294246,]"
107,"[136.0873,5.613249,53.19383,5.643439,0.5964058,146.90807,5.9493375,120.979576,14.327078,0.87286484,7.8726287,]"
108,"[105.21808,3.0931683,131.58014,13.356481,0.5657103,107.75362,5.410636,143.92322,13.403703,0.8973866,6.1338224]"
109,"[,88.1255,3.7533078,67.512695,6.0594378,0.8056687,149.16743,6.776681,68.511,12.639679,0.4211315,8.51647,]"
110,"[104.40019,2.9782584,145.42818,5.3881793,0.30989432,146.63387,1.2786098,19.707031,5.289006,0.6235735,7.330217,]"
111,"[65.84056,4.5735726,21.460934,13.047083,0.8408476,84.7661,5.618626,87.20144,14.712851,0.81437063,8.80795,]"
112,"[4.8453033e+01,2.6190891e+00,1.4486221e+02,1.1711024e+01,7.3509979e-01,1.3615628e+02,6.1297569e+00,1.3910963e+02,8.9006281e+00,1.3462415e-01,7.9229493e+00]"
113,"[113.6657,6.4746947,107.98341,5.3009925,0.23207316,106.57257,3.3677938,82.05724,10.461638,0.3648721,8.859294,]"
114,"[,30.692402,1.1826782,119.95987,14.127647,0.80022615,79.50645,6.9155006,36.051514,14.866162,0.22913411,8.6732025,]"
115,"[144.98477,1.8030872,12.566864,6.847534,0.16135514,63.59287,1.0925131,113.70646,7.2308016,0.624745,8.915378,]"
116,"[104.714836,6.54856,35.830765,5.286578,0.26978767,72.69834,4.3159122,31.03973,13.097303,0.93936574,4.431102,]"
117,"[122.52511,3.256078,146.24103,9.901105,0.15648001,148.71582,4.6163397,17.344166,14.54414,0.82510245,8.803622,]"
118,"[,62.322685,4.498737,57.650063,10.558678,0.79911685,122.72189,6.042221,50.785515,8.368704,0.9044935,8.372585,]"
119,"[110.844826,2.0268283,108.08558,12.704118,0.51437396,146.09372,5.1286497,139.6594,7.684533,0.5486808,8.747777,]"
120,"[123.31441,6.574726,19.66753,14.305401,0.80661815,133.19345,3.882363,102.09439,12.877203,0.99810266,8.050248,]"
121,"[,90.4397,3.5086,85.67751,5.2904816,0.5347963,140.00273,3.6315863,54.030907,14.02804,0.72166747,7.895975,]"
122,"[,91.31731,2.9806533,81.0873,8.241968,0.5712035,123.99669,6.3209877,25.819687,14.5583725,0.6963248,7.438977,]"
123,"[,31.84227,4.5697165,49.85455,12.902692,0.22976685,132.10828,4.561646,73.65499,12.4840145,0.9125002,7.4108667,]"
124,"[148.05664,6.618536,125.19665,14.828934,0.7425628,142.44958,5.8683033,30.088776,14.394726,0.86192477,8.56575,]"
125,"[,31.375717,4.355025,29.607182,10.995447,0.28215048,138.8735,4.6570873,70.46108,12.996944,0.7655408,7.2854195,]"
126,"[143.10733,4.1291065,61.05905,14.571158,0.47259086,123.57966,2.9169927,27.301895,14.218126,0.17688373,6.037268,]"
127,"[,99.10547,6.8719783,62.670982,12.9261675,0.97607654,121.79376,6.9874516,38.930885,12.588843,0.93961096,6.9886694,]"
128,"[103.917206,2.322651,72.564316,13.669233,0.53569806,140.4714,6.7741838,84.936874,13.323812,0.30002904,8.878868,]"
129,"[,83.8803,4.00657,91.71512,5.3193836,0.70288104,113.82089,6.300089,147.64915,12.506901,0.5830957,7.1219373,]"
130,"[40.084885,6.833893,22.310062,5.245926,0.16651252,58.551853,5.508504,49.000786,14.576958,0.9379724,8.916208,]"
131,"[134.36105,2.8694265,107.56891,11.415465,0.24474132,125.89862,6.483566,22.861206,12.573378,0.9167498,6.1431317,]"
132,"[,77.11649,6.845845,55.088036,10.272221,0.3439852,126.57759,6.3037434,40.637505,13.118624,0.7901789,5.8537455]"
133,"[140.68413,6.7500415,147.59467,5.1479406,0.16453934,136.41425,6.705639,47.304527,10.411131,0.96176314,8.945083,]"
134,"[121.08767,3.3336515,39.965523,12.612329,0.2930789,139.15344,3.5400655,22.976799,9.571571,0.8338767,8.408947,]"
135,"[,55.86528,1.7087886,138.97919,8.445253,0.53100985,148.89888,2.549635,118.49224,13.264304,0.8477329,8.84275,]"
136,"[1.3264394e+02,6.2463751e+00,2.0415352e+01,1.3436600e+01,6.5736687e-01,1.4573569e+02,6.6189513e+00,9.7249069e+01,1.4778083e+01,1.2817907e-01,8.5369310e+00]"
137,"[144.41393,4.865734,65.14772,8.530862,0.6463114,132.17819,6.5351343,14.963234,13.09086,0.9589535,6.252208,]"
138,"[123.83659,6.50721,121.32684,8.7858715,0.1715546,138.624,5.797921,51.69392,6.110202,0.9529451,6.258812,]"
139,"[,97.551094,2.9157693,130.04683,13.911519,0.42794743,145.87956,3.512855,17.822922,11.896457,0.9017221,7.816088,]"
140,"[134.93239,5.3158393,51.67846,12.061155,0.4298061,140.14311,3.8554885,80.83247,12.697758,0.7311395,8.890272,]"
141,"[140.66733,6.2096367,96.030846,12.747412,0.87756574,121.27127,6.1353908,65.595726,14.798597,0.5198047,6.4484577,]"
142,"[,40.812523,5.103058,57.105972,12.507367,0.42965233,134.79033,6.2833304,134.05125,11.753586,0.9805585,8.05779,]"
143,"[,69.892044,5.7943735,103.62569,11.765175,0.776778,123.40385,3.953501,34.085438,12.3487015,0.7472766,8.574081,]"
144,"[141.82164,2.7406917,122.12618,14.744942,0.55290955,135.47533,6.9384136,105.71817,13.21427,0.69940686,8.849943,]"
145,"[133.11555,6.2903614,126.092094,5.635068,0.33859372,101.407814,6.7062483,21.542557,12.896471,0.14476919,7.998371,]"
146,"[,85.48361,2.7359822,145.9589,8.296883,0.5454614,138.69057,6.405862,20.754002,8.725059,0.7711438,8.296553,]"
147,"[8.37991562e+01,5.74914408e+00,1.27041969e+02,1.41647873e+01,1.23817086e-01,1.47404480e+02,1.40484333e+00,8.69894180e+01,9.69333935e+00,3.17788392e-01,7.30963707e+00]"
148,"[118.38925,4.223893,73.69252,14.566944,0.25708053,88.81565,6.233606,130.39204,6.9100056,0.73715186,7.5371456,]"
149,"[4.2958328e+01,2.8528416e+00,1.3865532e+02,1.4077799e+01,1.0223374e-01,1.2157237e+02,1.7247214e+00,3.0576279e+01,8.6170006e+00,4.7019342e-01,6.8744855e+00]"
150,"[145.46542,4.031239,101.769684,12.152266,0.5549639,137.97351,2.9834716,33.84927,10.928398,0.43904743,8.707401,]"
151,"[102.063225,5.3346906,114.27687,7.5529585,0.3736152,139.23969,3.6081543,15.08445,14.681133,0.59121305,8.808025,]"
152,"[135.6294,2.784664,63.709793,6.1060104,0.18393391,123.444214,2.2324376,52.0391,5.4478693,0.24368092,8.89208,]"
153,"[54.76869,4.6950517,45.25172,5.005446,0.15891623,71.41832,6.0039597,12.411316,12.6873045,0.14113447,7.1713963,]"
154,"[139.21924,4.908784,136.11656,7.851281,0.17789832,138.19331,6.1057396,13.054527,9.576324,0.62015426,5.0014987,]"
155,"[125.52969,5.13832,142.63098,10.974662,0.30231062,148.4559,6.5649033,20.67381,14.474581,0.5026504,8.614381,]"
156,"[140.987,3.1605875,67.51067,7.240066,0.98679686,126.92421,5.969697,136.53265,11.653939,0.7226907,8.529871,]"
157,"[1.46645630e+02,3.20709848e+00,1.24241158e+02,6.98178673e+00,1.36456788e-01,1.23102554e+02,6.50237417e+00,1.42101746e+01,8.52435017e+00,6.67082787e-01,8.87778378e+00]"
158,"[,69.49401,5.977192,122.72278,7.2270026,0.95866513,137.19589,6.575031,83.20424,13.180439,0.82789695,7.978076,]"
159,"[,42.63432,2.71091,109.57917,13.297905,0.7377913,137.62177,6.55901,24.127148,12.675188,0.595959,6.928198,]"
160,"[125.356384,6.948968,135.41208,5.7068353,0.23758066,148.09015,6.671181,143.4488,13.148758,0.99013877,8.283289,]"
161,"[144.22008,5.3383255,19.732483,11.684347,0.4781136,147.34859,6.147392,47.982754,13.575762,0.9503661,8.780258,]"
162,"[7.8583961e+01,3.5860870e+00,5.2437977e+01,5.6290665e+00,1.3683382e-01,1.4785175e+02,6.6799698e+00,9.0021896e+01,1.4436750e+01,5.8180761e-01,8.7387896e+00]"
163,"[128.3152,2.1368697,45.29124,13.288856,0.6135636,87.48994,5.698615,32.31644,10.264193,0.3587767,8.653039,]"
164,"[124.07169,5.4048333,30.36932,11.788912,0.5080233,79.59652,6.7606335,102.27194,13.894278,0.8284327,8.434619,]"
165,"[7.4279831e+01,6.2491951e+00,1.3627448e+02,1.1020071e+01,1.4352277e-01,5.4567436e+01,5.4571800e+00,1.1708147e+02,1.2253853e+01,1.2652603e-01,7.7716274e+00]"
166,"[33.69622,5.7691927,75.26365,13.9470825,0.21836135,87.98319,5.455469,32.957592,8.579741,0.17683631,4.7308555,]"
167,"[3.9492188e+01,3.5492508e+00,1.4503610e+02,1.4852008e+01,1.0732207e-01,1.4911511e+02,6.7275915e+00,1.3065880e+01,1.2062529e+01,9.8055780e-01,8.8271341e+00]"
168,"[144.52853,6.7727423,59.7171,5.79786,0.22996262,121.56796,6.1526556,51.465294,11.020501,0.72051764,4.544769,]"
169,"[6.2127632e+01,6.5363698e+00,1.3195248e+02,1.3786659e+01,1.3008475e-01,1.4942764e+02,2.9789219e+00,8.1083984e+01,1.4226418e+01,9.4549787e-01,8.9808655e+00]"
170,"[122.52487,6.2794065,47.71208,9.757106,0.3424431,145.92154,6.5895686,111.177086,13.352777,0.91998947,7.616856,]"
171,"[,88.084526,6.4782,80.31734,13.288425,0.63760376,131.9289,6.2655334,105.24543,12.559896,0.15789321,8.434714,]"
172,"[60.309006,5.5807686,53.172955,13.252224,0.16858432,86.11445,3.829926,46.453873,12.161545,0.92295444,7.1271663,]"
173,"[,47.304127,5.3482537,99.009155,12.741407,0.23315597,128.52214,6.5258846,112.04779,12.763823,0.76524997,7.423796,]"
174,"[121.273575,4.8531737,144.41542,9.266502,0.42329842,133.3125,2.8393512,41.66,14.259293,0.8886281,8.251264,]"
175,"[116.32017,5.853227,37.3416,9.677606,0.3002033,138.04584,6.7613783,22.198986,12.07333,0.1772064,8.746565,]"
176,"[120.44263,2.502133,148.61475,6.2747917,0.9585289,114.03455,6.6531076,22.699295,14.295404,0.5475911,5.2842484]"
177,"[6.63205566e+01,6.85638332e+00,1.33791168e+02,5.39362144e+00,1.08166754e-01,1.10957870e+02,6.85925674e+00,2.61774597e+01,1.34013739e+01,1.81743532e-01,8.59959221e+00]"
178,"[146.24367,6.3734403,110.3707,5.4354153,0.6309772,108.80739,6.1216807,95.920395,13.338789,0.6779206,8.584185,]"
179,"[133.47667,4.430324,65.661705,11.15298,0.32150108,114.17523,6.656207,25.421997,10.781685,0.6335642,8.566882,]"
180,"[123.129684,1.6001234,90.048386,5.9641867,0.86297214,120.101685,4.096,20.256187,12.378626,0.89477307,6.1403375,]"
181,"[,85.095215,3.4907436,143.57446,8.332361,0.7449569,146.52335,6.8616266,69.263664,13.732171,0.7854407,8.598742,]"
182,"[148.66498,5.12914,89.23175,14.078845,0.72380924,145.24579,4.749527,105.31283,10.740278,0.21237606,8.481655,]"
183,"[,86.716606,6.1615267,28.6819,7.9653873,0.8869301,149.03246,4.251236,90.49711,14.906079,0.93883204,7.6927876,]"
184,"[,51.15571,6.957016,144.03171,14.589005,0.38742796,140.23947,3.6097515,18.677017,9.053858,0.8708998,6.9883733,]"
185,"[,53.960674,5.2932982,127.19377,12.954824,0.83262163,149.58612,4.9929757,45.734837,14.286526,0.8220235,6.2666426,]"
186,"[102.040146,6.8936663,32.25454,9.5095,0.65409595,143.5205,6.8780727,63.370407,9.190376,0.93558145,5.2855167,]"
187,"[8.7689537e+01,6.3827333e+00,4.5414764e+01,9.0238791e+00,1.0892883e-01,1.4925333e+02,5.7269411e+00,4.2836418e+01,1.4913349e+01,7.1245801e-01,8.6100998e+00]"
188,"[143.98628,4.3005886,105.576355,11.593651,0.92250067,106.99759,6.5580864,43.637558,7.385271,0.94462645,5.192709,]"
189,"[,43.762478,6.898793,119.71536,10.58245,0.21904144,149.15407,6.6287475,21.782963,11.659927,0.82561684,8.101157,]"
190,"[148.76845,6.700615,123.38992,13.228081,0.27974725,148.31042,6.7285304,144.39796,6.963485,0.26506457,7.5850067,]"
191,"[112.883896,6.3906927,142.86316,6.551709,0.47164363,142.63802,5.4646425,138.45464,8.847233,0.5132286,8.871019,]"
