episode,action
31,"[,31.761475,6.927367,31.105324,8.285059,0.8834137,69.8534,5.4016957,149.95943,5.446791,0.6677347,4.7218986]"
32,"[,61.60295,5.1055655,48.933807,14.996681,0.168349,137.75986,5.26448,147.66571,7.688405,0.6363398,8.384514,]"
33,"[125.25351,6.0738044,92.52507,12.804781,0.9957408,124.93779,3.6938713,38.911175,11.81161,0.45506257,8.648445,]"
34,"[147.21672,6.71052,60.734707,11.908173,0.56512636,125.67421,1.8335555,140.78589,6.178261,0.94254506,4.6450295,]"
35,"[,65.7466,5.993569,111.70282,14.993704,0.21814445,87.262794,6.0366573,10.001579,11.742905,0.6820079,6.185978,]"
36,"[1.3285014e+02,6.7054586e+00,1.0427229e+02,1.4714006e+01,1.4449623e-01,1.4187682e+02,5.1550603e+00,1.4851135e+02,5.7500486e+00,6.7207348e-01,8.5751562e+00]"
37,"[,43.153976,1.757422,99.25775,13.557005,0.9238962,100.82937,2.7011719,141.37306,14.3450365,0.9004129,5.4971995]"
38,"[,86.94627,4.3181257,61.519592,14.970627,0.47233084,137.00478,5.3183393,148.64134,5.0626473,0.8301376,8.986719,]"
39,"[116.06274,6.2633066,13.426788,10.565047,0.19434643,55.994076,1.9348993,13.651451,9.583632,0.7641851,4.1185017,]"
40,"[,31.773224,5.7846603,120.939,14.998339,0.12897375,125.861786,6.157219,55.661232,9.499514,0.591571,8.438292,]"
41,"[130.5018,1.4814496,145.13336,13.850666,0.97382987,34.3382,5.791556,149.68628,7.9655085,0.68679607,7.5313044,]"
42,"[,51.726772,1.9091792,67.74931,8.072121,0.19919035,134.2172,4.9331117,68.27941,11.525295,0.5875493,8.975502,]"
43,"[142.97025,1.2116532,29.720558,14.968657,0.42641583,77.01607,3.393733,145.31433,11.755166,0.6332547,6.60355,]"
44,"[,31.989365,4.108904,130.27728,13.710462,0.31202114,86.280304,5.3531914,149.32916,5.3567696,0.81839526,4.060708,]"
45,"[,33.747055,1.4135311,80.71419,14.990139,0.99946755,143.0351,6.069665,17.667076,9.430416,0.693184,8.990146,]"
46,"[,31.163235,4.9155264,139.98308,14.581131,0.26165444,148.1348,5.490791,146.92867,7.4909744,0.66195077,8.768852,]"
47,"[80.69501,6.3308573,14.149178,14.22171,0.9629195,31.458721,4.3174605,67.55547,5.651796,0.9222549,4.6478252]"
48,"[149.46306,6.972151,84.953575,8.916871,0.7937894,126.63925,5.6933103,146.92265,5.3408794,0.48739022,6.3213334,]"
49,"[128.72699,2.3772073,20.872757,5.6136875,0.459402,145.80331,5.668128,125.48938,7.483631,0.7396279,4.43097,]"
50,"[3.1502468e+01,6.7513943e+00,1.2549539e+02,1.4893605e+01,1.0963118e-01,1.3351260e+02,5.6053982e+00,1.3039996e+02,8.2795420e+00,5.5051666e-01,4.7269545e+00]"
51,"[1.4999976e+02,1.0000000e+00,1.5000000e+02,5.0000000e+00,1.0000005e-01,3.1684879e+01,1.0000000e+00,1.0000000e+01,1.5000000e+01,1.0000327e-01,4.0000000e+00]"
52,"[1.50000000e+02,1.00000000e+00,1.50000000e+02,5.00000000e+00,1.00000024e-01,3.00000000e+01,1.00000000e+00,1.00000000e+01,1.50000000e+01,1.00000024e-01,4.00000000e+00]"
53,"[1.1101341e+02,1.0000784e+00,1.5000000e+02,5.0000010e+00,1.0068086e-01,3.0000084e+01,1.0000000e+00,1.0001350e+01,1.4987806e+01,1.0000000e+00,4.0007358e+00]"
54,"[1.10995850e+02,1.00007868e+00,1.50000000e+02,5.00000095e+00,1.00683779e-01,1.49999969e+02,1.00000000e+00,1.00013580e+01,1.49879637e+01,1.00000024e-01,4.00073147e+00]"
55,"[3.00268021e+01,6.99998760e+00,1.50000000e+02,5.29055309e+00,1.00000143e-01,3.00000000e+01,6.84212780e+00,1.41329620e+02,5.00000000e+00,1.00000024e-01,6.89576769e+00]"
56,"[,30.773968,6.8848343,59.670746,5.1018405,0.21739313,33.67771,1.,143.66452,6.5050397,0.9514438,8.971643,]"
57,"[3.14992943e+01,5.56017542e+00,1.05738068e+01,7.34668446e+00,9.96340573e-01,1.17817055e+02,3.79416680e+00,2.42546387e+01,6.12409115e+00,1.03311211e-01,7.93128109e+00]"
58,"[114.98142,1.1301203,28.018196,5.53086,0.17623812,30.23167,6.682238,148.97998,6.6862073,0.60163015,8.68306,]"
59,"[138.94579,2.3145623,28.574097,5.697493,0.75257003,34.935867,6.289109,143.45863,5.5323563,0.8671726,5.357927,]"
60,"[,84.362076,2.612259,103.44182,6.154976,0.34815282,129.13298,6.611339,15.159828,11.288771,0.16973719,6.50132,]"
61,"[133.992,2.8134382,106.22121,12.785142,0.31768754,104.9499,3.0430207,134.8516,11.073662,0.59550655,6.564196,]"
62,"[1.1318400e+02,5.3048730e+00,1.2977422e+02,5.7437983e+00,1.1402482e-01,4.6235012e+01,6.7354946e+00,1.2839165e+02,1.0283090e+01,9.7827554e-01,8.2989388e+00]"
63,"[,79.272,3.5745745,14.256477,8.246973,0.7379608,83.32158,6.4971905,127.130684,12.564932,0.35165522,4.1833773,]"
64,"[,34.05278,4.027064,102.911476,12.500145,0.7255001,108.39493,1.6988022,80.573006,6.776532,0.5667683,6.6049933]"
65,"[114.26831,3.139974,12.908737,13.5913315,0.67527527,34.628094,5.7539835,97.460205,11.687273,0.22217688,6.03964,]"
66,"[,32.498627,5.959714,98.289406,14.989634,0.90590966,127.775635,1.7574811,46.1566,8.980169,0.61484635,5.6236997,]"
67,"[,40.217876,5.0367274,91.67171,14.838068,0.32639092,129.76288,4.409338,43.61265,14.210789,0.86200213,4.905409,]"
68,"[50.78275,3.3877974,59.94276,9.4361725,0.6844321,55.122658,3.9903705,81.06818,12.471,0.96921146,6.834898,]"
69,"[,96.66178,6.432948,37.67282,14.533472,0.45378023,123.06561,1.3997078,13.361366,5.591426,0.5476933,7.666296,]"
70,"[102.14846,2.23265,21.683983,10.298896,0.77793926,111.89937,4.86386,137.1589,5.9647317,0.8193881,5.9832892,]"
71,"[1.1781688e+02,6.0434790e+00,8.8483253e+01,1.2719519e+01,1.0687548e-01,8.8354820e+01,6.0778084e+00,3.6077782e+01,9.0199900e+00,8.2953918e-01,8.3491783e+00]"
72,"[70.707825,2.9031649,88.461426,13.528894,0.4453997,48.13641,6.825689,44.829,12.75226,0.72187835,4.7476473,]"
73,"[,69.752655,3.1455464,105.84395,13.698692,0.9822295,50.458958,4.27752,87.66279,14.628818,0.45857108,8.046536,]"
74,"[50.82348,5.2960944,16.489594,6.3143873,0.23497456,47.41542,4.1143527,91.35765,5.2567973,0.85475075,4.3338337,]"
75,"[,98.03351,3.8573534,20.718758,13.140005,0.6859288,125.78664,1.9833121,36.594193,8.655423,0.9355948,8.914067,]"
76,"[,60.602768,2.457756,18.130222,5.6442704,0.74064827,64.35832,1.9901519,126.26594,14.245419,0.6160778,7.5654573,]"
77,"[,95.58502,6.484784,123.32225,7.232036,0.27688152,73.56302,1.6501546,53.96579,13.396355,0.9742138,8.027361,]"
78,"[,47.56985,5.368926,61.50968,7.879096,0.60504407,139.76996,4.4772844,20.388279,13.856102,0.7796585,7.378804,]"
79,"[137.8465,5.558958,25.505566,8.908122,0.19266307,80.61461,3.3874745,144.802,9.548678,0.22073954,8.448145,]"
80,"[70.38579,2.8875265,43.888546,6.76661,0.81073105,64.66126,1.6919637,69.04612,10.299299,0.11944571,4.8025312,]"
81,"[,44.71055,5.03889,127.24921,11.655424,0.4934066,142.84035,4.16991,146.40671,9.982032,0.3860556,7.1127768]"
82,"[,91.57846,6.248457,28.300804,12.418352,0.65660936,52.28024,2.964971,139.9595,5.4308195,0.41483098,5.0992575,]"
83,"[,61.529175,5.100847,13.723473,14.836776,0.2611324,96.464005,6.5143223,138.01628,10.91366,0.6465055,8.738372,]"
84,"[,41.81446,6.7862678,140.93105,8.619131,0.7291891,130.51239,4.5771103,134.12459,6.328461,0.71858764,6.395386,]"
85,"[,57.485577,5.225251,32.738377,5.348724,0.43391725,109.1905,6.948026,123.688484,6.7251644,0.6619867,8.918076,]"
86,"[,61.99485,2.2062423,16.83773,7.5549545,0.3179807,121.02883,4.256779,99.63911,14.800543,0.6872821,4.8855414]"
87,"[,35.097275,6.887175,87.18002,11.598981,0.90011775,106.72035,5.9836793,88.85313,9.416217,0.4952953,5.66428,]"
88,"[,72.16784,5.8543987,77.99213,12.967358,0.8366281,93.48935,1.3429015,105.973434,9.425514,0.6394116,8.574713,]"
89,"[,63.24207,5.1606107,63.087498,10.143397,0.92267,125.187225,1.1242237,83.19537,9.667958,0.8444505,8.834819,]"
90,"[102.33918,6.080737,46.16354,6.173629,0.42352518,84.64833,3.662707,109.26088,5.242441,0.8743189,8.496189,]"
91,"[34.979507,5.392849,47.488842,8.217098,0.738775,39.500755,2.9348302,97.238014,13.715759,0.8011464,6.5067716]"
92,"[125.689575,2.4822705,41.969353,8.974429,0.9707844,96.08708,1.3946376,127.71038,14.019005,0.6542357,4.5199127]"
93,"[,36.361153,4.396024,107.526535,13.514191,0.51535344,37.262012,6.3775353,139.27042,5.3834953,0.21349958,4.433878,]"
94,"[,66.86519,4.6654716,94.74561,8.705384,0.5737326,80.72146,6.555682,144.93387,10.322223,0.61176157,8.033978,]"
95,"[,63.931267,5.5455475,43.107376,12.610264,0.99509954,59.538887,6.017217,147.66965,10.607415,0.95733,8.255506,]"
96,"[,52.15633,2.624184,103.696106,12.98013,0.84841895,59.480152,4.1091814,120.62635,10.117351,0.69973934,6.4452763,]"
97,"[116.15933,3.4842691,34.256004,12.658097,0.52255225,64.659,4.19387,121.20622,6.1495514,0.802328,8.763308,]"
98,"[,97.22978,1.9976072,105.16832,5.82892,0.9926566,30.764423,1.48804,102.4268,5.250356,0.9624009,7.3092084]"
99,"[141.46156,4.8523154,66.23381,5.7006164,0.80238533,41.46604,5.7009935,121.622894,8.356148,0.61145574,6.171116,]"
100,"[,37.768894,6.6494474,115.31713,13.4828415,0.57004714,112.71463,1.9283218,65.533936,12.281485,0.6039869,6.2560053,]"
101,"[,96.978546,6.9090877,37.654488,10.606914,0.41778016,133.43132,6.543679,60.579132,13.722747,0.908447,8.589213,]"
102,"[,63.725567,4.8596363,58.84948,10.066901,0.51095015,59.924473,4.8382745,121.63602,13.103981,0.633588,6.63871,]"
103,"[,73.61307,5.578005,149.25766,6.268865,0.7772567,55.66639,6.2343025,33.59939,7.8397417,0.8908466,8.825572,]"
104,"[147.95996,6.3786864,112.51132,10.784206,0.9961629,123.60722,1.7641287,52.300526,7.122032,0.9761001,8.099422,]"
105,"[,53.798626,3.2441144,77.745705,9.735926,0.5092079,90.56686,5.208354,134.18365,11.960802,0.97128105,8.106611,]"
106,"[,33.930344,5.9437733,146.15216,7.7276993,0.92493504,100.28768,2.1250784,134.65544,9.827518,0.5889906,8.244875,]"
107,"[,32.48143,1.7568009,62.70346,14.292611,0.53226554,144.74927,3.3962631,137.53813,6.3520966,0.36587745,4.229747,]"
108,"[,30.59029,6.909341,12.265259,13.445692,0.86220026,50.655888,6.924472,149.83804,6.29169,0.9980917,8.866938,]"
109,"[,74.421715,6.972518,62.91288,11.614042,0.7116224,89.301254,6.6927543,144.62144,6.5335565,0.6330978,7.929603,]"
110,"[4.6677574e+01,5.9090185e+00,3.2664219e+01,1.1311472e+01,9.1711974e-01,1.1924051e+02,5.2201557e+00,1.3538342e+02,1.4572058e+01,1.2222567e-01,7.7960563e+00]"
111,"[,63.67588,6.2346745,43.330563,9.446786,0.41384137,129.6181,6.5602098,133.70924,11.899816,0.8670572,7.8911858,]"
112,"[3.2054455e+01,6.1676373e+00,5.6724854e+01,6.8091726e+00,1.1619121e-01,1.4687614e+02,4.8445816e+00,1.3180487e+02,5.8690028e+00,8.8147366e-01,4.4027557e+00]"
113,"[,79.86864,5.528742,139.4192,14.881337,0.87398773,90.02588,5.422655,140.47528,7.910394,0.95788884,8.2236,]"
114,"[143.9779,6.7616925,68.496376,13.638832,0.8548594,101.50058,4.272998,132.68558,8.9434805,0.6955445,5.319371,]"
115,"[,48.72524,6.680438,107.22161,12.766174,0.5494421,147.30806,5.0197554,100.492645,13.8793545,0.5213346,6.388167,]"
116,"[,55.22823,4.2499323,72.678535,8.777906,0.93962586,132.79198,3.432195,113.6028,12.3232765,0.8502866,7.512871,]"
117,"[1.06234535e+02,6.83277035e+00,1.26496872e+02,1.42017279e+01,1.22922659e-01,6.52487106e+01,1.41792536e+00,1.47080353e+02,7.10406876e+00,7.81567335e-01,4.61700678e+00]"
118,"[,42.32198,2.655419,79.23201,14.222855,0.9189458,46.945587,5.212587,136.71033,9.136055,0.3540428,8.206416,]"
119,"[,89.8269,1.2055764,121.80296,6.294368,0.96888447,40.785713,5.786557,149.59021,6.451396,0.96357286,5.8893795,]"
120,"[,97.4881,5.0944805,105.18764,9.47997,0.6244756,50.8302,6.092888,148.9061,5.106979,0.93109727,5.2791624,]"
121,"[105.7788,4.034865,60.59351,9.750667,0.42380968,122.77451,6.6438503,145.83806,13.513112,0.7825557,7.8208575,]"
122,"[,31.94662,6.915457,116.28198,11.750194,0.966727,37.31326,3.3476467,94.85141,11.82287,0.9369403,8.499584,]"
123,"[,97.77767,5.5752563,17.672905,10.73954,0.87915266,63.861107,5.518805,108.20125,5.4207315,0.8413866,8.089249,]"
124,"[143.30618,2.2488856,37.99098,13.036486,0.97141886,87.79217,1.9152274,23.516914,9.005196,0.63967437,6.5518165,]"
125,"[121.22648,5.9283657,106.10602,14.391199,0.33813715,52.655117,5.7725387,148.59882,6.5836287,0.83685,8.081579,]"
126,"[97.178345,4.508353,39.12151,6.650248,0.998214,49.930027,4.520954,84.80159,12.436991,0.973377,7.8525877]"
127,"[129.02081,2.2274063,26.479118,13.288301,0.875782,43.908577,6.106979,98.875725,10.609591,0.16495755,8.292769,]"
128,"[66.78105,3.7733529,79.730865,11.12285,0.98245585,70.438156,3.0287275,55.8123,10.188316,0.594335,7.322213,]"
129,"[76.057396,3.6025903,29.8241,14.840591,0.9778184,94.376724,3.9515176,36.56326,5.8472805,0.17021698,7.3183227,]"
130,"[,81.56394,6.4350367,24.414856,7.908635,0.9595131,96.55114,6.5262437,149.57642,7.7193975,0.18559736,4.774222,]"
131,"[,83.946434,4.4296436,16.932007,12.166123,0.8324654,114.232925,5.600155,139.45473,7.248642,0.5082115,8.746803,]"
132,"[,46.701164,6.318687,16.125362,7.6351156,0.7713015,56.21566,6.4550776,148.24826,7.5040503,0.42601502,7.575633,]"
133,"[,31.99015,4.955397,41.19361,13.195908,0.96522456,45.272644,5.045553,137.33899,14.289146,0.43399233,8.522219,]"
134,"[,65.4736,3.4637012,53.75276,8.642406,0.60013056,139.62094,3.0217245,105.644936,6.795588,0.41905186,4.685227,]"
135,"[,72.28667,6.5556474,132.93129,5.660961,0.491334,89.75686,6.9682994,145.23239,12.549668,0.7130625,8.745855,]"
136,"[137.68585,6.3061357,25.860088,12.840786,0.92280596,148.40369,5.7877655,80.05864,5.821417,0.63209033,7.380698,]"
137,"[,59.81983,6.136965,25.297974,8.33222,0.7275736,142.6028,4.7764373,108.01392,14.595274,0.6844583,8.042113,]"
138,"[103.25061,6.932114,16.749096,8.688797,0.76769805,41.90033,4.816249,135.22543,8.026653,0.8116596,5.030019,]"
139,"[,67.728645,4.404402,104.60879,13.922525,0.72300625,86.17119,2.7136214,146.38583,11.685071,0.6288279,5.111263,]"
140,"[,77.60646,6.291159,37.507866,8.337221,0.8872535,45.016968,6.395109,142.80734,9.378596,0.91846,7.133007,]"
141,"[,68.191154,1.5017514,129.69997,9.069418,0.44188273,101.89478,6.333397,142.4029,10.615185,0.16306016,7.7014885,]"
142,"[,53.45101,6.761465,67.19037,14.520829,0.88284177,65.56118,4.3457594,147.46454,6.299163,0.8597326,6.1965775,]"
143,"[,66.287964,6.0316424,44.407074,12.219195,0.9360658,99.02697,5.331771,144.55377,11.209412,0.41685766,8.935684,]"
144,"[119.965454,5.1864853,102.75769,13.899889,0.6046348,50.769764,5.2946196,144.06198,12.683702,0.44518578,8.0661,]"
145,"[,76.78488,6.8163714,66.34323,6.87525,0.7828429,39.54433,2.4248176,146.78857,8.7716465,0.80743283,8.166652,]"
146,"[62.18418,5.7717066,56.55531,5.229781,0.46564072,78.34366,6.9363604,72.35791,14.528005,0.3493374,6.3728156,]"
147,"[,83.69819,4.440851,58.346413,8.644313,0.848596,77.4652,4.5701694,140.10008,8.7659645,0.8915,5.870242,]"
148,"[38.822224,6.4110184,46.105698,14.864299,0.9560535,53.05566,5.9432125,74.27732,6.359052,0.5916756,6.679377,]"
149,"[,40.61935,2.209764,109.09621,14.5655575,0.64048624,116.0079,4.6659656,117.55731,6.796494,0.88862514,8.672461,]"
150,"[,70.06067,6.9253154,136.66641,13.103281,0.93173337,110.03945,6.4725647,144.48642,10.229181,0.847491,8.178899,]"
151,"[72.84445,3.5506163,56.586708,14.694126,0.13293329,53.34036,6.3373384,89.01893,5.4141088,0.9418777,8.840408,]"
152,"[,49.685726,4.8131485,21.958038,5.478654,0.3866288,44.649918,6.5529084,122.48721,7.4712114,0.87113535,8.932185,]"
153,"[,67.48758,1.4113345,87.85717,5.404964,0.15694478,33.48969,5.740498,125.756256,11.70801,0.17253956,6.10298,]"
154,"[,35.388702,5.9392023,144.93338,10.904654,0.86292005,103.78742,6.6215506,143.81003,10.191736,0.49384227,8.241422,]"
155,"[146.16048,4.30099,100.26695,10.152268,0.45273906,42.053062,4.9520583,63.92251,7.227566,0.19928,8.651267,]"
156,"[,58.817696,6.1239166,102.10036,9.272627,0.5683851,99.48579,2.9845514,28.99482,5.555731,0.2494193,5.8428583]"
157,"[,71.80205,5.5422487,118.254776,14.713139,0.7254297,107.57519,6.1537056,138.9462,6.3185234,0.97704387,6.4950504,]"
158,"[,74.98144,6.909909,16.26149,11.919008,0.5490916,130.45941,1.9104898,146.9336,5.623918,0.9859836,8.13014,]"
159,"[,65.34329,6.2124863,63.285347,10.352884,0.8525884,73.486404,5.940109,139.33592,8.746725,0.9748862,6.8578463]"
160,"[36.52076,1.7864487,10.934624,5.2341113,0.28472877,43.53269,4.266761,79.396095,6.950235,0.5468352,7.6517596,]"
161,"[,89.5355,4.9434643,10.541031,11.827845,0.18931851,41.745716,2.4782166,134.20578,5.7163754,0.7694659,8.895477,]"
162,"[40.56522,2.1184561,86.98027,9.48388,0.55345494,99.32777,6.909234,15.011345,10.163854,0.5189121,6.5446563,]"
163,"[4.1472031e+01,5.8492289e+00,9.0484131e+01,1.4722488e+01,1.0535127e-01,3.7008530e+01,3.0337892e+00,1.0979659e+02,1.4684866e+01,9.1441429e-01,6.8510823e+00]"
164,"[108.52175,3.4980612,87.91811,9.51772,0.17414123,52.81169,1.68836,50.64608,8.360464,0.8874799,8.985481,]"
165,"[,66.78079,4.149812,29.720592,14.902956,0.977751,83.73661,3.0063705,144.98401,9.358225,0.9930177,8.022619,]"
166,"[,73.01023,3.6098008,59.565727,13.998752,0.57829785,138.63953,6.848007,50.89106,13.672112,0.6270036,8.286622,]"
167,"[,86.8234,5.7273703,79.65918,12.364864,0.94916797,125.279625,6.180708,136.73703,7.4460607,0.75821495,8.415177,]"
168,"[,37.318153,5.808613,121.16519,13.849006,0.9566895,140.06328,6.5672855,147.68289,5.8320074,0.9703462,4.6050105]"
169,"[,39.85409,6.869937,95.93,13.679711,0.9349773,101.01277,6.9659142,144.26688,14.076781,0.91259146,7.8476124,]"
170,"[,32.94852,2.0757468,134.98659,12.335768,0.77603275,126.25233,5.4268675,119.23013,11.894003,0.84625113,8.037009,]"
171,"[,31.567005,6.4755507,133.54317,13.400862,0.8322805,56.989914,6.9136763,125.42493,9.395592,0.5063179,6.8009048]"
172,"[,32.844086,2.316248,36.78523,11.389008,0.7474061,147.8215,6.465799,114.420135,7.1954575,0.7121811,8.595379,]"
173,"[125.85759,4.806156,18.129017,10.559513,0.7328605,88.95619,5.959908,96.31449,12.830249,0.99270374,7.802229,]"
174,"[,90.77515,3.7497907,22.790226,14.315185,0.22798806,97.4874,4.6984844,117.703835,12.717909,0.9640375,8.528486,]"
175,"[40.09243,4.332228,41.007343,13.702709,0.78474724,72.70151,3.2083397,39.665764,8.391854,0.43752402,7.4179473,]"
176,"[123.54351,6.837577,90.98741,14.014391,0.90281165,60.684883,4.513919,137.88637,7.4032326,0.8274331,8.569937,]"
177,"[,67.87319,6.5780582,70.84028,13.398805,0.9065347,42.67002,2.8843899,135.41618,10.454492,0.8887028,8.83695,]"
178,"[124.12816,4.364855,46.66272,7.671506,0.8174539,68.76314,6.1332984,92.00213,5.430803,0.92994815,7.705044,]"
179,"[,71.120186,5.0715957,15.4363785,9.638085,0.8564217,87.842896,5.251281,134.95688,14.8457985,0.77900046,7.870664,]"
180,"[103.4483,3.0083318,21.846428,10.632232,0.8439503,118.89159,4.7833524,134.49081,12.814598,0.98908687,8.649671,]"
181,"[,70.523506,6.8249903,109.29487,14.906446,0.42836758,34.45489,6.785059,127.607956,11.527755,0.9482758,7.917632,]"
182,"[,33.91922,3.8109686,14.933014,14.811938,0.9320464,140.6004,6.3554964,139.57578,10.46496,0.28262043,8.4914665,]"
183,"[,94.62739,6.161284,46.59127,14.530472,0.6736853,63.127335,6.745311,147.30917,7.86444,0.5432171,4.80966,]"
184,"[,73.18968,6.2317624,103.985,14.000008,0.9120449,120.502754,6.79797,124.17355,12.467683,0.75308836,8.824555,]"
185,"[,30.90659,5.1321874,108.31818,14.547254,0.8962096,79.522415,4.999144,147.44678,7.8890324,0.7987715,7.4735837]"
186,"[,37.165173,6.47337,52.75894,12.09232,0.9848895,140.67274,6.833144,147.7944,6.0645084,0.45177627,8.759375,]"
187,"[56.809322,6.691083,92.02802,5.3976912,0.8348967,38.724297,1.6341484,96.51338,9.54674,0.78398997,4.693861,]"
188,"[,40.455265,6.605751,88.04112,11.162652,0.87215185,112.07175,6.9267316,143.81825,9.845568,0.97280306,8.905557,]"
189,"[,67.86568,6.018627,47.897728,13.005829,0.9420278,57.598328,6.651063,138.38908,13.579262,0.4123549,7.924174,]"
190,"[,78.53273,2.0833251,117.50717,14.941341,0.8457104,143.42105,6.3903475,147.11005,6.419918,0.6695337,8.689282,]"
191,"[,60.05074,6.779381,27.934422,8.106209,0.4461619,123.251755,6.2130446,149.66672,5.888728,0.3089156,5.9276347]"
192,"[3.7767151e+01,5.7690058e+00,1.3559424e+02,6.5899410e+00,6.4169562e-01,3.2336967e+01,4.4533758e+00,1.4336923e+02,1.2536516e+01,1.2066853e-01,5.4628663e+00]"
193,"[,52.50373,6.5179873,137.0721,12.120029,0.6221864,52.857727,6.741274,126.92078,14.2791395,0.9609041,4.472774,]"
194,"[,87.88738,5.234514,89.846085,9.37491,0.5090369,129.68211,6.2058496,147.39935,5.026346,0.2719491,8.973065,]"
195,"[129.80779,5.9710417,140.38145,13.69676,0.97122735,144.00836,5.9795146,124.4821,9.924256,0.9355389,8.54442,]"
196,"[,40.142513,6.134522,90.55871,14.6738825,0.9235405,66.83769,6.8042336,136.4111,13.328304,0.19628716,4.293018,]"
197,"[,42.00731,6.6003947,54.119125,14.375259,0.7888101,127.148834,4.0670094,142.79941,5.488562,0.23441955,8.899935,]"
198,"[,50.671425,6.9665813,35.97668,14.557813,0.99088216,48.7283,3.4699783,145.68587,9.574716,0.75095654,8.859133,]"
199,"[119.72057,6.8280044,84.79361,14.022984,0.512583,104.26579,5.6028633,26.743114,5.906196,0.8954289,7.5125904]"
200,"[,61.944427,3.0635304,146.73746,9.967905,0.8335973,50.93981,6.1561184,42.03384,5.7870474,0.94030917,6.623921,]"
