episode,action
27,"[,81.15245,5.51506,141.81972,14.999466,0.5583735,32.29436,6.9884224,141.26917,6.6572995,0.16916975,4.0066853,]"
28,"[3.04608841e+01,6.43447542e+00,1.37312088e+02,5.00003004e+00,1.00070685e-01,3.26930847e+01,6.99338913e+00,4.23956947e+01,8.41208649e+00,5.39447129e-01,4.00191641e+00]"
29,"[1.06824326e+02,6.84566975e+00,1.37782883e+02,1.38994751e+01,1.03676707e-01,3.44832420e+01,1.23953533e+00,1.18597870e+01,1.48282261e+01,4.33572084e-01,5.46075487e+00]"
30,"[9.71082764e+01,6.70409441e+00,1.14455048e+02,1.49974480e+01,1.00091636e-01,1.04548874e+02,1.06935787e+00,1.47619019e+02,5.89875603e+00,1.72605634e-01,9.00000000e+00]"
31,"[,40.99923,6.8837347,105.645874,6.7822695,0.27042833,142.28436,1.3094492,148.32922,8.763643,0.2947887,8.764141,]"
32,"[,71.0699,5.7594266,47.90448,7.541398,0.9774208,129.97098,1.3323503,38.62083,7.281623,0.14968097,5.611719,]"
33,"[,79.734406,6.9172144,143.65283,12.196214,0.21164256,49.949398,6.9998665,113.384415,5.509655,0.59443307,7.904411,]"
34,"[120.716705,4.0784564,90.97713,6.4847274,0.13359007,52.66573,6.933214,20.152695,14.578356,0.16683543,4.3614035,]"
35,"[34.237743,6.8465114,86.26909,5.0342455,0.9974923,37.07499,1.0000012,14.094788,8.216662,0.73085314,4.004695,]"
36,"[3.27290001e+01,6.99583769e+00,1.45397949e+02,5.40716934e+00,1.00000024e-01,5.40069199e+01,7.00000000e+00,1.00021744e+01,1.48463726e+01,1.43257886e-01,4.00026226e+00]"
37,"[5.2251431e+01,6.8766117e+00,1.3313577e+02,1.4995136e+01,1.0049805e-01,3.9992626e+01,6.9667330e+00,1.2094316e+02,9.0620117e+00,2.5388163e-01,4.0000000e+00]"
38,"[1.40723923e+02,6.82615280e+00,1.32151855e+02,1.49994965e+01,1.00394934e-01,7.67694397e+01,6.88483620e+00,1.16689331e+02,1.24752903e+01,3.75017494e-01,8.99278641e+00]"
39,"[1.1506267e+02,4.7428789e+00,4.1747780e+01,5.7144780e+00,1.0022864e-01,9.8293686e+01,6.9943762e+00,1.4648041e+02,1.4645806e+01,6.1449474e-01,8.0398989e+00]"
40,"[,64.76318,6.5249376,118.17739,11.202966,0.8057289,125.24054,1.8824472,53.681107,5.476572,0.23876062,7.91551,]"
41,"[55.971043,3.1565795,36.01675,12.515642,0.9794998,74.81952,1.5022893,48.90432,6.809022,0.9481659,8.579734,]"
42,"[,47.893463,1.9054718,134.41422,14.99535,0.6420864,55.5399,6.5399175,144.25116,11.637332,0.46177638,8.995182,]"
43,"[8.5536438e+01,3.7197423e+00,6.0905724e+01,1.2367880e+01,1.1793992e-01,1.1706329e+02,2.5040121e+00,1.4626637e+02,7.8362341e+00,1.5682504e-01,4.0193043e+00]"
44,"[,99.545204,6.407087,135.20169,5.0000033,0.98585147,41.404537,7.,80.491684,11.430892,0.1961608,4.1437173,]"
45,"[,79.5314,6.1142464,141.40968,14.997503,0.9648675,103.61607,1.0021396,32.95841,6.8097777,0.3122212,4.0170937]"
46,"[4.34864616e+01,6.99004269e+00,1.46926697e+02,1.49640865e+01,1.00000024e-01,4.79382439e+01,5.21550703e+00,1.49193176e+02,1.49702902e+01,1.74961716e-01,9.00000000e+00]"
47,"[,97.123726,6.4103823,110.685646,5.802785,0.2614487,80.62455,6.5051575,126.96231,13.263868,0.56484383,4.196607,]"
48,"[3.22084351e+01,6.81321192e+00,4.60785980e+01,1.49999495e+01,1.00402474e-01,4.63424988e+01,1.00000000e+00,1.49972717e+02,6.17687941e+00,3.09705853e-01,8.99540234e+00]"
49,"[,48.801174,6.647603,143.74362,8.953133,0.9671272,37.57912,6.9984365,128.35364,14.383967,0.20082018,8.999955,]"
50,"[135.81067,6.3180175,148.91464,9.44361,0.7573887,43.7831,6.4824333,100.79397,11.989792,0.7689134,8.3422785]"
51,"[150.,1.000006,54.19528,14.984864,0.99923706,30.,6.993332,10.333015,14.987679,0.9928323,4.011572,]"
52,"[150.,1.,10.,15.,1.,150.,7.,10.,15.,1.,4.]"
53,"[150.,1.,10.,14.999999,0.9999999,150.,6.9998856,10.000076,14.999782,1.,4.000005,]"
54,"[149.99942,1.,10.,14.999999,0.9999999,150.,6.9998894,10.000069,14.999789,1.,4.000005,]"
55,"[1.3237357e+02,1.0000000e+00,1.0905525e+01,5.1540270e+00,1.4301911e-01,1.4999995e+02,1.0045090e+00,1.4940561e+02,5.0000000e+00,9.9999988e-01,8.9992971e+00]"
56,"[30.,1.,10.,7.281832,0.28767696,30.000431,2.366002,83.04991,10.019421,0.10051274,8.041646,]"
57,"[,30.163422,6.6199856,10.,5.404744,0.87454975,129.01877,4.973553,120.91052,12.181929,0.9995309,8.215374,]"
58,"[149.25989,1.159822,52.551075,13.541352,0.6105725,145.28734,2.3898094,56.00798,5.6269226,0.45854646,4.543823,]"
59,"[1.17941032e+02,1.50338483e+00,6.20610428e+01,5.25064421e+00,1.03233755e-01,1.20737564e+02,2.34212255e+00,2.28470230e+01,6.62895966e+00,1.16786867e-01,6.62984514e+00]"
60,"[5.6149765e+01,1.2352910e+00,1.2722740e+02,8.2841024e+00,3.5370728e-01,4.9093945e+01,1.9747143e+00,1.2515788e+02,6.2942600e+00,1.2172580e-01,5.7878046e+00]"
61,"[,48.186512,2.2046876,131.23618,5.622366,0.20629677,121.2522,6.4875555,122.07556,7.6744823,0.57723767,8.845009,]"
62,"[80.76609,5.7167034,38.007534,6.5232573,0.57696396,78.87198,6.818963,16.495079,12.804432,0.6717775,4.9649,]"
63,"[138.72778,3.9142904,127.57538,8.638824,0.40799075,53.99273,1.2064075,43.34436,11.064724,0.4927727,8.547717,]"
64,"[101.504326,3.6503227,68.710686,14.7072525,0.35572088,45.56527,6.2891345,29.704231,7.3525867,0.38168097,7.8175735,]"
65,"[142.827,5.661664,146.83543,13.83621,0.9466795,44.92352,3.745622,146.09149,10.201884,0.48489928,4.1109653,]"
66,"[148.04622,1.780801,43.523506,9.57473,0.1509814,98.985664,1.3836584,135.24304,9.875412,0.7893932,8.930969,]"
67,"[132.45569,1.0286841,96.13325,11.088814,0.5353909,38.21021,1.4768658,149.49239,7.339449,0.32758132,5.874725,]"
68,"[,90.528885,4.2985997,138.28883,6.250679,0.18887812,90.92046,6.674289,110.686966,5.8539824,0.25538424,6.1124706,]"
69,"[,89.71476,6.858231,139.37498,6.221119,0.2759259,35.302032,6.5729527,20.52489,6.3804145,0.5755057,4.509739,]"
70,"[123.70357,4.4798017,18.655796,5.473483,0.31292194,124.10018,4.526379,111.82376,9.742282,0.6895366,7.2218294,]"
71,"[1.43681824e+02,6.33707523e+00,1.32252686e+02,1.07294598e+01,1.39863491e-01,1.13056595e+02,6.08974409e+00,1.29778275e+02,1.09659615e+01,1.52339160e-01,8.58427620e+00]"
72,"[147.38045,1.6174767,20.62539,6.9151206,0.6066789,35.238003,6.668582,129.58746,6.281006,0.81226456,5.207176,]"
73,"[,36.532555,6.4184837,119.27174,14.61158,0.27443758,34.75471,1.7439985,94.76393,6.987151,0.89175296,6.875574,]"
74,"[108.796364,6.726444,29.705257,6.113226,0.61793584,88.92488,1.1096423,72.31304,5.2921157,0.3747209,8.464098,]"
75,"[138.28249,1.6225433,130.59404,13.95935,0.26487657,74.40523,3.7236357,84.43992,6.0533266,0.4718989,5.2658725,]"
76,"[128.21008,6.245201,88.72905,11.757107,0.9161347,56.758778,4.6915374,18.784073,10.921514,0.6097425,7.815817,]"
77,"[115.78034,4.7513323,133.00902,8.764966,0.5049951,37.22258,4.241014,139.03201,9.361121,0.5162286,7.1430407]"
78,"[64.863,4.956333,10.617523,12.10551,0.9744882,41.228615,5.078369,24.559662,8.14791,0.87934613,8.551398,]"
79,"[59.62339,1.7747171,42.929462,14.485437,0.8166362,34.11813,3.7360291,12.149498,9.159425,0.48695883,8.689208,]"
80,"[34.035717,5.256838,97.26843,7.026524,0.459305,95.08929,3.7380414,70.7634,7.301223,0.22603017,6.114483,]"
81,"[,55.104137,4.0495806,77.53997,5.1091537,0.9508797,96.802185,3.357898,136.55624,10.07351,0.1995413,8.203759,]"
82,"[,49.261986,5.773825,71.440636,5.2736387,0.9118106,133.61176,1.5464575,91.394646,13.934201,0.75794274,6.7177925,]"
83,"[120.98941,1.4593477,142.21298,7.0331144,0.80674076,128.74336,3.8623536,139.03339,14.804423,0.71542966,6.7894726,]"
84,"[115.45468,6.472943,60.187904,11.954992,0.43135422,97.83113,1.7399356,85.7977,9.507492,0.98830545,7.6739006,]"
85,"[,89.10053,5.5950522,30.47342,13.73745,0.72069836,146.16656,3.5348957,126.47349,5.8845305,0.3549719,6.3531847,]"
86,"[116.795105,4.001879,46.5366,14.292345,0.739676,96.30901,1.0098436,120.42285,11.218295,0.29160932,8.924273,]"
87,"[123.88512,1.052201,70.69284,10.546452,0.8223969,138.44934,3.0972953,57.190605,11.092083,0.22881487,7.5804176,]"
88,"[63.25444,5.639317,97.658264,5.8281116,0.94005156,48.775204,2.941196,20.744865,10.472689,0.84248936,4.1067543,]"
89,"[117.385254,6.034795,23.118565,12.013522,0.90402365,47.517094,1.707025,90.952225,8.806398,0.22346258,8.814604,]"
90,"[,69.63966,1.0583539,11.872055,7.3326597,0.4781784,142.09738,1.8095002,114.13426,5.178401,0.6548445,4.578273,]"
91,"[38.98665,5.375706,52.773613,9.10451,0.776634,40.294155,1.1630337,44.12564,13.751501,0.6923223,5.55806,]"
92,"[,52.011795,5.499048,43.86514,11.673699,0.8843636,131.1294,3.5791245,132.01805,14.065519,0.8576319,8.448215,]"
93,"[111.185555,2.448838,13.717804,11.032765,0.2214013,101.009,5.3235164,13.045738,7.570654,0.49016032,8.729099,]"
94,"[,40.096622,3.824726,56.05944,14.788212,0.98034954,39.49209,1.2330041,120.902855,13.570037,0.13099638,8.023128,]"
95,"[,54.07068,1.0997796,149.10101,12.117633,0.8074875,95.5907,5.279134,27.41528,8.732826,0.9778018,4.3857374]"
96,"[40.23196,5.8862667,13.806091,14.949035,0.17239341,53.8384,1.2043784,12.960777,9.5111,0.6537572,6.035538,]"
97,"[,32.370956,5.0413847,78.29837,13.296556,0.9120204,39.721226,1.8544607,130.61546,7.6472883,0.7171183,5.614586,]"
98,"[66.67231,4.0450664,20.479603,14.041349,0.90297294,50.783756,6.809823,36.220417,9.561962,0.93980366,5.6457615,]"
99,"[130.00279,5.911969,147.18954,5.8276515,0.7938881,89.77046,6.051334,128.71336,9.485003,0.29714194,4.4500995,]"
100,"[,32.038914,6.422676,117.93252,14.733083,0.8776729,69.87068,1.6079066,45.29599,13.2711315,0.9652065,5.344785,]"
101,"[129.44162,2.9043472,119.68767,6.665826,0.15232268,53.426704,6.890688,112.94791,6.9561243,0.2757502,4.9837885,]"
102,"[,50.481743,6.2943974,131.84439,10.9425,0.26592505,145.96362,6.4933567,11.360535,12.124256,0.47529078,6.3931074,]"
103,"[1.31661224e+02,5.34638405e+00,9.74613190e+01,1.12845173e+01,1.29649162e-01,1.02264175e+02,4.31682491e+00,1.01121964e+02,7.69071627e+00,6.34593725e-01,6.56194496e+00]"
104,"[,37.80634,1.2351754,128.7737,14.267427,0.87091136,136.8229,1.5498774,22.280426,14.702889,0.15223521,5.6796856,]"
105,"[1.0386748e+02,6.3088026e+00,1.4064297e+02,8.9410400e+00,1.3968414e-01,1.4912869e+02,5.5144806e+00,2.6680328e+01,8.8624477e+00,4.1343352e-01,7.8522773e+00]"
106,"[104.71983,3.3988528,136.08612,7.620867,0.6935321,98.589264,4.327203,141.73175,7.7124043,0.20649114,4.612484,]"
107,"[105.46761,1.8161881,137.68498,9.293807,0.98447067,100.90066,4.460056,123.28759,11.414131,0.80765307,5.3602753,]"
108,"[133.75752,2.0868232,137.85173,13.754374,0.751213,61.029205,2.3894482,111.21325,9.701166,0.9787981,4.568122,]"
109,"[,44.43815,5.7930574,133.16942,8.092757,0.6023482,136.90302,5.4993854,143.18921,12.340338,0.4896429,4.070882,]"
110,"[,73.24165,4.9523625,145.70522,7.0366125,0.7830762,47.760452,3.9743752,90.486824,8.025199,0.1602081,4.724883,]"
111,"[117.86267,5.0429673,16.288895,6.369839,0.2142488,134.42142,3.5432851,149.64243,9.420607,0.9857077,8.753923,]"
112,"[,67.374374,3.0001016,106.3786,7.781189,0.8798295,63.30135,4.873911,23.058632,14.680595,0.96722335,4.6506352,]"
113,"[,71.37629,2.2113502,11.954926,9.814609,0.8897445,65.09993,6.380768,125.40883,10.478732,0.5025147,4.35244,]"
114,"[,75.96646,1.728775,44.65117,14.205015,0.7880442,129.69897,5.077017,24.058475,5.85493,0.39362663,4.4405622,]"
115,"[,34.772644,5.7686434,114.7578,12.273255,0.8755961,109.57785,3.4511244,11.996803,5.440678,0.29334396,5.3963203,]"
116,"[145.97452,3.7504978,11.588013,12.9411125,0.89529157,41.896667,6.442068,147.51245,9.347827,0.47723132,8.358393,]"
117,"[1.3918854e+02,4.4986076e+00,1.8377869e+01,7.3971720e+00,2.3427847e-01,1.4284386e+02,6.3713789e+00,1.4131143e+02,8.2943325e+00,1.4140782e-01,5.0301342e+00]"
118,"[68.38039,2.6486833,41.336998,5.684602,0.38864458,96.54017,5.8360624,14.272858,6.9397917,0.9384801,5.146523,]"
119,"[102.11315,6.533578,12.007019,14.757008,0.48123515,106.76644,6.1676197,125.53169,6.349319,0.16341802,6.9255323,]"
120,"[124.52216,3.5701337,74.24192,8.169556,0.8215544,44.46087,1.9721541,38.02352,12.99015,0.40285063,5.33175,]"
121,"[137.0214,1.354193,13.384285,11.834879,0.405357,46.380814,5.4703264,115.60512,10.674203,0.40395468,5.1648483,]"
122,"[83.51357,1.6326876,91.57186,5.50063,0.8102569,63.011726,3.0840712,43.9281,13.79682,0.18288454,5.2929707,]"
123,"[126.249344,2.3016887,21.523022,14.494397,0.9761057,52.547718,5.122303,102.24251,14.511665,0.6407515,4.8647285]"
124,"[,37.637337,6.282094,111.02919,12.109876,0.99640137,45.436348,2.4197764,142.50987,8.298035,0.1459508,7.3773603,]"
125,"[,30.62423,2.7803097,136.63947,10.0219145,0.42876825,143.10564,2.6444907,85.1362,8.423163,0.4045362,7.440781,]"
126,"[,37.25705,3.1420288,122.18823,13.244564,0.5601199,62.79036,1.2148833,12.33152,14.96096,0.47981519,7.958698,]"
127,"[,55.666286,6.46916,22.648746,14.441752,0.74276483,143.72867,5.330357,40.53484,14.609123,0.27998236,8.858817,]"
128,"[78.601265,1.9976239,36.385166,9.100543,0.51642936,50.360855,1.7372804,77.430885,13.252668,0.21425685,7.166871,]"
129,"[145.67886,2.243521,51.14735,7.110436,0.98524654,39.54931,4.706749,124.33594,5.399594,0.77387726,4.1400595,]"
130,"[134.80986,1.1194086,61.66703,8.024427,0.22615427,124.053894,4.1129766,133.75914,10.552583,0.86862504,8.730772,]"
131,"[145.04762,4.0412908,142.71913,6.1330204,0.94880867,35.85134,1.7674758,93.25503,6.811692,0.24707797,7.201398,]"
132,"[142.74289,5.2740984,98.1553,9.123179,0.5193798,125.04669,6.3032236,135.89523,11.184918,0.9350387,4.696859,]"
133,"[133.51236,3.1804047,94.968956,5.3836412,0.3784545,84.55078,6.280035,28.99834,11.202403,0.49371362,4.486217,]"
134,"[,34.67236,3.6805813,19.576706,11.0610485,0.2554887,98.511826,2.636415,132.12543,13.599564,0.3247317,8.412127,]"
135,"[142.40138,6.6749616,42.29745,13.723743,0.9362918,80.869194,3.7309654,16.896267,8.35817,0.18547085,6.9187045,]"
136,"[104.538315,3.5074549,33.421528,8.174373,0.961241,117.501114,4.5136743,137.42159,6.842679,0.77295756,8.893871,]"
137,"[,90.166374,4.875084,55.84738,7.594095,0.70568776,105.09071,3.6406012,139.26567,14.542016,0.20049763,7.9058247,]"
138,"[144.95511,1.9216385,137.52774,5.8310714,0.7029405,88.51783,3.7861762,134.90889,7.582847,0.331536,6.563683,]"
139,"[92.86615,4.7488647,81.37061,11.055563,0.7369759,61.76586,6.634847,44.988758,11.158138,0.94536865,7.93702,]"
140,"[134.01984,6.695724,17.331123,10.971039,0.59794426,38.504505,4.69492,137.63812,10.971556,0.8392105,4.243712,]"
141,"[,36.929577,1.8845677,141.00041,9.158996,0.22852772,37.336906,5.553409,129.80763,13.891939,0.42524147,8.659219,]"
142,"[,42.095875,6.087641,53.967163,6.0551224,0.4895106,106.08952,6.6698084,60.754356,13.681917,0.25677928,5.713264,]"
143,"[5.5923843e+01,6.6051340e+00,1.0850551e+02,1.0497929e+01,4.9994174e-01,7.2894783e+01,6.7961211e+00,1.3348492e+02,8.5858068e+00,1.1674398e-01,7.6977825e+00]"
144,"[,46.487976,4.558336,93.27258,8.6151,0.6299526,105.587814,6.925543,15.105782,12.352103,0.7041656,4.754323,]"
145,"[,55.83083,2.023541,45.306538,7.6286707,0.73318166,111.324524,1.0320315,78.8598,14.792298,0.9828068,4.9109383,]"
146,"[100.81101,5.7647657,133.89882,14.705265,0.91467226,101.167984,1.0780177,41.871857,8.171182,0.69637907,5.378271,]"
147,"[,52.550827,4.65639,146.91418,14.181265,0.23138905,58.30475,6.405998,114.18979,6.566226,0.5877554,6.438008,]"
148,"[141.07584,3.9273045,113.928314,5.243153,0.5046247,39.86799,6.034895,16.59282,11.563872,0.17023772,8.761263,]"
149,"[112.059296,3.1533918,40.84449,5.6907697,0.37019998,113.61993,2.7289038,107.736176,8.691734,0.23465079,6.755483,]"
150,"[,32.173504,1.7087476,132.27171,7.733412,0.8663044,40.948917,1.2793481,39.849022,12.644096,0.39056036,4.6884027,]"
151,"[110.15582,3.7487671,11.219116,12.047066,0.693483,95.45842,4.881883,132.62091,6.104855,0.82820696,7.7208834,]"
152,"[,34.15622,5.76113,115.13425,10.678178,0.7315087,39.246937,1.7638052,28.424377,12.844732,0.1194644,8.38331,]"
153,"[4.3764946e+01,5.5354624e+00,1.3692647e+02,1.1057238e+01,1.1355713e-01,9.4656296e+01,1.0826044e+00,3.2759132e+01,1.4421698e+01,4.2924383e-01,6.5349903e+00]"
154,"[,85.10935,6.123212,26.48685,10.552905,0.20410457,120.92078,2.7858424,82.14069,9.9771595,0.22833744,8.816927,]"
155,"[,89.389435,3.9553149,30.996063,14.240465,0.19029438,44.071747,2.7012765,121.24539,8.1224165,0.25290573,7.866848,]"
156,"[136.45157,2.9112515,115.2741,5.0314093,0.3808381,104.49413,6.710701,31.93629,8.659804,0.47706097,5.4657125,]"
157,"[,45.915264,6.529006,128.89778,9.118341,0.9772507,125.8975,1.6437266,21.497917,5.532259,0.35123456,8.387466,]"
158,"[,36.900074,4.514333,10.414391,14.064457,0.24296024,65.264275,6.5548153,122.08827,6.3350363,0.7013072,8.041513,]"
159,"[113.16871,6.415701,110.43173,12.274636,0.12249625,110.08643,1.4328032,111.49289,7.2928114,0.5083434,7.8975077,]"
160,"[4.7014904e+01,1.2225685e+00,1.0217025e+02,1.0015574e+01,1.2072921e-01,1.1604663e+02,3.7672896e+00,1.2104924e+02,8.6701193e+00,7.0137036e-01,5.5685768e+00]"
161,"[69.78696,1.9827404,15.179886,9.349716,0.75055003,47.48522,3.5517,74.818504,7.9431767,0.8440913,4.615614,]"
162,"[50.772305,4.49862,86.03736,13.940275,0.93657184,52.306316,4.0684743,46.19406,10.613999,0.15912867,7.863191,]"
163,"[,77.21331,6.3472576,87.63518,7.9004984,0.19595763,147.52121,4.7630835,29.726185,13.901067,0.47267586,4.023231,]"
164,"[60.597675,5.0721908,53.614452,8.937296,0.81770754,48.96341,3.6100364,96.731834,12.964837,0.5572172,7.9620457,]"
165,"[122.58329,5.629084,42.365795,5.1231256,0.37623122,109.31198,5.4550605,28.967934,13.828055,0.19072387,8.1289625,]"
166,"[106.50917,5.560931,66.04982,14.006896,0.9338905,97.37151,1.2582307,81.65638,5.6385126,0.42115954,4.4171495,]"
167,"[115.05339,1.1381137,100.846466,11.616415,0.63209623,111.77676,5.8952003,62.006973,12.294259,0.3782376,7.562243,]"
168,"[115.4341,5.5107317,49.273552,10.167459,0.68193066,73.272285,1.4711051,147.145,7.6318307,0.5037878,8.067014,]"
169,"[,47.88829,4.364028,30.03735,11.811944,0.5919485,144.14641,6.7927623,131.6143,8.278808,0.3209616,8.178758,]"
170,"[,94.79347,6.029133,27.310398,9.130977,0.33564717,33.58939,6.659869,140.48863,8.079321,0.35261405,6.6832,]"
171,"[147.3829,6.5417295,37.40654,5.633125,0.9358775,114.842834,3.9403932,95.600266,12.247984,0.82814336,7.0621805,]"
172,"[81.13221,6.752513,48.778423,14.701884,0.825225,50.297913,6.7592525,38.83534,5.3319745,0.21027732,6.5521426,]"
173,"[126.26613,1.8836105,28.57605,6.9771576,0.5955224,130.48605,4.61737,126.72154,12.364468,0.95271856,5.715116,]"
174,"[,32.801407,4.4359474,22.318115,6.467282,0.8478563,111.96709,4.850972,84.034775,14.662058,0.13577524,8.932774,]"
175,"[146.71738,6.937326,106.175026,14.759945,0.25985524,64.394325,6.59121,51.99209,12.265749,0.9775225,4.3042965,]"
176,"[,33.128605,2.9877782,29.392803,12.548151,0.9750468,130.59854,3.647969,134.9845,8.983317,0.77757657,6.605451,]"
177,"[,49.856174,6.1701355,45.24043,9.067833,0.77532816,113.97731,3.631058,71.675644,14.715899,0.19332433,5.2160234,]"
178,"[148.66751,1.828121,104.15414,12.037461,0.7769203,78.48481,5.9140234,46.61143,11.583135,0.98451704,4.519843,]"
179,"[143.65385,2.8741462,39.82523,13.666607,0.39274952,129.24994,1.2806623,25.495667,5.376174,0.16540101,6.5646334,]"
180,"[137.44276,5.983582,138.86688,10.004426,0.20255375,103.50407,4.2531605,62.683777,5.182352,0.46232805,8.105036,]"
181,"[9.55650635e+01,3.50085902e+00,7.84811172e+01,1.28356457e+01,1.20378494e-01,3.87321510e+01,3.81808853e+00,1.33137421e+02,6.21861362e+00,1.65197104e-01,7.47554493e+00]"
182,"[7.9041550e+01,2.8208916e+00,1.4853520e+02,5.4579759e+00,2.9390705e-01,1.4276971e+02,1.7311878e+00,8.1685402e+01,8.9250021e+00,1.2549120e-01,4.8223181e+00]"
183,"[74.34741,1.3424792,28.402458,8.319268,0.7423683,74.161194,5.9158998,27.630493,11.142299,0.3194923,8.9244375]"
184,"[1.43559357e+02,4.87093878e+00,3.42968445e+01,6.60833740e+00,9.85330105e-01,1.37308762e+02,3.86187625e+00,1.56823196e+01,6.14050484e+00,1.17515564e-01,8.93866920e+00]"
185,"[135.5058,6.968283,146.6283,9.824104,0.9393238,138.9949,1.6775391,115.45347,5.5526767,0.825788,4.402206,]"
186,"[1.4129477e+02,3.6616511e+00,7.6523781e+01,9.3547230e+00,1.3494527e-01,1.4480298e+02,6.9145880e+00,3.9100307e+01,6.0920911e+00,3.6760736e-01,8.2972240e+00]"
187,"[1.4489804e+02,4.7100120e+00,3.1406624e+01,1.3638926e+01,1.4464176e-01,1.1743533e+02,4.1873622e+00,6.5889511e+01,5.3234091e+00,4.2858860e-01,4.9849205e+00]"
188,"[,54.280937,3.4185667,65.67807,7.1734166,0.50981706,96.41635,1.4794078,101.30491,13.604551,0.510964,8.514942,]"
189,"[,55.0437,1.2323613,54.33467,8.503216,0.29412994,105.20554,3.5593066,21.46817,13.827328,0.7730335,5.1681194,]"
190,"[40.24582,5.1477423,38.31249,8.608399,0.77817446,63.953518,4.359346,18.295692,10.286019,0.32858807,5.945494,]"
191,"[,90.895386,6.6973557,121.99411,11.189716,0.45340347,71.36979,3.7408988,14.574524,14.567472,0.24351612,6.62434,]"
