episode,action
103,"[44.406475,3.826921,11.002655,6.8308897,0.10762215,95.58815,5.8669653,45.65667,11.416028,0.72158,6.1548824,]"
104,"[,84.9016,5.711961,60.846985,14.40457,0.77529824,132.5626,3.5547237,115.22925,8.133703,0.16683194,5.405228,]"
105,"[111.346985,6.8192024,79.782585,13.512496,0.17371869,135.39058,6.8673835,39.44642,6.3061233,0.8218131,5.4165816,]"
106,"[144.82779,4.4448256,144.39496,12.667097,0.2650611,70.28841,4.188193,23.153736,12.592266,0.19254303,8.694532,]"
107,"[,30.239147,4.458105,149.75847,9.068992,0.7743813,33.129787,1.8421454,147.37222,11.2484455,0.67999274,5.2616563,]"
108,"[,55.63844,5.693768,49.795395,11.594146,0.54679894,95.00883,5.060716,105.838326,12.849262,0.78070676,7.256277,]"
109,"[,41.49281,2.036844,95.441925,8.269673,0.72166014,107.95446,4.7072053,35.621445,14.93569,0.55487543,4.44987,]"
110,"[,62.642456,5.6646886,74.552124,12.388975,0.36169976,100.281075,4.974203,110.14371,6.129243,0.8663024,5.6052194,]"
111,"[,81.22121,4.0675097,120.886536,5.3898997,0.7323859,63.989597,4.296347,87.658676,7.9453173,0.3886002,4.3888655]"
112,"[,80.920006,3.8548172,136.26477,10.984009,0.5505495,32.48669,3.096878,88.53221,11.483431,0.71559125,8.839206,]"
113,"[126.605156,6.201076,51.964287,14.835859,0.22081026,40.8883,5.5315976,109.31029,5.811857,0.75817776,7.587812,]"
114,"[,41.122772,4.2566624,63.266254,13.648151,0.4091985,136.51181,1.5540178,88.34241,11.720802,0.941655,8.112382,]"
115,"[,57.601753,6.607464,68.2138,10.353692,0.5954979,148.52087,4.7533417,110.35043,12.975197,0.5001933,4.8216524]"
116,"[,46.227806,6.546364,29.797253,13.7426,0.8115929,100.20351,6.8476286,55.26537,8.370305,0.31115168,8.52721,]"
117,"[58.11611,1.7773275,29.931747,8.19427,0.8043339,90.08949,1.6165018,89.69654,10.644818,0.14161521,8.67668,]"
118,"[115.98879,2.0059366,53.669884,9.353582,0.6250194,103.99925,1.188041,111.84089,5.7270913,0.18288791,6.131315,]"
119,"[82.26755,6.4149065,53.017334,5.409991,0.329015,60.655685,3.8202775,17.235428,8.840567,0.8916005,6.948872,]"
120,"[,56.181206,5.3743825,27.912792,13.6378975,0.7951257,119.88867,4.7048826,102.48235,9.514862,0.96673566,7.533552,]"
121,"[109.610596,2.4185462,99.45477,7.8683243,0.41763514,136.55074,5.814447,68.636795,6.111894,0.2421518,8.971723,]"
122,"[,52.13604,6.201691,113.721855,7.64205,0.26604357,47.779694,2.1039698,23.854916,11.54051,0.85544497,8.522071,]"
123,"[,52.27294,3.1461124,135.42303,12.088798,0.77956414,58.26539,5.534397,13.4719925,6.289952,0.3583299,8.161844,]"
124,"[30.530914,2.1345296,27.472008,12.469694,0.4605322,73.31163,1.2631602,86.35345,6.0590477,0.61126536,7.049283,]"
125,"[46.760662,2.765968,79.89525,10.171095,0.1592837,86.642105,6.239154,71.7979,5.739145,0.30452973,8.197514,]"
126,"[,56.34322,1.1297975,106.53219,13.008062,0.7554871,59.74002,1.4377899,122.3758,6.0942235,0.6334481,7.4035068]"
127,"[,53.182976,4.9241905,104.09514,9.362209,0.4397893,42.380135,3.6540682,120.51436,10.990483,0.5407273,5.754904,]"
128,"[,52.256493,4.0598817,112.738846,7.935358,0.46725738,122.48366,5.266837,98.94069,10.154267,0.37198946,8.846988,]"
129,"[,30.718517,3.0850086,147.80594,7.8711276,0.44926262,59.482204,3.3010337,142.15321,8.92587,0.5264199,5.8206615,]"
130,"[36.964127,5.5051446,75.90562,14.652266,0.5160638,54.229042,4.5935106,22.182339,12.919254,0.433903,5.9020944]"
131,"[,44.06672,3.6492493,68.14731,8.731281,0.62938225,116.32701,5.2936378,122.8195,6.7032404,0.8532878,6.4959974,]"
132,"[56.591,5.101735,74.89908,6.9675913,0.13988271,70.44756,4.280032,96.76889,5.8346066,0.56097245,8.021648,]"
133,"[130.34312,6.1668696,118.2041,14.916608,0.53351617,109.78679,6.209075,86.86107,12.889913,0.3686108,7.9950414,]"
134,"[111.08552,2.3275537,64.886536,9.890557,0.9134359,139.94083,2.4548168,143.09856,6.259498,0.6504284,8.430267,]"
135,"[6.7865654e+01,5.1190805e+00,1.0799824e+02,8.7526093e+00,8.0516696e-01,1.1193226e+02,3.3456013e+00,1.3037918e+02,7.6716390e+00,1.2575474e-01,8.4748955e+00]"
136,"[,31.775974,4.53647,100.63823,11.919797,0.7622656,143.78526,2.6245742,134.23764,7.1763864,0.6389978,4.266824,]"
137,"[,35.02736,6.29025,142.42055,8.8503475,0.9427557,108.41148,6.652339,22.182701,7.3745265,0.8409407,8.897953,]"
138,"[,87.33697,5.4461393,107.95859,9.249536,0.82078815,77.59718,6.9093018,98.329056,14.14434,0.34793898,5.1483192,]"
139,"[,33.213474,5.905347,143.35687,9.047668,0.7234551,130.65457,6.712367,87.893295,8.823584,0.36984724,6.119179,]"
140,"[,49.17065,4.961352,71.65666,13.368358,0.21624625,100.79842,6.7780457,33.095272,8.256715,0.63221574,8.71188,]"
141,"[,31.930653,2.3476813,105.440155,8.021299,0.5333465,32.235397,6.7341237,60.511486,13.772163,0.69672275,8.889441,]"
142,"[,35.64931,5.534131,58.77938,5.3705797,0.4137447,140.13159,6.367948,58.68319,5.5995917,0.5032202,4.6218886]"
143,"[,33.434948,5.479151,11.155106,9.745286,0.54692256,144.44313,6.0116835,16.040726,5.2820616,0.9074918,6.344463,]"
144,"[134.50374,6.4195967,65.88499,11.234597,0.4293609,145.33972,6.951787,149.42561,6.238988,0.50794375,8.293671,]"
145,"[,66.09338,5.534755,68.032585,13.784426,0.64295554,135.8266,3.5020924,103.53878,13.017916,0.5512522,6.9225507,]"
146,"[,73.084114,3.4357977,18.876312,11.900354,0.12980595,112.03911,3.9529915,48.505623,14.018043,0.9441627,5.623755,]"
147,"[,43.987316,2.0388525,18.32338,14.348869,0.13861611,102.51409,5.4010167,19.208584,5.792811,0.25082514,6.241989,]"
148,"[,86.49599,6.102227,116.28141,13.8256645,0.25330028,54.372948,5.6895742,133.71616,7.9191403,0.6461429,8.266081,]"
149,"[,62.89423,5.567049,119.40706,5.775517,0.41647655,124.22937,6.690787,42.08905,12.563235,0.6939141,7.459957,]"
150,"[120.83833,2.97121,133.52628,9.283942,0.7733321,127.57379,6.8395605,64.86723,6.859415,0.7151849,8.140709,]"
151,"[,63.966957,3.313365,23.786232,9.205434,0.3791165,136.05472,6.104321,10.67411,12.011286,0.83485276,8.715531,]"
152,"[,52.372997,2.752201,30.853664,10.960561,0.47127205,56.74154,5.762804,135.2213,8.426084,0.24620599,7.2342014,]"
153,"[,31.271523,4.7965183,142.08186,12.28221,0.27169982,144.54128,4.002236,95.13624,8.690511,0.97459286,8.939345,]"
154,"[,61.35457,4.178884,146.47415,5.9391413,0.8050965,131.9168,4.5218115,128.07048,13.737168,0.97211707,8.661476,]"
155,"[,36.819397,5.958451,38.952732,8.881707,0.19139677,118.56636,2.2420912,48.72502,10.1761265,0.23225373,6.46576,]"
156,"[,48.96076,5.453218,144.74973,11.101965,0.4596644,140.50055,6.147643,61.78874,6.5823317,0.28764394,5.874059,]"
157,"[43.576218,2.2520773,76.624084,12.013279,0.58939964,64.65548,5.9974422,78.70553,10.035602,0.4151121,7.8897653,]"
158,"[,47.296402,1.7247124,104.58737,10.878939,0.16735673,114.684525,4.911863,103.700325,13.086756,0.71508104,8.635,]"
159,"[,94.99768,1.2906513,108.01044,14.305061,0.301196,113.659836,5.4035397,118.81009,13.297289,0.76147056,8.950276,]"
160,"[112.828415,3.967572,98.08968,13.115062,0.31993157,144.53824,1.4830115,141.19762,6.056032,0.8677404,5.834381,]"
161,"[135.89264,5.9335437,94.745766,8.676293,0.27987254,44.657276,5.1839714,100.550804,7.410452,0.67181575,8.29183,]"
162,"[,53.365475,1.1772528,19.622955,5.3297176,0.1909152,99.61732,4.9525976,148.0638,10.132042,0.5193559,8.749201,]"
163,"[,33.563,2.130098,134.86444,14.241138,0.36921567,144.13165,6.5177546,90.56785,5.47553,0.25676706,8.045098,]"
164,"[,87.99012,3.1197639,86.272934,7.3765926,0.218238,130.13031,5.5356474,43.78472,8.365591,0.9401021,7.606306,]"
165,"[,42.99661,4.6816883,21.413956,14.712706,0.25546965,60.547874,4.608234,108.26042,8.938941,0.6659754,7.8285804,]"
166,"[,85.57842,5.01089,57.74449,12.816529,0.4135465,130.32474,5.514353,134.35129,14.195404,0.58476406,8.62153,]"
167,"[5.8540489e+01,6.2108688e+00,1.4686981e+02,7.1809654e+00,1.3155097e-01,4.5792816e+01,6.1395998e+00,1.0916129e+02,1.3246099e+01,2.0810041e-01,7.9434299e+00]"
168,"[,44.079853,1.9467039,139.39645,9.0721245,0.33150765,104.666985,4.5737333,121.82805,14.431208,0.49904847,5.4526935,]"
169,"[35.45571,3.3601775,25.32021,5.504448,0.28716183,80.86244,5.7887077,62.3917,6.35695,0.39125913,8.842332,]"
170,"[,31.678307,5.866423,65.34556,13.242478,0.41405606,144.01164,5.0207877,82.82676,5.410408,0.84230596,6.788954,]"
171,"[116.90898,5.657563,29.35199,9.399531,0.5758756,119.44433,5.423127,68.97056,5.819097,0.8440062,8.935822,]"
172,"[,64.54188,6.6752806,117.06262,5.587825,0.9534923,101.820854,4.8313613,67.047714,5.278452,0.69899976,7.71607,]"
173,"[,42.236774,2.8566277,57.93126,9.404609,0.71376365,49.65307,2.661323,139.0232,5.997916,0.8474276,8.021403,]"
174,"[,52.807575,6.1768117,99.764244,8.433436,0.1201587,111.029144,6.2959437,37.35841,5.452923,0.1571218,6.530163,]"
175,"[,31.31158,6.973237,130.3294,6.4745145,0.13174734,79.68124,3.726845,116.99923,9.080845,0.6920291,8.460422,]"
176,"[113.375885,4.8791375,138.99399,7.707838,0.45360234,130.37682,3.789133,20.49445,6.9870043,0.56757164,6.6517076,]"
177,"[31.26186,3.672587,93.194466,8.32143,0.8263607,82.90913,1.9976175,12.587868,7.1747985,0.96086454,5.646802,]"
178,"[102.050476,3.8453927,125.638794,11.801316,0.15471712,89.30013,6.2059236,44.93823,9.282323,0.23158047,8.168955,]"
179,"[6.2607559e+01,2.7852116e+00,6.1688465e+01,5.7457118e+00,9.2415988e-01,1.3154027e+02,6.6350050e+00,3.9156960e+01,5.8538427e+00,1.2099111e-01,8.4186764e+00]"
180,"[,37.549538,2.773796,38.84285,6.8662343,0.24647978,115.868805,2.8049183,49.75543,9.864774,0.57933456,5.1488843,]"
181,"[,31.21416,5.333701,15.834755,6.4511757,0.81668794,145.21533,6.7639394,103.38399,7.7941294,0.43233666,8.658841,]"
182,"[114.659546,6.5406117,114.99592,8.732286,0.84626967,66.81531,5.693799,85.55234,8.125451,0.89880586,8.61098,]"
183,"[128.12903,6.394188,132.96356,9.412822,0.44495454,74.68146,2.986801,17.884659,5.623514,0.51131696,7.852617,]"
184,"[,89.321655,1.7943828,58.570786,11.015105,0.14675647,105.32548,4.891836,16.992508,11.184338,0.58307177,8.047474,]"
185,"[,43.56483,3.1397696,124.32503,9.910166,0.1513513,137.90277,6.8039165,32.81365,9.405594,0.92143726,8.861649,]"
186,"[,38.373253,4.8479347,75.08411,5.292599,0.13329983,113.43351,4.5520115,66.47671,6.130907,0.80561405,4.327652,]"
187,"[,40.89933,6.8342886,19.735146,14.182623,0.20262754,148.36816,5.9405103,14.804817,6.81024,0.21706998,8.93067,]"
188,"[,45.441227,4.842494,77.642296,14.381161,0.3970165,97.23011,6.2285643,100.940216,9.023028,0.9868306,8.457718,]"
189,"[,59.86538,6.614974,110.580986,12.73861,0.4038201,72.32739,5.942467,98.13618,5.769167,0.24513409,6.346334,]"
190,"[,89.04363,6.667938,117.19481,11.03012,0.551323,119.49703,5.9154468,126.93884,14.310267,0.604606,5.1253834]"
191,"[,52.71007,5.1802006,86.80732,9.192195,0.7433157,139.90045,6.8013735,139.00003,5.501979,0.41282818,8.366805,]"
192,"[,82.972206,6.7657733,21.070816,8.927753,0.4224309,134.15694,4.1829743,90.20708,6.824071,0.6390777,5.2337523]"
193,"[,36.287247,6.856345,12.589394,11.3438,0.2209138,119.54793,5.845894,69.81026,6.0537043,0.7369958,8.104034,]"
194,"[,49.36183,4.649827,56.934006,5.4646444,0.7122328,120.19958,2.2813768,124.659035,11.530616,0.84040356,8.8845,]"
195,"[148.31049,2.0790844,82.89792,5.3597507,0.87856245,59.96235,2.4759026,60.516495,7.96768,0.53574204,5.2673616,]"
196,"[,34.566036,6.899267,36.73707,14.127445,0.9233241,80.37512,6.248276,130.05083,5.240502,0.9379456,8.736975,]"
197,"[,60.373146,6.5721517,40.96405,12.8091955,0.74221814,146.80927,6.41893,104.89783,14.052573,0.8764185,8.185259,]"
198,"[,65.15507,5.383527,23.27134,12.332233,0.9203904,138.83664,6.1665363,25.178871,14.156076,0.9051938,5.946574,]"
199,"[,30.783752,4.844315,73.83201,8.513166,0.41797763,110.05293,6.7467995,70.107254,8.183497,0.63818395,6.1292133,]"
200,"[,59.03994,6.2706976,48.043327,14.229794,0.9364042,65.580505,6.3761373,110.03581,5.52946,0.67333865,7.639885,]"
