episode,action
64,"[,30.465336,3.9793894,30.150944,9.848548,0.7679974,144.9058,6.0243497,124.92119,6.9053984,0.69178754,8.643109,]"
65,"[,72.01128,3.632564,40.840816,8.953019,0.7111738,119.52493,2.947665,39.418205,12.685274,0.31754997,7.8709803,]"
66,"[149.43819,5.312225,48.85045,8.647682,0.7509811,119.77463,6.302026,111.7955,13.690789,0.521891,7.908723,]"
67,"[,43.018803,5.0358973,144.62903,6.8633957,0.92648935,51.26482,2.2109714,101.146416,11.141393,0.9971919,8.813241,]"
68,"[122.33071,4.5118017,45.9375,5.1804566,0.950659,66.7538,5.08842,106.69504,7.709305,0.2668426,6.856081,]"
69,"[,74.40538,5.506158,33.15081,7.9267073,0.42285782,48.97344,3.4125025,123.54398,11.935579,0.86188996,6.153914,]"
70,"[148.38605,2.0466723,95.28827,8.264091,0.35184276,44.875378,1.0158856,69.892334,10.840714,0.2504248,7.2614164,]"
71,"[,79.237595,4.9773855,26.11485,8.807878,0.22703463,96.65271,2.8779516,132.87242,14.848636,0.8401287,8.970596,]"
72,"[117.91022,3.4769738,68.77608,13.754796,0.90316045,85.70386,1.7556326,119.383026,11.974953,0.3867551,6.5916915,]"
73,"[,32.041325,6.742261,16.373375,6.87542,0.847794,109.97397,1.6547396,41.181347,14.299408,0.6123164,7.338539,]"
74,"[,76.24098,5.096459,76.36022,10.802395,0.2108208,79.35777,4.224002,107.90133,5.7230873,0.92710197,8.261621,]"
75,"[101.637634,6.403669,108.497086,6.2395945,0.4649508,57.141003,6.405325,133.46588,7.4222174,0.22484437,6.5835586,]"
76,"[137.11491,1.5144901,148.13426,14.194622,0.7927059,39.38278,2.8280175,132.33618,13.205147,0.92615044,4.6562505,]"
77,"[149.13336,2.3288827,108.05426,14.9576025,0.638777,37.44253,2.730108,15.161583,5.1299877,0.96401584,8.823896,]"
78,"[111.65559,6.866497,19.439022,11.552938,0.5269779,136.40149,6.52079,76.17312,13.279915,0.9547759,4.1245174]"
79,"[120.41307,3.7793627,82.796974,11.929096,0.97070897,33.714325,1.6503859,33.43969,5.116836,0.8422924,5.114911,]"
80,"[148.24153,6.786027,20.01495,5.3640957,0.7841204,82.25858,3.7723825,25.031647,10.434713,0.45179963,7.2340546,]"
81,"[63.76184,3.409332,82.07484,8.3160095,0.3439967,79.23742,1.1971745,14.013062,11.970905,0.7443795,8.903919,]"
82,"[1.3731866e+02,1.1267967e+00,1.4505386e+02,7.9887772e+00,1.2811640e-01,9.6325882e+01,3.1093023e+00,1.0519126e+02,6.4544468e+00,4.7992617e-01,6.5098972e+00]"
83,"[1.47854462e+02,4.45101500e+00,1.25181885e+02,6.93476152e+00,1.03564769e-01,1.36537292e+02,6.25547600e+00,1.63074265e+01,6.87915516e+00,2.47641355e-01,8.20849037e+00]"
84,"[,56.083786,2.0563164,110.15038,11.206749,0.9537195,87.93872,5.2718477,104.42562,7.507329,0.14757863,7.1451,]"
85,"[112.79494,5.577198,102.40975,14.606592,0.5198871,129.33809,2.99942,26.768505,12.448247,0.6286453,8.259163,]"
86,"[137.5823,6.88302,26.217556,13.585985,0.98440516,139.084,3.1546206,121.715836,8.901661,0.7330833,5.404207,]"
87,"[105.4287,6.7449174,138.39345,7.13034,0.4928048,133.50835,1.2038834,145.21967,6.797913,0.9106405,8.301826,]"
88,"[,79.72384,1.4577777,128.27266,9.81872,0.7006724,128.97057,6.3147326,127.756615,14.055052,0.27849728,5.373512,]"
89,"[107.019684,2.4900465,85.80894,9.666178,0.733417,47.068726,5.6146936,17.904644,7.5603976,0.7525506,5.5569496]"
90,"[,98.47001,1.1381245,123.1469,11.999838,0.8935838,54.497787,5.117998,47.88147,5.2865944,0.29313034,8.193682,]"
91,"[135.75757,2.908151,42.195972,13.272463,0.15790549,44.01278,3.0941782,114.316986,9.604298,0.57894164,4.9352546,]"
92,"[51.741364,1.1393061,44.962254,13.607169,0.4175768,53.2745,5.8459635,45.775482,9.822343,0.3711816,5.071302,]"
93,"[104.6267,2.2164714,106.17757,13.633619,0.5446894,90.52835,2.3639617,135.32191,7.013279,0.9513191,7.2351513]"
94,"[,93.71941,4.0509806,140.28261,6.744173,0.20688337,146.10182,1.0153263,95.28001,11.32099,0.88409126,7.5488133,]"
95,"[86.39435,2.1325202,17.892136,6.7672334,0.24729598,34.16746,2.052245,22.890045,7.6373396,0.49658638,8.065118,]"
96,"[,39.755173,5.061714,28.003841,11.345011,0.6093861,110.19123,6.654526,16.008057,11.626859,0.12440789,8.984343,]"
97,"[143.14554,1.5303497,142.20558,11.895397,0.27003056,30.93821,6.0530486,21.784557,13.113002,0.61092234,8.467855,]"
98,"[,87.45047,2.838077,56.14634,10.298326,0.17283434,60.57377,4.284406,147.75818,10.406098,0.44080526,4.722424,]"
99,"[,37.303246,1.0596659,36.915134,5.663159,0.8995183,133.14226,3.7392302,103.89576,6.9750237,0.771716,8.5219345]"
100,"[,97.51666,1.5326085,136.85732,11.45728,0.86214244,79.60559,5.2917404,35.84924,9.732598,0.9777082,8.305155,]"
101,"[118.12445,2.9640036,28.288712,10.318109,0.27748203,96.32501,6.3337145,35.29935,14.636573,0.6510286,4.732318,]"
102,"[115.37196,5.5154157,127.90938,9.570537,0.6762092,35.608253,4.3785353,83.77665,6.782351,0.19654325,8.969334,]"
103,"[122.12822,6.171506,77.14781,13.870711,0.2169852,85.342514,1.0700109,138.23781,10.69021,0.7382507,8.669909,]"
104,"[54.854794,1.6081009,60.05304,7.2115474,0.5093956,41.53056,3.322106,81.62378,7.2777367,0.18791866,7.2661057,]"
105,"[144.86642,2.510438,81.57659,5.320408,0.25365546,145.4055,1.919066,119.95426,5.67309,0.7962228,8.345375,]"
106,"[,70.137535,4.1463366,102.059944,11.072045,0.5827234,127.02207,4.4143953,140.43735,11.298702,0.16949055,8.740057,]"
107,"[,91.74259,5.1398034,118.99837,13.93147,0.16277272,143.63565,2.7741644,27.712955,10.410944,0.31941336,4.767454,]"
108,"[145.52905,1.6678386,143.53851,5.3386593,0.9587704,148.90689,3.2268317,101.76256,8.6988735,0.3479865,5.8774834]"
109,"[143.41522,1.3280551,44.225254,6.442179,0.76171243,74.44099,5.2591352,115.019585,6.950655,0.67606294,4.0220966,]"
110,"[1.0819928e+02,5.5269222e+00,7.1889450e+01,6.2203484e+00,8.0229658e-01,3.6332138e+01,4.1840029e+00,1.1256555e+02,6.3334484e+00,1.1254847e-01,4.4079056e+00]"
111,"[1.4058041e+02,2.0739374e+00,4.8553719e+01,6.5815973e+00,1.3839161e-01,1.3168225e+02,3.0362532e+00,1.0811226e+01,6.5990276e+00,1.3396254e-01,7.2522583e+00]"
112,"[103.33087,4.557863,12.917076,13.599588,0.8094139,83.137535,3.2126884,139.23804,13.843033,0.6260379,5.7541823]"
113,"[86.45148,6.3333282,22.739544,13.950732,0.893399,76.385086,6.696524,64.78477,12.421516,0.48363075,5.6669135,]"
114,"[130.46579,6.9071755,113.35239,10.510048,0.91277677,36.053703,6.90572,25.549088,8.850053,0.9373245,5.8441067,]"
115,"[115.87837,4.921149,114.976006,6.3408833,0.41707346,144.65527,4.4583707,94.70706,9.151021,0.17275506,4.8225074,]"
116,"[126.915085,3.2779226,56.12072,7.394205,0.96567,100.49376,4.493119,141.36806,12.57276,0.98712575,7.7780905,]"
117,"[107.17738,3.8814247,112.02224,7.5183015,0.3247422,45.781704,6.780137,147.30223,11.804639,0.8657739,7.982324,]"
118,"[,61.265694,4.32125,148.43726,5.668804,0.22345859,62.745094,5.8217163,13.167923,10.322538,0.79353213,5.025798,]"
119,"[,32.609882,1.8151648,67.12296,8.633201,0.88185227,64.34761,6.266084,139.32277,14.455369,0.78860253,6.468098,]"
120,"[,69.39528,1.5211117,118.58615,13.607069,0.5061962,40.24908,2.254356,22.449139,13.589434,0.81866634,6.764874,]"
121,"[,53.446613,3.5801888,73.1914,13.368379,0.29352424,111.67698,5.5778246,19.214146,5.2892127,0.3504022,4.31151,]"
122,"[129.6542,5.946681,17.957787,9.851726,0.2398794,104.05449,6.920655,48.110413,14.793063,0.48161697,8.676151,]"
123,"[,94.81617,6.3652415,143.88359,8.364833,0.2454482,76.58382,6.6092734,145.2077,11.742761,0.3582733,6.0995975]"
124,"[149.28178,6.6962724,148.21313,12.214146,0.41529182,143.86357,1.099155,146.88162,9.755173,0.59312636,5.209652,]"
125,"[,48.837418,3.0375752,147.58356,7.272973,0.78389466,84.148026,1.025917,51.297318,11.737843,0.27974954,8.739462,]"
126,"[,46.330547,6.2216277,80.833084,10.62615,0.9752743,124.21294,2.7346036,132.37112,11.477775,0.8888769,4.499255,]"
127,"[138.73294,5.1295223,67.49615,14.851381,0.6833149,73.01119,1.4977548,37.85496,6.0738115,0.57533014,7.7116528,]"
128,"[,50.424282,2.513372,55.892727,10.077376,0.35348123,148.35272,2.4844794,146.26468,11.374086,0.8015296,4.2511377,]"
129,"[130.30438,6.4861393,63.601032,7.578228,0.8246175,128.66055,1.6400657,26.229904,13.894239,0.72995186,8.247988,]"
130,"[1.41886307e+02,6.19606495e+00,1.43468857e+02,1.28534231e+01,8.64287794e-01,7.95133972e+01,1.13470173e+00,7.84539337e+01,1.44785614e+01,1.23358905e-01,8.70106316e+00]"
131,"[111.011536,4.7691445,111.49318,6.017214,0.7940668,148.32455,1.6678505,12.100327,13.426068,0.40130177,8.361343,]"
132,"[140.13675,1.3018486,85.221275,11.334075,0.97624934,31.396488,1.8548672,58.468315,6.16963,0.94760543,8.33989,]"
133,"[128.07741,3.5103326,50.718323,12.10086,0.85189974,35.136265,5.653188,69.56417,5.3331003,0.87777054,5.7027187,]"
134,"[,52.277046,3.1410155,137.04381,8.386922,0.3342319,43.961304,1.4351969,101.182816,11.438889,0.5866038,8.28285,]"
135,"[140.00699,3.0729702,110.34062,14.607874,0.265899,99.490845,6.936972,113.95491,14.868291,0.9656303,7.3380594]"
136,"[,62.41369,3.2995987,117.0635,11.7910385,0.1991143,96.990425,2.4853432,78.7786,14.3765,0.6651785,8.390383,]"
137,"[142.99252,1.1619959,42.823467,5.8757143,0.22576398,51.787045,6.6163282,108.08088,14.238033,0.6041517,6.9137044,]"
138,"[142.97934,3.6883698,72.15533,8.27025,0.2801118,43.40641,5.315976,122.02953,9.777398,0.82347333,4.150079,]"
139,"[137.60295,6.126851,125.929825,8.492678,0.14189386,116.040855,6.657714,104.14575,11.177423,0.7161676,6.543302,]"
140,"[,71.72846,6.02328,87.80883,13.300812,0.5941851,80.96631,1.5664537,145.62253,9.65721,0.5200451,6.173316,]"
141,"[116.41571,4.659593,114.522934,6.367363,0.39302388,56.818424,2.9376602,148.87625,12.809405,0.45919204,7.2486863,]"
142,"[,98.275215,6.1020913,135.04713,13.65159,0.867448,118.50032,1.450737,10.723488,8.746318,0.93120587,4.332472,]"
143,"[,35.71207,5.5715046,132.98058,10.875878,0.48117042,52.50798,6.2541914,87.80498,13.253037,0.9795816,4.0281053,]"
144,"[,84.65157,2.9311135,130.14943,8.942433,0.57306373,55.18158,2.2445984,49.37427,11.655534,0.1544629,6.609173,]"
145,"[,95.28267,1.5085096,36.494015,10.8759775,0.9079943,75.670876,3.5090764,136.42351,5.6091633,0.6929353,5.284355,]"
146,"[,43.838333,2.0158749,132.341,13.735119,0.9740937,109.723175,5.5450125,72.34143,8.1853695,0.8370891,5.4800653]"
147,"[127.307846,5.5306997,51.59839,11.475186,0.790347,68.559204,5.3922553,55.979607,9.792152,0.9490489,4.7392282]"
148,"[35.58927,5.360827,88.52782,9.853215,0.38016117,84.821465,4.579745,76.42081,8.91746,0.12411314,8.140225,]"
149,"[,38.871456,2.0903485,18.421436,12.470417,0.8175206,122.30089,4.832423,84.84763,7.9873676,0.976112,4.3646116]"
150,"[1.39831375e+02,3.33969045e+00,1.36763931e+02,9.74667740e+00,1.95881099e-01,1.47775208e+02,2.81141353e+00,8.37409744e+01,1.21963043e+01,1.13484085e-01,4.58339119e+00]"
151,"[141.70564,2.9954417,15.047966,5.4507647,0.91994274,139.28564,2.4792323,125.909424,10.857945,0.46031326,7.260284,]"
152,"[,40.802048,4.8452067,11.405037,13.482022,0.21127701,133.93619,1.7343006,86.20484,12.50712,0.44215736,5.2189646,]"
153,"[113.05229,6.10532,96.43683,6.609881,0.51107836,127.36831,5.9971085,15.766518,12.437678,0.2864588,5.1294317,]"
154,"[142.10498,6.0852327,105.76255,8.314501,0.9296138,83.76034,6.978002,51.44375,9.317585,0.724571,5.1831865]"
155,"[,79.46962,6.871656,47.396606,7.068566,0.3785402,85.57988,1.5373168,143.79884,10.06421,0.88009334,5.619436,]"
156,"[103.46703,4.4209814,76.50731,5.8166394,0.9767543,48.66339,6.5675335,54.824207,10.456499,0.2898737,7.6091647]"
157,"[73.30751,6.703544,84.08093,14.785644,0.6868818,84.16043,2.460616,81.52991,6.981744,0.3616382,8.404286,]"
158,"[147.7428,2.3003426,30.384151,13.739924,0.9388772,72.27981,1.051199,29.576374,12.200359,0.4933508,4.7101507]"
159,"[149.52373,6.8114986,50.78795,14.7122755,0.48669672,60.931602,4.174857,114.85208,6.0701876,0.73493844,8.413413,]"
160,"[,97.51546,2.37679,46.328465,5.8755903,0.16195789,136.88367,1.8541532,30.905334,11.302343,0.25355908,7.1963205,]"
161,"[103.61262,5.61726,59.012737,5.688038,0.30460075,59.31643,4.1878886,89.15696,6.1549044,0.22293967,6.977072,]"
162,"[52.534214,2.719452,75.96653,10.21413,0.6766218,66.96489,5.7670403,22.744884,8.3361,0.9439696,6.3454914]"
163,"[,68.69921,1.6995192,74.01207,8.0763445,0.610521,85.98076,4.590718,147.01126,6.102358,0.18854418,8.619251,]"
164,"[135.51076,1.5618789,69.396805,9.950128,0.8435955,34.484406,2.5676496,42.855934,13.356961,0.20505407,8.769597,]"
165,"[,75.056984,2.4199593,75.645584,13.869898,0.18811217,125.37697,2.1520677,85.16718,10.902126,0.76109743,8.449674,]"
166,"[138.99673,5.724599,143.76462,9.073302,0.85409737,54.37462,2.7423782,88.9018,7.473569,0.47296202,6.1153383,]"
167,"[147.11346,5.654628,28.424385,6.033924,0.2607395,144.82335,3.794358,110.83092,5.1980863,0.9035549,4.042179,]"
168,"[133.771,5.7016497,84.05107,5.8699083,0.13501826,100.14845,4.675725,70.229355,5.6618958,0.266976,8.009488,]"
169,"[78.189514,4.1224327,85.300674,12.56833,0.9161167,92.93434,1.7236502,97.19536,9.017214,0.47120368,8.645258,]"
170,"[,91.48155,4.3420444,139.86084,7.797413,0.48660576,113.25646,5.019563,145.78117,6.2362046,0.8884691,4.4736996,]"
171,"[89.74625,2.752555,22.730618,9.483557,0.9611424,59.110832,6.239908,30.825172,8.773222,0.22653115,7.529275,]"
172,"[,82.856415,1.3979266,76.066536,13.321381,0.15715802,139.69904,4.9542594,95.18196,14.56757,0.8518797,4.613092,]"
173,"[,45.78065,5.1993346,125.53836,5.2196827,0.8549285,43.44963,4.535712,147.89246,8.044977,0.8403133,4.261272,]"
174,"[,45.35144,3.7499795,26.261627,10.02884,0.670832,127.843315,3.0906613,73.75146,13.827791,0.35599965,5.5347805,]"
175,"[7.8635994e+01,3.7216425e+00,1.1762756e+01,1.0785293e+01,1.2807190e-01,4.0653259e+01,3.2236362e+00,1.4283578e+02,1.3523661e+01,5.4178083e-01,7.8697562e+00]"
176,"[,58.125214,1.680625,133.42482,6.251929,0.69563794,103.3683,5.790601,130.63634,12.687484,0.2326028,6.482602,]"
177,"[9.59290771e+01,6.27272463e+00,1.43373337e+02,1.07520285e+01,1.25363857e-01,1.49204529e+02,2.39960814e+00,9.40932236e+01,1.07858305e+01,2.44432539e-01,7.60919046e+00]"
178,"[141.53188,1.8805113,147.59273,12.985619,0.9946874,95.538956,2.02824,107.60123,10.435942,0.23279211,6.830122,]"
179,"[,38.530777,2.9447615,91.22143,14.033155,0.28894892,109.00501,6.041518,85.15662,9.503871,0.8467423,7.4706492,]"
180,"[,93.37592,5.9629583,37.025024,7.053345,0.98679554,100.60264,5.1550493,108.179245,13.656195,0.11270443,6.0037894,]"
181,"[,94.01826,1.7231536,124.112366,5.9904785,0.35593206,134.57632,1.9441826,130.56393,13.057792,0.5208899,6.711897,]"
182,"[,84.86376,5.657906,140.05946,14.022989,0.73035103,129.79123,6.5230923,23.447998,13.523757,0.4495231,7.626412,]"
183,"[129.75162,4.005471,70.41789,8.535002,0.8692633,119.680984,1.9666529,57.33731,14.300951,0.7881454,4.703302,]"
184,"[145.43497,4.331834,92.3818,6.048217,0.30683815,77.95994,4.1556754,101.58942,6.389716,0.6621008,8.438906,]"
185,"[,99.01212,6.792264,67.50414,7.798646,0.9030824,40.474403,3.4839044,102.46844,7.770378,0.72355235,5.8529778,]"
186,"[96.82352,3.0537717,92.36968,12.790821,0.46854746,87.41367,2.6873045,34.072887,6.5368457,0.8714537,8.881355,]"
187,"[144.64278,3.8998554,55.523567,11.060288,0.5457594,109.949356,4.558707,89.23339,13.781943,0.6107091,4.487084,]"
188,"[,70.01784,2.5664797,35.04228,13.190994,0.5752941,149.15488,5.093455,107.077156,11.863329,0.5437917,7.437148,]"
189,"[4.2540699e+01,2.7630861e+00,1.1231053e+02,6.5347204e+00,1.0879028e-01,5.4012894e+01,6.4849339e+00,1.3290356e+02,7.5711679e+00,7.0595586e-01,5.7020421e+00]"
190,"[57.862522,6.472528,44.43922,12.5504265,0.81694543,69.88178,1.1831093,19.469376,13.052504,0.8351351,6.969494,]"
191,"[,33.01238,2.7440424,30.068398,12.932949,0.95119214,117.146194,4.0717616,73.212715,11.697399,0.9408351,7.6138926,]"
192,"[136.8741,6.7442255,21.922306,10.888533,0.31479144,116.545586,1.6008492,135.40768,14.292304,0.68701804,5.293452,]"
193,"[124.76114,5.1139755,83.539406,14.463059,0.68845123,113.67503,3.7254941,72.3822,13.894016,0.37973458,4.6924653,]"
194,"[103.834465,1.4956243,122.97152,13.529676,0.5148689,102.0466,3.718443,137.90941,12.996086,0.9664937,6.357255,]"
195,"[32.123737,6.4018235,41.37776,10.015891,0.13183054,54.246513,3.0004957,99.142914,14.623675,0.1875028,7.732587,]"
