episode,action
33,"[104.3134,6.36239,40.43108,5.566936,0.85416377,62.916393,6.9964585,118.6927,12.607994,0.22955137,5.680651,]"
34,"[107.56043,6.4071665,104.321556,7.751561,0.6259647,49.501244,5.8750963,143.91325,13.877504,0.3029074,8.89752,]"
35,"[116.75159,2.8878565,135.15279,6.1978216,0.15199402,103.574165,6.8097887,26.861694,12.184947,0.27932173,5.926182,]"
36,"[,71.55885,6.5455832,136.51157,6.3592405,0.6976635,46.39724,1.0192637,16.792667,13.442537,0.17549396,6.2349167,]"
37,"[1.15652824e+02,4.26386452e+00,1.49030762e+02,8.45468140e+00,9.20364499e-01,9.23052368e+01,1.16936588e+00,1.01615913e+02,1.10865898e+01,1.31346226e-01,8.98902702e+00]"
38,"[98.42955,6.2907767,24.88076,11.224638,0.8043572,94.56012,6.736161,92.19083,14.548155,0.11018726,5.8630056,]"
39,"[,41.766823,2.7666657,47.589798,10.368532,0.6708717,128.19995,1.6966524,77.16961,14.478474,0.22733307,5.72958,]"
40,"[,74.85794,6.136355,30.713284,7.084914,0.75803125,38.43272,6.581437,134.53577,13.963171,0.75440073,8.679071,]"
41,"[,76.02786,2.9400172,85.26504,5.162797,0.82849866,77.59146,1.0220723,137.91063,14.038874,0.47010285,8.476978,]"
42,"[6.71684265e+01,2.15420651e+00,1.34213791e+02,1.17777596e+01,3.76784801e-01,1.15654816e+02,5.29409599e+00,1.24187477e+02,1.14366512e+01,1.24307752e-01,7.59950590e+00]"
43,"[123.67815,3.8839118,27.656864,10.704765,0.66104835,47.120823,6.4698124,108.286736,11.573121,0.47739205,8.912682,]"
44,"[130.19853,1.4127421,130.6184,10.379654,0.7475543,85.14752,1.5319531,111.51712,14.72228,0.27482754,6.2728853,]"
45,"[,69.78401,3.9895513,141.72047,5.741274,0.8419739,68.53837,5.6185613,48.129868,14.897634,0.48868755,8.713382,]"
46,"[,51.531788,5.6731586,146.2337,6.9088254,0.34973875,69.89144,3.0873137,20.563244,9.193005,0.944108,8.773151,]"
47,"[,39.467007,3.6362882,41.64148,13.178304,0.7000475,69.19811,6.55622,121.247055,13.569048,0.24565989,6.9213514,]"
48,"[114.083725,6.2352133,132.57567,9.96449,0.83823776,94.0417,6.9706273,66.90513,13.345609,0.3337828,8.949245,]"
49,"[40.30752,5.6133494,13.379845,13.888104,0.9330801,77.69629,1.7991633,23.39555,5.3185983,0.4514895,6.068702,]"
50,"[126.78599,6.8648524,145.89893,13.908209,0.8102977,92.59839,1.0076554,46.818447,8.373833,0.68812805,7.521525,]"
51,"[30.00026,1.0017245,10.006508,5.001105,0.10023102,30.00087,1.0000215,10.007973,5.,0.8092811,4.000071,]"
52,"[3.00000000e+01,1.00000000e+00,1.00000000e+01,5.00000000e+00,1.00000024e-01,1.50000000e+02,1.00000000e+00,1.00000000e+01,5.00000000e+00,1.00064993e-01,4.00000000e+00]"
53,"[,30.,1.0007606,10.198128,5.1501904,1.,31.49842,1.0111055,144.49915,5.0147896,0.9999975,4.06423,]"
54,"[,30.054081,1.0021679,10.214981,5.1522737,0.2349006,150.,1.0127735,146.23367,5.,0.99999607,4.0704155,]"
55,"[1.5000000e+02,6.8335886e+00,1.4941687e+02,5.0565491e+00,1.0000005e-01,1.5000000e+02,6.9993296e+00,9.4818619e+01,5.0000005e+00,1.0025409e-01,8.9996634e+00]"
56,"[3.0000267e+01,4.2533908e+00,1.1565622e+02,9.5284357e+00,1.0000098e-01,1.4999994e+02,6.6962500e+00,1.4863823e+02,1.4999953e+01,3.6190510e-01,6.4064183e+00]"
57,"[,39.778442,3.8845286,148.76837,12.566146,0.97035146,144.49069,1.7601209,146.58034,14.240944,0.28642705,4.841838,]"
58,"[,30.1372,4.399221,10.8808975,12.824643,0.8627875,149.66064,6.6024013,11.690292,6.2691784,0.24675837,8.892505,]"
59,"[,50.090218,2.0418472,130.93536,7.47378,0.88912034,31.475288,6.969044,145.46106,12.980069,0.33957237,5.082694,]"
60,"[,88.17897,3.5610855,12.381012,11.71392,0.19133016,144.5366,6.2027144,26.46526,13.622599,0.47726482,4.021934,]"
61,"[122.994736,6.8928647,137.8911,11.932169,0.92039466,44.23677,5.375883,31.29396,6.1022387,0.43148243,4.6271505,]"
62,"[44.856277,1.991281,12.178818,12.578487,0.8331203,58.556534,3.4023776,40.25916,14.13252,0.24300772,8.460711,]"
63,"[,55.76158,6.6810074,134.02133,9.8519745,0.90056425,138.96292,6.806043,34.96151,7.243814,0.1606014,8.111677,]"
64,"[123.37344,1.4490225,118.10123,6.689092,0.66176695,45.085827,3.9289029,143.17372,9.6962385,0.18069923,8.793102,]"
65,"[60.247887,6.1868296,23.12904,9.643293,0.7101094,96.73533,2.9896564,18.041958,13.919531,0.42118877,5.1434374,]"
66,"[137.0137,3.0609848,121.66423,7.9760485,0.35881472,70.25798,6.340628,57.35334,8.216692,0.7164521,4.3049674,]"
67,"[,32.808594,4.6426554,31.04736,12.597749,0.9664372,130.07845,2.5241566,124.66966,12.640033,0.99162734,6.7467284,]"
68,"[1.46489243e+02,4.42869282e+00,3.90968704e+01,5.26693058e+00,1.32978529e-01,9.62622604e+01,6.50179625e+00,1.06019745e+01,8.82540798e+00,2.15864122e-01,7.86670589e+00]"
69,"[129.20381,1.0230606,143.90074,6.00984,0.29371417,45.089306,1.6870649,98.282196,14.595282,0.31144845,7.4901266,]"
70,"[48.739326,2.7513423,93.00543,13.081541,0.7784497,45.32451,1.6806839,17.542591,14.692512,0.4610215,8.635633,]"
71,"[,92.45796,1.8792787,56.2368,13.691289,0.29007396,134.34605,5.6130104,35.63014,14.118041,0.9826194,5.832516,]"
72,"[,70.48035,5.7580824,118.83589,13.35772,0.4473488,76.6238,4.365784,53.86026,5.7752237,0.23710242,8.91193,]"
73,"[131.79333,2.5299103,132.26866,8.781704,0.7403587,75.80839,1.4738398,130.09808,7.7827644,0.49708784,5.0042343,]"
74,"[,58.147682,3.99625,149.7716,8.737699,0.9947405,87.17466,6.27382,135.37424,5.762826,0.93733406,4.810434,]"
75,"[,51.97868,4.6785,109.8189,14.487313,0.26113537,56.412804,6.9161963,123.30637,10.159523,0.5944387,8.585318,]"
76,"[102.99921,4.702844,101.90381,8.118881,0.57099634,37.747307,1.762811,15.124931,11.004206,0.86080265,4.6901436,]"
77,"[4.56607018e+01,3.91575241e+00,8.21479187e+01,5.86384583e+00,1.30063415e-01,1.18515976e+02,5.62738037e+00,1.36815643e+02,5.75870943e+00,9.84141946e-01,7.96075726e+00]"
78,"[,42.644436,2.3720188,142.75696,5.4270535,0.3494605,42.892086,2.2026114,62.440407,8.427443,0.4160744,4.5536866]"
79,"[139.49591,3.1203718,16.226578,9.819466,0.25868788,136.18681,5.451271,57.51487,6.066437,0.95606184,4.5666103,]"
80,"[,55.65159,4.1049094,135.14459,5.327154,0.8683803,80.36327,1.2312126,35.190025,9.345906,0.9089843,5.587324,]"
81,"[4.4426399e+01,2.0494668e+00,1.3278111e+02,7.9012156e+00,7.5731313e-01,6.7896927e+01,5.7670307e+00,8.4555214e+01,6.1294737e+00,1.0786751e-01,4.3378897e+00]"
82,"[,57.51453,1.7147131,13.886658,14.849676,0.65197396,38.147766,3.8768497,124.84973,11.287829,0.413147,4.1451283,]"
83,"[,45.584675,4.333889,70.35737,12.449955,0.47893408,126.01215,2.4090977,35.285126,10.76689,0.9466076,4.0262184,]"
84,"[88.554565,4.7264566,59.71144,6.823058,0.930282,49.26961,2.8985167,38.195747,9.163176,0.80193853,6.406185,]"
85,"[55.995327,5.967066,14.764099,12.675467,0.12489411,52.60186,6.1193914,30.641834,7.8224387,0.18355608,4.0690336,]"
86,"[,71.554245,5.2263474,110.1031,7.489477,0.61154234,53.96492,4.210121,38.245346,9.359005,0.13200787,6.434663,]"
87,"[1.24766495e+02,2.73477888e+00,1.44229645e+02,7.11804485e+00,1.21447772e-01,1.43897842e+02,5.60661221e+00,1.62884140e+01,1.07297401e+01,7.85241783e-01,6.26430178e+00]"
88,"[112.06793,2.8514915,105.214005,6.5119967,0.27121142,133.45885,4.0805163,17.865448,12.982131,0.445669,6.985579,]"
89,"[,74.770775,5.194058,67.4571,14.553875,0.29641405,52.316124,1.672514,147.87938,9.133704,0.5365648,8.83233,]"
90,"[30.69012,5.8361897,16.053753,14.07724,0.8232342,46.050453,2.1207569,91.55519,9.329199,0.2767195,5.267061,]"
91,"[117.91506,1.0695243,82.30348,8.674155,0.49943858,31.616886,2.6140714,28.714413,5.993765,0.54617906,4.4885035,]"
92,"[137.30235,1.3004503,124.70969,5.0745816,0.3560733,121.434296,6.0190663,143.86577,5.075568,0.25204247,4.7974296,]"
93,"[1.3102069e+02,6.5779872e+00,1.4376791e+02,5.2966633e+00,8.9421004e-01,6.8035942e+01,3.7592590e+00,1.2967032e+02,7.7486887e+00,1.2585154e-01,4.3350496e+00]"
94,"[92.38351,5.5800667,15.593575,11.954609,0.53484833,38.660923,1.0205553,22.103691,8.782222,0.5209852,4.2049856,]"
95,"[8.9165352e+01,6.7770104e+00,1.2965607e+02,8.5680904e+00,8.9741015e-01,6.9948151e+01,1.1933458e+00,6.0248772e+01,6.4865403e+00,1.2215817e-01,5.5566330e+00]"
96,"[140.74518,2.7696104,96.124146,6.4838486,0.58122516,133.69359,5.422798,56.716194,5.8132987,0.6154536,6.6892004,]"
97,"[109.01663,2.7702446,52.920307,14.714144,0.5855959,40.015327,6.594345,41.65274,5.049915,0.33568266,5.303045,]"
98,"[135.5547,2.924914,36.909363,13.245905,0.19701055,146.29333,1.1512566,116.76784,12.456597,0.2533089,5.905517,]"
99,"[143.41484,6.342342,145.39206,9.092482,0.96605504,37.26033,6.3104587,115.548584,6.829238,0.94471353,4.657326,]"
100,"[,93.62226,6.8581285,123.32735,5.507262,0.53077173,45.628338,5.830786,134.21683,10.863718,0.13655162,4.673052,]"
101,"[136.33623,2.2698236,136.56323,10.829508,0.9455668,89.18939,2.2544107,19.250164,5.130102,0.37292388,8.657297,]"
102,"[1.2607074e+02,1.2042365e+00,5.6584179e+01,9.5332937e+00,1.4455503e-01,5.6511692e+01,4.3196688e+00,1.4465234e+02,7.4469733e+00,7.1448326e-01,4.6756639e+00]"
103,"[144.24365,1.9536319,58.85012,10.622341,0.65100163,100.69092,1.9159186,137.8266,10.237726,0.92181784,8.065763,]"
104,"[137.43317,4.473312,15.135529,7.1329336,0.73100674,45.249092,5.908048,99.629524,5.711634,0.18026593,5.7110577,]"
105,"[134.42212,6.744258,36.33302,10.940153,0.16995052,75.0837,3.189953,105.63643,9.76338,0.38944697,7.796102,]"
106,"[,39.779007,4.0421543,34.252674,14.025345,0.1248042,94.55192,6.772077,115.92419,11.814132,0.30220744,7.240706,]"
107,"[113.30813,6.416797,52.26822,14.315465,0.44049972,145.55511,6.5848866,90.39031,6.5516596,0.2124516,6.259181,]"
108,"[111.65602,6.427376,144.39578,12.198798,0.90309596,109.51857,2.7021303,122.216576,6.742956,0.18514931,8.495591,]"
109,"[,89.460526,2.709498,123.88185,14.8878,0.88384366,77.43255,1.4181724,11.113953,9.792721,0.56202346,8.027469,]"
110,"[5.77374077e+01,5.07691765e+00,1.03053970e+02,1.17751932e+01,9.33621407e-01,1.25178909e+02,4.68235302e+00,1.44685013e+02,8.86759567e+00,1.02559656e-01,8.57176781e+00]"
111,"[139.30753,2.4677486,137.74814,13.822658,0.21582541,99.64001,6.0321794,43.422245,6.0153437,0.8684437,7.768427,]"
112,"[,52.418934,5.893138,111.82471,10.211407,0.77068543,101.32539,3.129587,22.332657,13.970601,0.12018496,6.708457,]"
113,"[,53.878403,3.3294387,142.99861,13.030536,0.22567642,115.343185,4.675234,25.192062,10.344981,0.84769213,6.582907,]"
114,"[,43.540077,5.164294,132.194,14.33881,0.6819676,146.83511,3.2348926,50.16191,6.158687,0.3210861,5.0222974]"
115,"[130.03516,1.9595554,75.010864,13.468897,0.6031744,69.31536,4.2638297,95.14608,13.692133,0.41277948,5.5540724,]"
116,"[136.56679,4.1018023,109.32795,7.6662893,0.46070263,140.07654,2.0359175,139.84344,11.312021,0.32231385,8.792355,]"
117,"[,47.969177,1.373519,101.75564,10.447632,0.2600057,66.13684,4.2863793,48.869423,14.782839,0.3866686,8.769677,]"
118,"[,50.3888,4.5573626,142.3458,14.772707,0.34357825,127.94594,6.644988,141.47726,14.5993595,0.85565984,6.980806,]"
119,"[58.930405,5.2924404,33.877968,12.630772,0.65001047,88.01401,6.703567,49.56929,9.10032,0.48139578,6.302357,]"
120,"[,43.683323,1.9651217,146.96259,7.0762205,0.97218466,149.93027,4.661314,126.68915,10.822477,0.28653085,6.427552,]"
121,"[126.038086,6.8008876,141.35432,5.3536005,0.67662966,117.09688,4.934337,124.366936,6.049747,0.23333853,7.189034,]"
122,"[,50.390553,6.323998,132.28119,5.8311205,0.8410586,141.82968,3.210071,132.95616,11.795151,0.5068645,5.9788623]"
123,"[104.31451,2.016819,111.39351,9.947257,0.8107548,128.99062,4.9975133,83.92098,7.029538,0.23868057,4.7126765,]"
124,"[110.97574,5.9524717,142.96658,13.705005,0.9462944,137.73828,6.5496635,148.96457,13.885703,0.44346392,7.7026052,]"
125,"[133.44196,6.5235634,62.071434,14.027927,0.9882625,86.99969,4.3172126,140.91373,5.487773,0.43097943,4.6697655,]"
126,"[1.1711489e+02,2.3403740e+00,1.2224284e+02,7.9892664e+00,2.4611446e-01,3.5264847e+01,6.8612223e+00,1.4165610e+02,1.4809284e+01,1.3633505e-01,5.9621840e+00]"
127,"[,48.866737,4.8492565,139.15938,6.4496713,0.92294526,147.96115,6.352107,131.78749,8.842132,0.42611402,8.272736,]"
128,"[53.42311,6.652293,77.80951,13.896861,0.72958356,68.98968,5.540547,86.33475,5.3324504,0.51795995,8.824816,]"
129,"[,67.51549,5.1607523,123.79629,10.875988,0.17086935,47.93339,5.134795,79.039,14.510196,0.1484043,4.6473236,]"
130,"[135.52698,5.262773,82.729546,10.224937,0.98575777,124.950066,6.9123178,30.19278,13.7512455,0.8022893,8.826781,]"
131,"[,61.66408,4.621919,136.13275,11.653948,0.5557,141.55661,6.0964313,136.16812,12.168728,0.42126554,7.5804796,]"
132,"[106.48755,1.6309631,40.24258,7.780496,0.8313528,94.52587,2.3050132,106.641754,14.903576,0.4346643,4.3126564]"
133,"[1.4684070e+02,4.0351238e+00,1.4391959e+02,1.3853169e+01,9.9072731e-01,1.4748524e+02,6.2932119e+00,1.3250290e+02,1.0238208e+01,1.0603431e-01,4.2763286e+00]"
134,"[115.17708,6.6102653,128.9364,5.2011976,0.997501,45.11767,6.969557,118.34835,13.657398,0.13183942,8.419093,]"
135,"[138.24521,6.3821874,73.98234,7.5816054,0.9404193,131.5065,6.789509,134.9743,5.2639065,0.723466,7.9338136]"
136,"[134.58563,5.4071975,66.98475,13.330744,0.53970855,115.289696,4.3872895,114.19446,10.922025,0.4858836,8.190441,]"
137,"[1.3382085e+02,5.9785643e+00,1.9995438e+01,5.6355877e+00,7.4289584e-01,7.0173531e+01,4.5294809e+00,7.3318550e+01,6.8501859e+00,1.0994536e-01,8.0309286e+00]"
138,"[113.79567,6.270001,118.40207,6.7983084,0.92141914,76.4403,2.22781,43.437134,12.923309,0.13445285,8.214342,]"
139,"[70.90029,6.9584084,67.32969,11.133732,0.8238821,72.10301,6.8934855,84.43632,5.8077116,0.37618768,8.211599,]"
140,"[135.2296,1.6780992,136.86137,5.767472,0.7914458,85.80759,2.4207244,125.19161,8.373682,0.72200334,6.276216,]"
141,"[109.51912,5.42066,76.12773,10.725393,0.54312736,109.7285,6.877365,36.5314,13.777061,0.33212084,5.0406847,]"
142,"[123.18647,6.2732215,81.39793,9.630234,0.49638292,141.60426,3.7333658,103.977875,5.836252,0.26418394,8.47224,]"
143,"[1.4705963e+02,4.7410069e+00,1.4595567e+02,1.0771123e+01,9.6258706e-01,1.0100764e+02,5.4953995e+00,5.6285789e+01,1.0099135e+01,1.4030811e-01,4.6633663e+00]"
144,"[1.4169289e+02,4.6235056e+00,1.4857806e+02,1.2790232e+01,8.8872063e-01,9.8653778e+01,5.7328925e+00,1.4801273e+02,1.0907655e+01,1.3480702e-01,8.5400219e+00]"
145,"[129.70868,6.4611707,148.34195,13.658211,0.9362103,129.50089,6.941501,122.46626,9.515719,0.22625342,8.683046,]"
146,"[,79.75438,1.3912802,77.208725,10.488035,0.92652845,125.96437,6.11767,120.53429,14.76111,0.62116456,8.854454,]"
147,"[133.64832,6.7785044,119.927246,13.661901,0.9686291,117.332794,2.887423,47.058556,10.3582735,0.32823402,4.473542,]"
148,"[1.26529251e+02,6.71858072e+00,1.47372208e+02,1.46569195e+01,9.52661276e-01,1.34717834e+02,6.71070719e+00,1.38484406e+02,6.31035423e+00,1.07395351e-01,7.05002737e+00]"
149,"[,56.43336,2.1561875,128.03423,14.72574,0.87224126,44.72606,5.5531845,93.268234,7.1686454,0.30856937,5.669139,]"
150,"[,50.18821,1.9073114,144.92337,12.933206,0.8392099,119.86097,5.7561054,139.59111,14.416056,0.3389356,7.916376,]"
151,"[103.84948,2.9212494,75.07622,6.4450855,0.6374116,145.5749,6.2428493,81.69723,8.733269,0.44769192,4.3378983,]"
152,"[6.6623947e+01,6.0393715e+00,1.4449425e+02,1.4419742e+01,6.5791643e-01,7.3237396e+01,6.2044544e+00,1.0448621e+02,1.4556122e+01,1.4276490e-01,6.7349010e+00]"
153,"[131.1333,2.1160364,146.93143,7.8425384,0.9698328,96.78864,4.28274,148.13956,13.755407,0.43019998,8.230288,]"
154,"[101.43818,1.2151198,138.73245,11.209999,0.44312087,108.50758,2.2195377,131.581,6.118282,0.4294316,6.6366806,]"
155,"[1.31534805e+02,6.85891914e+00,1.28185577e+02,1.23860378e+01,9.87298369e-01,1.25860306e+02,5.03137398e+00,1.28089310e+02,1.15752459e+01,1.08912617e-01,7.11363363e+00]"
156,"[,78.585144,2.3336976,107.70493,14.241234,0.856384,33.850754,2.7800827,123.06793,12.578121,0.6273688,6.1325946]"
157,"[7.3788383e+01,3.7465596e+00,1.4821889e+02,1.1485116e+01,7.4510390e-01,1.4876407e+02,4.4809947e+00,4.4625256e+01,5.8860083e+00,1.1889702e-01,8.5522118e+00]"
158,"[8.3415962e+01,3.3500888e+00,1.0631473e+02,1.0282835e+01,4.0345538e-01,1.4573981e+02,2.0741704e+00,8.4099007e+01,1.1733652e+01,1.0534319e-01,8.7381878e+00]"
159,"[,90.5756,3.8033855,143.66003,10.390066,0.82587254,42.895702,4.7274013,134.49173,6.420632,0.2248834,4.1296597,]"
160,"[1.46327927e+02,3.84523535e+00,1.40088837e+02,6.98515034e+00,9.69432175e-01,1.28292740e+02,6.00587368e+00,1.10236855e+02,9.21656418e+00,1.35915905e-01,5.95029211e+00]"
161,"[,71.1244,4.5544853,133.20955,11.725989,0.9622227,124.91238,6.7889657,148.2941,13.247196,0.1768443,8.284864,]"
162,"[124.23409,4.6680093,123.98093,9.489539,0.8554014,131.6314,4.811455,34.74021,5.9017057,0.27090216,5.1156144,]"
163,"[136.24408,2.535956,145.41501,8.557419,0.93053013,132.29523,6.8961706,101.76619,11.397663,0.16479447,5.3967547,]"
164,"[7.97921677e+01,5.11921835e+00,1.43939713e+02,7.72176600e+00,6.25760078e-01,1.20395828e+02,4.90802670e+00,3.12597046e+01,1.48446541e+01,1.19772494e-01,5.88968277e+00]"
165,"[101.57207,6.535016,132.83652,7.485012,0.93266785,71.05562,6.81285,126.862976,10.284854,0.63259023,8.5342045,]"
166,"[,66.63435,5.6065407,76.62234,14.469153,0.44594228,148.21535,6.9079037,57.31419,6.790864,0.7159698,8.909289,]"
167,"[,98.27018,5.4826827,148.87009,8.333435,0.7955471,58.305645,6.719409,98.35155,10.534065,0.50743026,6.7053933,]"
168,"[139.52466,3.4934468,84.19029,13.193836,0.7595675,133.96593,6.188724,103.70805,7.772565,0.20448607,4.77151,]"
169,"[8.1621239e+01,6.5321569e+00,1.4179637e+02,6.8216972e+00,9.7364962e-01,7.0303772e+01,6.8552942e+00,1.4962534e+02,1.3139168e+01,1.4242384e-01,8.5280762e+00]"
170,"[1.16369995e+02,6.27964783e+00,1.11376381e+02,9.15584373e+00,9.98500645e-01,9.19417038e+01,5.57093668e+00,1.46012390e+02,1.14666367e+01,1.26636893e-01,8.68090439e+00]"
171,"[127.32669,6.3165455,98.281784,11.292952,0.9474269,123.089,5.833894,124.0853,10.697185,0.26652035,5.0430756,]"
172,"[7.75753098e+01,6.28625298e+00,8.89943771e+01,7.89498901e+00,9.80234861e-01,1.38891129e+02,5.55466032e+00,1.39226166e+02,5.44909573e+00,1.24043345e-01,7.68911171e+00]"
173,"[124.365875,6.656844,134.83426,6.117096,0.4798187,118.76817,6.692972,37.932274,8.264086,0.15692636,8.399568,]"
174,"[1.23134995e+02,4.05848742e+00,1.46027832e+02,5.56911373e+00,9.29957271e-01,5.12317963e+01,3.33192992e+00,1.32121429e+02,1.23104639e+01,1.11982524e-01,7.28619862e+00]"
175,"[,99.68271,5.113016,131.15234,9.534355,0.5795739,87.163605,4.896025,113.740265,9.405544,0.31940615,8.054786,]"
176,"[1.05820335e+02,4.74918175e+00,1.47376541e+02,1.16253719e+01,5.61453462e-01,5.71529312e+01,5.99009132e+00,2.01874352e+01,1.26953182e+01,1.26002103e-01,7.70179081e+00]"
177,"[,42.75313,6.858053,45.296265,13.062723,0.5807412,36.64914,6.3680906,101.15219,14.520775,0.3251963,5.3687043]"
178,"[117.48876,3.0472684,70.91171,5.6873713,0.88191724,118.54396,4.6753416,147.62242,12.784729,0.24036634,6.5539904,]"
179,"[131.94244,2.8062763,97.3089,11.972955,0.6867442,146.05847,6.244044,146.46292,12.155679,0.8256961,5.130253,]"
180,"[1.4023633e+02,3.7488248e+00,1.4102539e+02,6.7459402e+00,7.8452903e-01,5.5883289e+01,6.5607162e+00,1.3569064e+02,1.4775297e+01,1.0866505e-01,5.2271767e+00]"
181,"[138.46227,3.9071047,112.45829,11.813602,0.73635954,75.3681,5.017016,138.66428,9.468543,0.2884556,8.075048,]"
182,"[,66.09414,6.2855635,144.54492,13.769326,0.59420514,43.584297,3.9100978,78.4607,13.996086,0.5091391,6.8159113,]"
183,"[,46.928944,3.7992334,141.15047,7.685117,0.99794734,32.773342,4.7861977,123.934,9.7920065,0.19117844,5.814239,]"
184,"[143.05945,4.1150417,138.97932,7.3756332,0.9701281,101.33602,3.3918784,122.42679,13.850989,0.15408674,8.777695,]"
185,"[113.763435,4.9673166,140.74677,14.624893,0.8387717,108.045395,5.992597,131.44113,6.546227,0.27527767,7.956556,]"
186,"[,68.59098,3.3597946,144.23917,14.621649,0.9627912,94.25077,5.476015,136.56482,12.875452,0.3624702,8.090275,]"
187,"[133.98705,4.0166907,91.00981,11.539463,0.9003886,148.84975,4.919952,117.62177,7.0201073,0.38594902,4.747078,]"
188,"[141.07553,6.375531,146.4184,6.1964903,0.95142806,85.07752,5.3559275,135.42532,14.592534,0.7421388,7.6819825,]"
189,"[132.61307,6.502099,130.14319,7.965029,0.9756916,71.11245,4.3871274,48.652657,12.130022,0.30787498,4.6952024,]"
