episode,state
110,"[61.1478613, 62.6236817]"
111,"[58.8043583, 59.1652371]"
112,"[160.810523, 168.078211]"
113,"[89.6088859, 85.3911611]"
114,"[100.581661, 109.289746]"
115,"[75.0105911, 78.9031348]"
116,"[66.3824072, 69.1883828]"
117,"[142.216855, 243.396077]"
118,"[104.226888, 87.2087982]"
119,"[157.480087, 84.5625172]"
120,"[108.863484, 105.720171]"
121,"[61.5480683, 55.7573652]"
122,"[53.2819874, 59.293544]"
123,"[48.1940663, 48.2965292]"
124,"[85.2951504, 94.6541674]"
125,"[55.6103223, 56.8125558]"
126,"[52.7973982, 51.9157084]"
127,"[69.2024283, 54.8324576]"
128,"[60.8166319, 64.842394]"
129,"[71.2147434, 71.2221917]"
130,"[133.583809, 133.747566]"
131,"[82.1264634, 83.9116906]"
132,"[53.3802251, 53.7137934]"
133,"[54.7872524, 55.5656633]"
134,"[150.104679, 149.053915]"
135,"[79.6721787, 80.0433346]"
136,"[56.4194681, 56.7955118]"
137,"[56.8154802, 60.0449282]"
138,"[110.317786, 116.76971]"
139,"[113.038059, 124.819127]"
140,"[64.3992389, 64.5783337]"
141,"[98.4254052, 59.8667745]"
142,"[85.6848614, 93.0688357]"
143,"[48.1268174, 49.1505141]"
144,"[49.3705217, 49.9941693]"
145,"[45.8361989, 56.1098198]"
146,"[72.318467, 70.2481075]"
147,"[95.6785908, 95.771722]"
148,"[71.6538541, 72.4406765]"
149,"[63.8932824, 53.6163199]"
150,"[46.3644227, 46.5087445]"
151,"[44.676752, 40.572446]"
152,"[42.3017442, 40.2823139]"
153,"[135.828286, 80.1749126]"
154,"[55.7797068, 54.8073435]"
155,"[44.8202595, 44.3341132]"
156,"[86.3589747, 98.9804946]"
157,"[77.3699438, 77.3699761]"
158,"[54.4328991, 76.5037471]"
159,"[62.8363111, 62.9664881]"
160,"[88.3346659, 63.9416719]"
161,"[52.8528791, 60.109357]"
162,"[92.5293764, 68.4971783]"
163,"[72.2582199, 81.5016444]"
164,"[54.0509956, 72.8830484]"
165,"[52.7904888, 55.5907252]"
166,"[49.2141795, 44.1705211]"
167,"[45.1953847, 44.57244]"
168,"[141.450768, 135.015829]"
169,"[86.2732319, 85.9756476]"
170,"[76.0069413, 58.6164126]"
171,"[62.7964645, 62.1182468]"
172,"[63.2937473, 51.83509]"
173,"[52.9035963, 51.1421055]"
174,"[57.8451757, 54.8664882]"
175,"[59.5375244, 61.8272116]"
176,"[51.4337382, 55.9814321]"
177,"[40.714622, 47.3352758]"
178,"[55.1585562, 52.1768627]"
179,"[61.1761711, 60.5137387]"
180,"[58.99829, 54.2620182]"
181,"[48.7331386, 48.6559702]"
182,"[59.0116595, 52.8041812]"
183,"[127.758233, 123.268028]"
184,"[79.0585062, 78.8520471]"
185,"[56.5787785, 56.9934569]"
186,"[50.0825219, 49.9102698]"
187,"[134.861788, 203.614839]"
188,"[76.2985389, 76.1080021]"
189,"[49.8060772, 48.939168]"
190,"[67.8956303, 52.4150453]"
191,"[82.5708228, 83.6167619]"
192,"[101.232587, 106.392036]"
193,"[134.993229, 135.713819]"
194,"[79.9888847, 75.2537386]"
195,"[44.4016042, 44.7100222]"
196,"[163.436021, 159.24212]"
197,"[75.3237456, 86.7612664]"
198,"[40.574955, 46.4943228]"
199,"[53.582136, 55.4897888]"
200,"[87.8753138, 76.3223576]"
201,"[48.1316285, 48.6983137]"
202,"[39.9396005, 41.6678523]"
203,"[41.0825778, 42.4315895]"
204,"[49.1829269, 46.8040834]"
205,"[60.914915, 44.7776124]"
206,"[40.2304469, 41.5475837]"
207,"[89.4771982, 81.5035132]"
208,"[52.6783697, 49.0089708]"
209,"[74.7246621, 77.4546215]"
210,"[49.1629406, 48.2174764]"
211,"[72.1479731, 77.0606313]"
212,"[51.0909487, 50.0786076]"
213,"[56.9308313, 65.9445842]"
214,"[93.8483524, 102.307799]"
215,"[60.27428, 55.49578]"
216,"[152.819381, 151.066044]"
217,"[80.331893, 82.4986668]"
218,"[44.2010957, 45.8535805]"
219,"[42.692267, 44.9173408]"
220,"[51.5392612, 49.8567765]"
221,"[55.1136276, 55.0579835]"
222,"[53.5593814, 70.594729]"
223,"[94.8702961, 56.8118754]"
224,"[73.9721474, 75.6858856]"
225,"[58.9672981, 59.2111047]"
226,"[75.0609121, 82.6188128]"
227,"[75.7201704, 77.977243]"
228,"[113.678458, 111.512299]"
229,"[47.4191109, 46.0024667]"
230,"[54.9889441, 54.7360216]"
231,"[79.5059338, 78.5916306]"
232,"[49.3422647, 49.9655517]"
233,"[64.9904271, 64.2987579]"
234,"[52.3392781, 51.9994203]"
235,"[57.2747273, 62.328614]"
236,"[63.752274, 59.926411]"
237,"[57.9947223, 59.2182716]"
238,"[55.6493635, 55.4195674]"
239,"[61.7728746, 57.7992461]"
240,"[82.1850626, 64.0008043]"
241,"[52.5317722, 54.9422708]"
242,"[49.1308695, 53.6573427]"
243,"[51.4717828, 52.2316631]"
244,"[47.0187796, 47.0111669]"
245,"[45.5009528, 42.1145493]"
246,"[45.5740142, 63.7670079]"
247,"[55.9725368, 53.1078843]"
248,"[76.7689882, 78.1853719]"
249,"[54.4121474, 52.4334049]"
250,"[46.5182373, 43.8178296]"
251,"[42.3447255, 41.5223564]"
252,"[43.5945828, 42.4232277]"
253,"[95.7550913, 94.18519]"
254,"[57.0603872, 70.2545499]"
255,"[55.0217212, 56.6035645]"
256,"[50.1303452, 50.7589145]"
257,"[105.313262, 92.559191]"
258,"[59.8607118, 60.9945981]"
259,"[53.9040788, 54.373252]"
260,"[82.6560221, 84.2070378]"
261,"[50.0533914, 49.169077]"
262,"[41.4917135, 40.8508715]"
263,"[42.5748993, 43.4077367]"
264,"[47.7692938, 48.1004979]"
265,"[97.2427594, 94.3903472]"
266,"[69.9386188, 71.2636284]"
267,"[84.3380536, 90.3179777]"
268,"[52.0776116, 56.4654975]"
269,"[42.8884716, 45.3119124]"
270,"[44.1346087, 45.8484605]"
271,"[46.8433708, 47.1066187]"
272,"[58.1234917, 60.3046899]"
273,"[49.0427919, 52.1790962]"
274,"[44.5500541, 41.7509885]"
275,"[44.6402439, 46.127569]"
276,"[43.0013653, 43.0710037]"
277,"[39.8555025, 41.5875389]"
278,"[73.4321242, 57.7921816]"
279,"[60.7239462, 57.1182374]"
280,"[41.178466, 43.4758266]"
281,"[57.4143873, 48.6569156]"
282,"[126.702217, 137.630995]"
283,"[87.2971776, 88.3682228]"
284,"[39.8867088, 42.6769309]"
285,"[44.5439957, 43.4129224]"
286,"[42.7818368, 48.0327213]"
287,"[44.4612975, 45.344496]"
288,"[51.8617828, 45.9847908]"
289,"[87.2932819, 82.5205964]"
290,"[63.9574624, 56.9276231]"
291,"[52.8062451, 53.4988125]"
292,"[42.3521056, 40.7609001]"
293,"[64.5828552, 67.6757524]"
294,"[82.2151825, 82.568776]"
295,"[48.9703723, 49.1888582]"
296,"[44.8646947, 43.1238273]"
297,"[90.1481626, 112.224979]"
298,"[60.1521244, 60.698344]"
299,"[90.0761496, 89.8361725]"
300,"[55.1861708, 58.7505069]"
301,"[61.6462381, 65.0105053]"
302,"[65.1371121, 65.4499123]"
303,"[71.5957988, 49.931019]"
304,"[55.2829965, 40.7310062]"
305,"[44.342692, 47.0096174]"
306,"[53.5020935, 46.3656013]"
307,"[47.8462943, 46.2871385]"
308,"[43.2835035, 41.2933444]"
309,"[40.9295971, 41.4122362]"
310,"[44.3519204, 43.9103454]"
311,"[42.7360015, 43.1917261]"
312,"[62.4302965, 63.8774354]"
313,"[68.812771, 62.8057853]"
314,"[59.9154423, 57.4260005]"
315,"[69.294916, 73.5451801]"
316,"[50.5903686, 58.3894101]"
317,"[49.4712238, 50.7269507]"
318,"[57.1856074, 54.3371682]"
319,"[45.3652072, 46.8947622]"
320,"[50.3329785, 45.2691889]"
321,"[42.6964362, 43.4554081]"
322,"[43.941922, 47.9927284]"
323,"[66.0588853, 65.3464158]"
324,"[59.6749369, 63.1408837]"
325,"[61.2852797, 62.2975686]"
326,"[57.4707946, 56.9589284]"
327,"[40.78318, 41.0136966]"
328,"[49.0758037, 48.4168674]"
329,"[45.47352, 48.8484165]"
330,"[138.936646, 135.132957]"
331,"[77.903948, 76.8825684]"
332,"[42.150158, 43.0582172]"
333,"[47.8285125, 46.7377958]"
334,"[168.162994, 112.93818]"
335,"[46.951349, 48.348093]"
336,"[51.7097866, 52.9551493]"
337,"[66.364251, 62.2933933]"
338,"[60.7521163, 66.1887187]"
339,"[103.45707, 59.500955]"
340,"[62.3776518, 65.3141821]"
341,"[63.7105768, 63.0355129]"
342,"[50.3114412, 49.331184]"
343,"[71.2572348, 70.5862105]"
344,"[47.6821692, 47.1751584]"
345,"[43.2393008, 45.3653458]"
346,"[42.5081644, 40.6352285]"
347,"[50.0189276, 52.0986357]"
348,"[49.2387262, 52.1807613]"
349,"[44.5741339, 48.0949167]"
350,"[40.0314456, 40.324035]"
351,"[89.1225714, 91.2214907]"
352,"[46.7174208, 47.0010862]"
353,"[50.2103751, 64.7009349]"
354,"[54.0718547, 51.5406322]"
355,"[43.1729776, 42.7604769]"
356,"[50.8344525, 47.0533822]"
357,"[59.4973261, 58.6052626]"
358,"[51.6338236, 51.2200493]"
359,"[44.502145, 45.0708088]"
360,"[58.2690882, 54.0526552]"
361,"[51.7426355, 53.2077175]"
362,"[49.3383949, 44.0109523]"
363,"[49.0930106, 47.7070415]"
364,"[47.0215583, 47.9692176]"
365,"[39.7313794, 42.5604292]"
366,"[42.2344284, 42.6983004]"
367,"[51.2401617, 50.9255961]"
368,"[53.277875, 53.2249002]"
369,"[72.1814953, 70.4130741]"
370,"[90.6010682, 92.3175846]"
371,"[48.3022086, 49.1237792]"
372,"[101.530054, 100.228417]"
373,"[49.6372188, 49.7841854]"
374,"[41.2487183, 41.2229424]"
375,"[49.2211851, 48.9354301]"
376,"[50.2190559, 49.2928086]"
377,"[56.5294986, 62.1220767]"
378,"[49.8614114, 51.33467]"
379,"[52.0222054, 59.0949886]"
380,"[52.8329887, 61.9722246]"
381,"[41.3603507, 41.1874253]"
382,"[41.9664349, 42.1655521]"
383,"[44.7267215, 44.8486245]"
384,"[40.4083777, 41.6801182]"
385,"[57.3888157, 60.7654619]"
386,"[49.7583497, 50.9062552]"
387,"[43.1699861, 42.3114413]"
388,"[48.1313066, 52.4662852]"
389,"[42.5510048, 43.180236]"
390,"[47.5788163, 47.9964193]"
391,"[54.6244012, 55.5309359]"
392,"[101.311072, 102.388917]"
393,"[49.7705038, 48.5382705]"
394,"[56.9435361, 58.591006]"
395,"[66.0999807, 69.218176]"
396,"[106.468728, 102.895143]"
397,"[48.6344206, 48.6911468]"
398,"[40.3790085, 41.4966865]"
399,"[41.8581268, 41.2068964]"
400,"[73.6763819, 72.9423072]"
401,"[47.2832302, 48.1574058]"
402,"[53.5951827, 52.9427741]"
403,"[74.2633381, 52.9108325]"
404,"[45.3669994, 42.144285]"
405,"[46.2954675, 53.9401961]"
406,"[39.2821767, 39.5261791]"
407,"[71.464068, 73.3631725]"
408,"[51.6730906, 53.2030202]"
409,"[39.6964784, 44.1032136]"
410,"[43.5346069, 46.3677004]"
411,"[47.8907288, 47.6444815]"
412,"[39.3641122, 41.4467828]"
413,"[49.0154898, 43.0731675]"
414,"[53.6473933, 53.8413363]"
415,"[57.3667825, 56.97924]"
416,"[52.712918, 54.7883443]"
417,"[71.511395, 71.7671706]"
418,"[51.0319841, 52.0033876]"
419,"[46.6685574, 46.879321]"
420,"[51.3854705, 48.4056237]"
421,"[109.270841, 112.792629]"
422,"[45.8382293, 45.9101563]"
423,"[46.6307817, 47.3267677]"
424,"[43.130748, 46.0587517]"
425,"[44.650501, 42.8950342]"
426,"[44.4179699, 44.0186496]"
427,"[48.089093, 42.7879762]"
428,"[43.5455064, 43.9937128]"
429,"[48.2525639, 47.3511095]"
430,"[39.8621056, 42.6032913]"
431,"[45.1937265, 43.1057131]"
432,"[157.556482, 87.3532174]"
433,"[46.309894, 47.4308583]"
434,"[66.5428228, 66.6977842]"
435,"[49.0776902, 48.4796873]"
436,"[57.6127925, 50.5264302]"
437,"[65.7198552, 68.906294]"
438,"[57.4650553, 58.772055]"
439,"[54.3427273, 54.4270673]"
440,"[40.4852153, 43.4108773]"
441,"[71.9391605, 71.5968788]"
442,"[47.2598607, 48.3852205]"
443,"[41.5273064, 42.7927053]"
444,"[41.9961134, 41.3398091]"
445,"[74.8798307, 75.4848854]"
446,"[53.2890761, 57.0255064]"
447,"[39.1239454, 41.1144374]"
448,"[57.445495, 54.77356]"
449,"[53.2894055, 54.8109297]"
450,"[40.2194911, 39.8400801]"
451,"[47.8416128, 47.5701145]"
452,"[67.6294393, 66.0599619]"
453,"[47.9378016, 48.6724759]"
454,"[46.6409264, 55.137391]"
455,"[45.9331517, 47.3440684]"
456,"[69.8922464, 68.1205506]"
457,"[48.2781016, 48.2277841]"
458,"[44.4624063, 44.8631676]"
459,"[42.8442621, 42.0802592]"
460,"[45.0984783, 43.2076846]"
461,"[42.6876952, 44.1058203]"
462,"[41.1791885, 46.3176549]"
463,"[48.2841468, 41.989304]"
464,"[41.715904, 41.1142627]"
465,"[72.9202984, 72.85191]"
466,"[48.2017785, 49.3109904]"
467,"[42.1595718, 43.7400384]"
468,"[41.9626577, 43.1920563]"
469,"[46.6738009, 45.2337969]"
470,"[49.7992486, 47.257336]"
471,"[46.5295741, 42.6221287]"
472,"[43.9875211, 45.9346207]"
473,"[53.0231892, 52.4143307]"
474,"[51.998388, 51.9830855]"
475,"[42.4589913, 45.1091412]"
476,"[42.3964544, 43.6098887]"
477,"[46.5711653, 51.7047148]"
478,"[62.2266054, 59.5507835]"
479,"[48.9945514, 50.6654666]"
480,"[49.6413743, 50.8345665]"
481,"[56.2469054, 58.988364]"
482,"[66.5271431, 41.3523807]"
483,"[40.9031674, 42.165169]"
484,"[51.9562164, 47.2867772]"
485,"[54.263825, 52.8563395]"
486,"[79.3904921, 82.2766785]"
487,"[50.4946015, 51.0540826]"
488,"[42.9783439, 44.7359198]"
489,"[47.7614866, 44.1621998]"
490,"[48.124976, 48.4289845]"
491,"[47.2760763, 45.3206218]"
492,"[41.2920356, 42.2779096]"
493,"[62.9083695, 67.0187744]"
494,"[50.4079431, 52.211728]"
495,"[48.5043206, 49.0575145]"
496,"[42.5111441, 43.4012772]"
497,"[64.6657725, 63.2128711]"
498,"[68.1968063, 66.5861069]"
499,"[56.0826887, 57.0171431]"
