episode,state
425,"[50.7243441, 57.1909631]"
426,"[53.808461, 51.9589313]"
427,"[90.0456029, 96.3042751]"
428,"[74.9063499, 76.0047882]"
429,"[72.0092957, 65.7443231]"
430,"[64.7836321, 70.1856745]"
431,"[70.3825584, 66.9580735]"
432,"[59.2193969, 60.1972791]"
433,"[93.121079, 106.6947]"
434,"[63.6365649, 62.7505778]"
435,"[50.2038735, 49.7744065]"
436,"[41.5018717, 40.8498824]"
437,"[49.7098673, 48.8338657]"
438,"[44.5549483, 50.5623284]"
439,"[48.6402084, 47.7363956]"
440,"[42.8993226, 43.0643122]"
441,"[45.5382391, 48.6308326]"
442,"[51.2605136, 42.0896753]"
443,"[69.7838723, 67.6200758]"
444,"[55.7081954, 62.9809411]"
445,"[46.7935545, 48.5687453]"
446,"[53.7731315, 50.3709407]"
447,"[50.2871797, 50.6419145]"
448,"[57.6067451, 60.1878545]"
449,"[51.7762492, 50.9274175]"
450,"[43.565948, 56.0368617]"
451,"[58.0762691, 57.1563907]"
452,"[89.0681575, 84.2423636]"
453,"[55.2506108, 54.7679634]"
454,"[68.5031173, 72.982041]"
455,"[63.2057024, 71.2850262]"
456,"[58.839269, 53.3353915]"
457,"[44.4283463, 45.5107477]"
458,"[53.5232029, 51.4888255]"
459,"[67.6363166, 69.1531444]"
460,"[65.0751308, 62.2568568]"
461,"[57.3866969, 57.4325759]"
462,"[62.7421983, 60.918647]"
463,"[76.3363291, 76.6558863]"
464,"[54.3987627, 53.4549395]"
465,"[53.5862759, 52.3983568]"
466,"[64.5893683, 71.1470216]"
467,"[61.7634106, 63.566191]"
468,"[50.6807126, 51.0142781]"
469,"[53.8128181, 57.0034482]"
470,"[59.7523374, 58.1934508]"
471,"[44.7710206, 44.0892676]"
472,"[45.1350079, 45.9847784]"
473,"[43.6419931, 44.3953327]"
474,"[51.2115078, 47.0641982]"
475,"[46.7499177, 49.3178212]"
476,"[55.8459309, 58.9318823]"
477,"[54.2931666, 50.705821]"
478,"[55.048532, 52.7964681]"
479,"[52.2775637, 53.177036]"
480,"[60.8114959, 59.4174822]"
481,"[65.4675018, 75.2268654]"
482,"[76.5964409, 66.9053472]"
483,"[63.0745027, 63.3962035]"
484,"[60.6279594, 57.5610412]"
485,"[48.73627, 47.7375515]"
486,"[44.3322214, 43.046678]"
487,"[60.7027554, 57.7008771]"
488,"[58.6967188, 60.1564116]"
489,"[77.801645, 73.4526754]"
490,"[61.8526268, 61.7044329]"
491,"[59.0548611, 57.2063998]"
492,"[45.7126955, 46.023691]"
493,"[48.5442142, 48.5195358]"
494,"[52.7505057, 52.9375193]"
495,"[42.6843818, 42.8593939]"
496,"[63.6654204, 61.4175662]"
497,"[52.5746273, 52.088734]"
498,"[45.0019944, 43.3382505]"
499,"[47.1196756, 48.9843359]"
