episode,state
247,"[116.10522, 104.630087]"
248,"[68.5338429, 58.0976951]"
249,"[72.3576014, 135.227195]"
250,"[83.0490714, 72.0479901]"
251,"[79.3607747, 52.4490875]"
252,"[146.179294, 145.607113]"
253,"[81.9861565, 89.2257946]"
254,"[42.3746839, 51.5036406]"
255,"[54.978432, 71.9953662]"
256,"[74.9680133, 72.3455192]"
257,"[62.1509298, 53.1324102]"
258,"[47.7933909, 50.9802629]"
259,"[53.9406178, 48.549826]"
260,"[203.901628, 197.481969]"
261,"[80.5987479, 89.5108094]"
262,"[139.609868, 111.376774]"
263,"[104.593095, 74.0763892]"
264,"[56.4676051, 59.1765223]"
265,"[48.7457302, 44.5917877]"
266,"[81.8004653, 108.676568]"
267,"[134.64847, 140.142502]"
268,"[104.888847, 130.36656]"
269,"[55.5722979, 62.3755253]"
270,"[68.9039387, 86.5041445]"
271,"[53.3071542, 64.5067928]"
272,"[54.611054, 57.7960862]"
273,"[68.5564927, 58.4992846]"
274,"[303.65428, 236.954372]"
275,"[87.0292457, 91.4470258]"
276,"[73.6624894, 121.205163]"
277,"[58.9633959, 88.8950756]"
278,"[44.8079415, 52.9789792]"
279,"[50.9139718, 50.5133027]"
280,"[53.5164804, 54.594904]"
281,"[57.4070919, 62.2073301]"
282,"[130.523674, 114.237453]"
283,"[110.631723, 104.613222]"
284,"[55.0278415, 51.9478365]"
285,"[83.7429017, 74.4787279]"
286,"[62.4617243, 91.0845084]"
287,"[52.8183106, 67.175342]"
288,"[90.9682296, 82.2020069]"
289,"[57.7170842, 55.9950478]"
290,"[201.424936, 158.436508]"
291,"[82.5178963, 145.160484]"
292,"[53.1957932, 101.964274]"
293,"[182.947067, 195.239094]"
294,"[145.917162, 159.241591]"
295,"[75.5851877, 99.4198136]"
296,"[61.1384159, 67.9291655]"
297,"[113.762142, 97.0832511]"
298,"[57.2299276, 56.0135532]"
299,"[68.7288247, 81.2541809]"
300,"[54.5465728, 63.9343498]"
301,"[121.888175, 200.851658]"
302,"[92.8708233, 92.6606787]"
303,"[56.2506336, 102.73677]"
304,"[135.99943, 237.318033]"
305,"[353.181309, 343.737518]"
306,"[197.064438, 123.177053]"
307,"[86.3733791, 100.020915]"
308,"[67.4625443, 72.5403279]"
309,"[159.91403, 203.684863]"
310,"[113.882522, 197.237231]"
311,"[56.794819, 57.8339383]"
312,"[52.0399979, 50.0252496]"
313,"[47.622806, 44.5458657]"
314,"[177.456056, 185.535991]"
315,"[86.9704034, 84.1261874]"
316,"[196.945016, 103.378558]"
317,"[107.552108, 71.9342122]"
318,"[82.5676446, 61.0713576]"
319,"[69.0246492, 64.6623343]"
320,"[105.624589, 97.7840317]"
321,"[91.1895969, 88.9765221]"
322,"[90.798093, 113.070001]"
323,"[99.9154982, 90.5253767]"
324,"[114.617868, 108.692138]"
325,"[73.1983662, 63.6122952]"
326,"[53.4804157, 90.280843]"
327,"[44.577444, 56.0097675]"
328,"[41.8550314, 45.0269552]"
329,"[50.4675957, 48.8677599]"
330,"[55.7393777, 53.0942786]"
331,"[54.0691628, 55.1599061]"
332,"[46.78519, 46.2305048]"
333,"[64.2350941, 90.3048661]"
334,"[53.2008703, 57.7617417]"
335,"[85.8662392, 94.6814532]"
336,"[80.6359338, 84.8551885]"
337,"[73.4288871, 112.679305]"
338,"[61.7424274, 58.9315512]"
339,"[55.6906075, 47.9030022]"
340,"[108.563175, 193.21013]"
341,"[68.49468, 73.9468579]"
342,"[70.3439534, 68.9883578]"
343,"[71.2116512, 59.8838086]"
344,"[115.436088, 197.017895]"
345,"[113.551191, 115.655513]"
346,"[54.2717439, 92.0802088]"
347,"[61.7532617, 64.0328167]"
348,"[97.5024047, 136.709352]"
349,"[82.5110822, 94.8151672]"
350,"[80.4642139, 78.8851084]"
351,"[100.978323, 111.171634]"
352,"[80.9654166, 88.2797048]"
353,"[86.7552917, 91.3858165]"
354,"[80.7030102, 78.6367207]"
355,"[124.169053, 132.380948]"
356,"[51.7290547, 48.846679]"
357,"[70.0880808, 62.4872756]"
358,"[79.9936503, 145.067645]"
359,"[111.70501, 97.691695]"
360,"[120.034664, 83.8199295]"
361,"[71.9819811, 93.0030478]"
362,"[118.103034, 107.666091]"
363,"[50.6721093, 59.8668102]"
364,"[44.4218352, 41.9147667]"
365,"[176.494612, 220.953608]"
366,"[191.664398, 149.627361]"
367,"[93.1948212, 139.134378]"
368,"[51.2682727, 106.683073]"
369,"[48.8220243, 47.1820048]"
370,"[172.897027, 174.087703]"
371,"[187.808721, 164.127327]"
372,"[99.7529222, 107.569968]"
373,"[77.3680229, 72.0499745]"
374,"[69.1319392, 82.1348674]"
375,"[47.2974181, 75.057679]"
376,"[40.4777044, 42.9172814]"
377,"[45.3365428, 46.9293927]"
378,"[42.0092186, 85.1755812]"
379,"[47.501933, 56.2112277]"
380,"[54.2181035, 100.528162]"
381,"[55.5772103, 80.0501115]"
382,"[54.8077726, 51.1302881]"
383,"[48.4229983, 78.3852847]"
384,"[46.4983564, 45.4045817]"
385,"[47.6838569, 52.8211277]"
386,"[54.4836104, 55.8070743]"
387,"[85.2015192, 71.3794088]"
388,"[64.9081838, 59.173669]"
389,"[124.064658, 104.64318]"
390,"[60.5870139, 111.056813]"
391,"[123.184113, 92.7632575]"
392,"[50.936038, 52.2009566]"
393,"[68.5046756, 83.0157872]"
394,"[53.732901, 87.7163074]"
395,"[43.6624558, 42.5715148]"
396,"[87.1139914, 86.0227955]"
397,"[78.3201301, 79.958587]"
398,"[85.3722198, 99.9232736]"
399,"[52.9567401, 50.8966929]"
400,"[42.7682218, 61.1673125]"
401,"[121.681827, 185.092602]"
402,"[62.2197229, 61.4084141]"
403,"[59.8410801, 58.7171694]"
404,"[105.096827, 113.463309]"
405,"[49.7068568, 67.6038874]"
406,"[66.3680914, 80.8755829]"
407,"[57.9440645, 58.3077208]"
408,"[66.5495625, 65.7607394]"
409,"[53.3772322, 54.305163]"
410,"[55.0392523, 89.0039726]"
411,"[67.8549132, 67.4405964]"
412,"[81.1590855, 84.1330868]"
413,"[59.2407653, 64.1417768]"
414,"[65.3105833, 73.9097161]"
415,"[93.785092, 53.7795511]"
416,"[108.526091, 133.627709]"
417,"[66.2866679, 72.0707414]"
418,"[76.8259974, 86.1478454]"
419,"[70.8909404, 77.2239998]"
420,"[76.8876151, 71.0976524]"
421,"[52.0938476, 50.6285689]"
422,"[46.5077473, 46.0230263]"
423,"[47.8309439, 61.5773077]"
424,"[46.0140438, 50.1608634]"
425,"[104.453521, 118.884235]"
426,"[53.5677932, 51.2541526]"
427,"[67.8354125, 74.823128]"
428,"[50.1829513, 59.42119]"
429,"[47.298577, 50.4520155]"
430,"[53.3854435, 55.2426786]"
431,"[74.3373145, 125.003142]"
432,"[50.1450477, 53.8290062]"
433,"[85.8892196, 97.1893361]"
434,"[75.0332325, 64.4634125]"
435,"[89.7841879, 91.1659535]"
436,"[51.2667706, 53.9198268]"
437,"[47.8607004, 51.7208455]"
438,"[122.133715, 144.999052]"
439,"[98.9358898, 92.6426536]"
440,"[64.6355825, 61.8930375]"
441,"[49.1708565, 50.7560076]"
442,"[62.2829076, 71.7512196]"
443,"[58.5272307, 57.8264893]"
444,"[64.8173153, 61.7648065]"
445,"[50.5182642, 52.6652671]"
446,"[42.9183456, 44.6510555]"
447,"[45.7102659, 48.66993]"
448,"[49.6905241, 53.6918375]"
449,"[54.1278134, 85.7281329]"
450,"[88.9874366, 83.8992045]"
451,"[80.0174145, 81.1100291]"
452,"[55.1654692, 54.8388383]"
453,"[73.6682256, 71.0491509]"
454,"[150.292128, 128.759844]"
455,"[82.5714441, 79.9231346]"
456,"[46.0920467, 75.9453147]"
457,"[42.1051437, 40.7495964]"
458,"[55.2311012, 57.9023215]"
459,"[69.6699811, 88.6494056]"
460,"[93.4332236, 99.1225739]"
461,"[52.5723907, 54.8388157]"
462,"[76.3010456, 81.0082738]"
463,"[62.0046756, 67.9458003]"
464,"[55.8702527, 83.4910223]"
465,"[47.6113218, 46.0768074]"
466,"[93.7163723, 74.7788673]"
467,"[52.531642, 57.9392377]"
468,"[54.71605, 52.1303911]"
469,"[93.4457993, 116.360636]"
470,"[82.8595282, 145.119264]"
471,"[54.0494004, 61.123399]"
472,"[54.6425471, 44.0852211]"
473,"[39.5991723, 39.8309795]"
474,"[52.9848766, 58.4746245]"
475,"[57.4281273, 65.6678202]"
476,"[55.2922884, 54.1871481]"
477,"[126.462884, 128.571614]"
478,"[116.632025, 113.408015]"
479,"[49.1962992, 50.0310519]"
480,"[65.0002956, 60.906957]"
481,"[69.6222119, 67.2435024]"
482,"[57.2382755, 55.4749829]"
483,"[41.85312, 47.8846012]"
484,"[137.482226, 169.983806]"
485,"[50.1891363, 63.1799465]"
486,"[48.3725206, 57.536277]"
487,"[58.8898807, 60.1291099]"
488,"[57.9895743, 58.5292265]"
489,"[80.5056866, 115.584993]"
490,"[55.0425441, 51.9743294]"
491,"[88.7451191, 99.4432612]"
492,"[76.4871293, 88.8240366]"
493,"[52.7614828, 53.7950353]"
494,"[44.6364646, 40.2503672]"
495,"[77.7331158, 78.4686961]"
496,"[67.9194972, 47.9854163]"
497,"[40.9170348, 75.311943]"
498,"[40.4943895, 40.6813558]"
499,"[43.8118236, 46.3945545]"
