episode,state
91,"[74.9703091, 80.1343621]"
92,"[148.842919, 283.229686]"
93,"[94.5873069, 127.093965]"
94,"[53.4880104, 53.0608254]"
95,"[127.990245, 79.1200274]"
96,"[58.6524336, 93.1445288]"
97,"[56.0040146, 53.6004041]"
98,"[109.786468, 107.654127]"
99,"[113.943555, 59.938574]"
100,"[83.4226091, 81.6250113]"
101,"[66.9270769, 51.035359]"
102,"[121.894067, 118.335367]"
103,"[51.2899961, 84.32632]"
104,"[43.8740352, 48.6310809]"
105,"[168.71988, 193.730156]"
106,"[118.927834, 113.379741]"
107,"[64.9191266, 66.6468593]"
108,"[132.789208, 72.9926054]"
109,"[72.5481215, 51.4992259]"
110,"[64.767421, 71.1425489]"
111,"[154.077894, 155.347529]"
112,"[149.838977, 82.3986403]"
113,"[88.6087359, 100.498914]"
114,"[108.815678, 64.5048055]"
115,"[212.924829, 185.394732]"
116,"[100.936062, 198.900329]"
117,"[109.483557, 217.379819]"
118,"[92.2034529, 91.1602741]"
119,"[79.4420546, 89.8516978]"
120,"[168.59237, 171.142061]"
121,"[159.645705, 153.556444]"
122,"[96.9791318, 96.4787023]"
123,"[86.9108276, 99.2226969]"
124,"[163.146887, 144.836945]"
125,"[101.583166, 85.6679615]"
126,"[49.360994, 47.6799567]"
127,"[69.8240873, 70.6357858]"
128,"[54.0064223, 54.4531673]"
129,"[44.6984365, 42.7541752]"
130,"[45.1805911, 47.7630619]"
131,"[279.648684, 162.068523]"
132,"[103.730299, 96.2079006]"
133,"[109.954906, 112.780831]"
134,"[81.3818663, 155.461893]"
135,"[63.4946197, 122.500429]"
136,"[64.4259006, 111.16648]"
137,"[55.8254174, 92.3136556]"
138,"[74.4327579, 88.7760274]"
139,"[56.743133, 59.2482751]"
140,"[72.0867539, 73.2463835]"
141,"[54.289057, 59.8936966]"
142,"[184.271912, 98.9711003]"
143,"[69.407512, 79.3708899]"
144,"[48.9774745, 50.4867099]"
145,"[45.2508991, 47.625436]"
146,"[70.9204662, 39.6804104]"
147,"[122.129189, 114.409357]"
148,"[49.1809154, 50.7762844]"
149,"[40.3817851, 77.3523633]"
150,"[52.8175892, 51.2704266]"
151,"[171.620874, 128.018929]"
152,"[96.2547375, 95.860498]"
153,"[60.1829399, 61.8101127]"
154,"[63.6714071, 64.038621]"
155,"[69.1128922, 66.9115127]"
156,"[64.4225061, 64.9603922]"
157,"[63.7341509, 75.474052]"
158,"[53.8966108, 53.7832727]"
159,"[43.0436388, 42.9514251]"
160,"[76.0210203, 73.485985]"
161,"[84.7109617, 86.0014341]"
162,"[50.5169257, 52.1070466]"
163,"[51.2506697, 48.9469128]"
164,"[57.5704663, 66.6016643]"
165,"[110.033845, 153.968884]"
166,"[53.7019573, 53.1811821]"
167,"[55.4565436, 49.9856629]"
168,"[56.0380919, 60.6515933]"
169,"[102.048397, 127.322779]"
170,"[59.4010055, 60.9053438]"
171,"[73.4421042, 66.9546301]"
172,"[72.4936561, 74.9507862]"
173,"[68.483602, 76.3351695]"
174,"[58.9338364, 58.783723]"
175,"[48.41721, 52.1733467]"
176,"[48.5201414, 50.1389378]"
177,"[52.600936, 52.0526802]"
178,"[55.1120192, 55.9327985]"
179,"[42.6918914, 45.9425225]"
180,"[129.848519, 98.8454172]"
181,"[47.7601787, 51.7860738]"
182,"[44.667526, 52.0158042]"
183,"[134.636978, 135.602311]"
184,"[76.8891181, 85.5033533]"
185,"[40.4575689, 44.4666336]"
186,"[56.6241539, 80.1075108]"
187,"[44.344402, 44.588027]"
188,"[69.7082631, 68.6220063]"
189,"[49.7450613, 47.4642469]"
190,"[68.1978339, 43.3620577]"
191,"[45.3095654, 46.2649764]"
192,"[42.7777556, 43.1858717]"
193,"[54.9753204, 80.6855884]"
194,"[62.4396636, 65.6271204]"
195,"[57.3078012, 53.0512703]"
196,"[45.1834142, 41.6316889]"
197,"[48.7554573, 48.0344606]"
198,"[79.7897401, 81.336104]"
199,"[71.1723156, 60.7666856]"
200,"[40.1375088, 41.3034575]"
201,"[79.6122582, 125.029937]"
202,"[47.7177603, 48.4098421]"
203,"[84.2399929, 83.5855662]"
204,"[55.1920286, 62.1140663]"
205,"[40.2370999, 41.5287331]"
206,"[43.2783942, 49.3678583]"
207,"[111.679693, 108.487225]"
208,"[48.981621, 48.8688157]"
209,"[42.029998, 40.8923164]"
210,"[40.6893067, 47.6065213]"
211,"[290.405513, 168.782669]"
212,"[74.4466772, 79.813703]"
213,"[40.1593665, 40.5659065]"
214,"[48.5787389, 49.1963803]"
215,"[53.0960397, 50.3706618]"
216,"[46.4628476, 78.403549]"
217,"[53.5356435, 53.8680195]"
218,"[61.4742722, 61.6598133]"
219,"[64.4783253, 67.5386308]"
220,"[86.6266592, 76.8607463]"
221,"[95.9875223, 97.383894]"
222,"[59.710541, 58.9690717]"
223,"[54.8296669, 53.3064417]"
224,"[44.48913, 46.5474853]"
225,"[41.777356, 43.0551545]"
226,"[52.3237911, 53.1855226]"
227,"[51.0600443, 56.1896712]"
228,"[51.6355908, 47.5771277]"
229,"[54.045215, 59.8590855]"
230,"[60.118564, 75.0919043]"
231,"[90.0857691, 64.8232823]"
232,"[52.5449076, 50.6861599]"
233,"[56.5494584, 53.5718552]"
234,"[60.8101753, 73.6447622]"
235,"[56.3085931, 61.3667038]"
236,"[48.669544, 56.5863196]"
237,"[45.1730993, 47.404501]"
238,"[42.6817506, 45.9700842]"
239,"[114.600309, 116.055834]"
240,"[49.4675506, 51.9799398]"
241,"[46.2386295, 46.8041102]"
242,"[52.1574175, 53.1772813]"
243,"[67.3582772, 67.3099439]"
244,"[49.4485687, 50.000213]"
245,"[54.6012675, 55.6220023]"
246,"[55.5462745, 58.5800109]"
247,"[63.2928944, 63.3405911]"
248,"[53.0393789, 54.2838944]"
249,"[41.7702984, 42.150743]"
250,"[122.600683, 109.654761]"
251,"[47.5495175, 50.4035186]"
252,"[48.6041045, 49.5373854]"
253,"[84.3982596, 85.3603234]"
254,"[48.6542913, 51.675952]"
255,"[44.9353189, 47.1632387]"
256,"[45.7023218, 51.9060536]"
257,"[47.0765798, 49.9702243]"
258,"[60.5998673, 50.14202]"
259,"[40.9950285, 65.7362143]"
260,"[73.9261348, 70.486971]"
261,"[57.3150215, 56.7879202]"
262,"[54.1184191, 51.7351299]"
263,"[40.0146459, 39.7782443]"
264,"[41.9455177, 41.5712435]"
265,"[56.3413747, 61.0393436]"
266,"[56.490223, 49.6996426]"
267,"[69.7976579, 68.6347132]"
268,"[51.2870052, 49.8708061]"
269,"[41.5694185, 41.7138153]"
270,"[84.0305952, 128.105446]"
271,"[47.612887, 51.2794519]"
272,"[56.4229472, 47.4599082]"
273,"[61.7408995, 54.826736]"
274,"[53.4429964, 56.4951867]"
275,"[42.4117127, 48.4964673]"
276,"[45.3970251, 86.2909201]"
277,"[55.4892876, 98.5507932]"
278,"[50.6115024, 50.2512961]"
279,"[43.7865356, 43.2693396]"
280,"[78.4620292, 55.1579526]"
281,"[50.994113, 61.3180977]"
282,"[64.4200261, 56.268009]"
283,"[50.4800502, 75.6040022]"
284,"[49.0065493, 46.9397448]"
285,"[59.2229226, 62.8721384]"
286,"[50.7891174, 54.539353]"
287,"[42.4490738, 48.2310738]"
288,"[41.2496995, 41.5374503]"
289,"[46.9781809, 63.2535753]"
290,"[69.0273544, 54.1641262]"
291,"[63.0793314, 66.3267646]"
292,"[51.3076874, 52.4901307]"
293,"[47.8016478, 61.1621605]"
294,"[46.4479506, 46.3976937]"
295,"[40.3588422, 42.1408221]"
296,"[43.5404843, 49.4623456]"
297,"[56.1121476, 54.7018502]"
298,"[49.5917231, 51.6919984]"
299,"[41.6510377, 43.8850799]"
300,"[69.1328701, 59.6196222]"
301,"[52.4379122, 51.9466222]"
302,"[39.7534692, 48.1414749]"
303,"[44.1508681, 71.1200762]"
304,"[43.0682379, 41.7907138]"
305,"[51.9179429, 42.2567641]"
306,"[44.7625405, 45.6207766]"
307,"[55.761956, 62.400964]"
308,"[106.446422, 109.209539]"
309,"[47.9367565, 49.9173931]"
310,"[40.717456, 43.278291]"
311,"[42.525293, 43.3456571]"
312,"[85.8785763, 108.179827]"
313,"[49.8977863, 52.977515]"
314,"[45.6032153, 53.7183413]"
315,"[52.5199491, 53.6097751]"
316,"[50.5679259, 50.7899548]"
317,"[45.5944795, 46.9217392]"
318,"[42.9913046, 78.4531812]"
319,"[80.3258904, 85.5254078]"
320,"[50.4953056, 52.6707455]"
321,"[43.8699474, 68.8192915]"
322,"[40.7351363, 40.8174405]"
323,"[43.1697964, 50.2932512]"
324,"[42.3631561, 76.8704164]"
325,"[49.9092934, 59.7689589]"
326,"[39.4172212, 45.7806746]"
327,"[42.6857474, 44.3147762]"
328,"[48.3190222, 50.5170373]"
329,"[59.6781665, 65.861947]"
330,"[49.5023302, 52.488285]"
331,"[44.7436768, 44.4163623]"
332,"[41.1335616, 40.3572622]"
333,"[41.2138953, 45.0231144]"
334,"[43.9255827, 43.2239496]"
335,"[43.5721794, 69.9529024]"
336,"[55.1409194, 44.8939841]"
337,"[46.1199403, 50.1480359]"
338,"[45.8195083, 51.339366]"
339,"[44.7767355, 43.446816]"
340,"[56.6316267, 58.0877941]"
341,"[52.8495193, 63.0877552]"
342,"[41.2410657, 43.8016615]"
343,"[48.2146472, 48.3365629]"
344,"[81.6198946, 81.285346]"
345,"[47.2829736, 54.2996925]"
346,"[46.6442074, 54.9323255]"
347,"[41.519794, 75.4979398]"
348,"[45.0979035, 42.4655963]"
349,"[44.3622873, 46.5800782]"
350,"[45.1881218, 57.823381]"
351,"[71.9027808, 111.540815]"
352,"[55.3202408, 63.2562467]"
353,"[51.6909585, 50.0758721]"
354,"[55.7094479, 84.9773729]"
355,"[40.7507189, 39.7485741]"
356,"[44.0369127, 54.4516538]"
357,"[51.4489665, 68.0267323]"
358,"[47.9157232, 57.2932819]"
359,"[42.8604199, 41.8619986]"
360,"[44.8774884, 43.4056266]"
361,"[43.8668748, 41.9981503]"
362,"[44.0112211, 44.8538719]"
363,"[45.3376404, 49.3644387]"
364,"[40.7689399, 41.1721556]"
365,"[56.6352079, 62.236708]"
366,"[69.4088401, 80.4496119]"
367,"[51.3544132, 48.7581827]"
368,"[40.6548344, 79.4227544]"
369,"[99.7114071, 188.917417]"
370,"[46.226192, 48.0285832]"
371,"[42.1590745, 40.6279108]"
372,"[41.4664263, 42.1433813]"
373,"[43.9700939, 41.9276649]"
374,"[48.7751057, 50.2925593]"
375,"[52.7147346, 74.3308207]"
376,"[42.4451933, 39.880406]"
377,"[45.6151224, 47.3011777]"
378,"[48.2254506, 47.5027996]"
379,"[49.921075, 49.6965058]"
380,"[55.2037973, 64.6263154]"
381,"[43.3043622, 49.7008473]"
382,"[43.3818781, 43.1978433]"
383,"[45.033618, 44.4767951]"
384,"[45.6062393, 47.5346101]"
385,"[42.3545585, 40.9081725]"
386,"[42.1246561, 40.7337495]"
387,"[51.0706161, 54.7516861]"
388,"[54.2865127, 55.598206]"
389,"[45.6931112, 46.1544383]"
390,"[43.5545177, 49.4441156]"
391,"[40.9213621, 40.7497376]"
392,"[48.7888665, 50.2372218]"
393,"[54.8065922, 56.6550088]"
394,"[40.4798084, 47.0304404]"
395,"[41.808792, 42.2661933]"
396,"[44.5278869, 48.3515948]"
397,"[42.3003343, 42.8723093]"
398,"[49.4146073, 40.9597057]"
399,"[51.3942519, 50.8585093]"
400,"[54.2300102, 56.8059117]"
401,"[42.7143928, 42.1014031]"
402,"[40.8059829, 40.2880539]"
403,"[43.4654663, 51.4779945]"
404,"[48.895744, 42.8029591]"
405,"[41.6276129, 41.3250612]"
406,"[41.9318338, 43.9356044]"
407,"[42.1388795, 46.3299308]"
408,"[45.4477904, 44.1960142]"
409,"[43.9564347, 42.560985]"
410,"[44.0598686, 46.4396848]"
411,"[41.0449355, 40.8678602]"
412,"[44.0669849, 49.8213162]"
413,"[41.0382152, 39.8633908]"
414,"[40.4262249, 43.7819766]"
415,"[42.5906885, 42.2388667]"
416,"[41.4449563, 40.8169459]"
417,"[45.5233541, 48.1395328]"
418,"[59.1373411, 77.9879906]"
419,"[50.8664955, 50.0538051]"
420,"[42.2013231, 42.2199084]"
421,"[40.550361, 43.4877522]"
422,"[56.3610785, 67.2309086]"
423,"[49.1579928, 70.9712462]"
424,"[40.8221944, 40.9919412]"
425,"[60.5396516, 59.0060625]"
426,"[49.6195561, 51.995063]"
427,"[44.8944342, 48.5103064]"
428,"[41.6977422, 41.4933601]"
429,"[41.7927674, 41.5074877]"
430,"[42.0250968, 42.1488777]"
431,"[41.6954104, 59.6632884]"
432,"[40.2843988, 39.8109166]"
433,"[46.806788, 54.9331578]"
434,"[48.0629604, 45.8510504]"
435,"[39.203709, 39.2527811]"
436,"[43.8627668, 50.2346836]"
437,"[41.2898153, 41.7183767]"
438,"[42.7145809, 46.9405617]"
439,"[43.6798951, 41.6054576]"
440,"[65.8682662, 51.1034076]"
441,"[55.2869373, 54.737629]"
442,"[43.731701, 44.1619491]"
443,"[41.0685149, 44.0548303]"
444,"[48.9456323, 62.9055791]"
445,"[50.0106165, 49.9910451]"
446,"[43.7783691, 78.9833558]"
447,"[40.0148888, 43.5181747]"
448,"[40.5362445, 42.7211502]"
449,"[41.3932636, 41.770473]"
450,"[39.9481238, 46.6888789]"
451,"[40.1069928, 43.3492803]"
452,"[40.2181713, 40.2879771]"
453,"[42.6193019, 40.9544368]"
454,"[42.1616527, 41.6079238]"
455,"[39.9790457, 46.2150645]"
456,"[41.8011044, 40.9124331]"
457,"[45.4836614, 44.1392407]"
458,"[41.5038094, 41.4618054]"
459,"[40.0747748, 47.3265862]"
460,"[41.4522373, 45.1472678]"
461,"[40.9330476, 51.8890803]"
462,"[51.822985, 62.2438935]"
463,"[54.2716478, 52.4800107]"
464,"[43.5555289, 42.6247673]"
465,"[45.9132776, 45.0907995]"
466,"[42.2883746, 72.08919]"
467,"[40.5940449, 40.7609649]"
468,"[44.1800111, 47.2829138]"
469,"[40.2007377, 41.1021057]"
470,"[46.0520883, 47.0463408]"
471,"[41.3432267, 63.9255919]"
472,"[41.9534986, 43.664317]"
473,"[41.5426465, 41.3581672]"
474,"[39.8915417, 40.0488158]"
475,"[45.6216567, 53.2093644]"
476,"[41.9715253, 43.5500362]"
477,"[42.8110011, 52.3584053]"
478,"[41.0768862, 41.1888213]"
479,"[50.6899708, 50.0566135]"
480,"[48.2396003, 50.7151222]"
481,"[41.0276865, 67.8057179]"
482,"[41.4057956, 41.6657005]"
483,"[48.2102507, 87.4964248]"
484,"[49.6331376, 64.1630714]"
485,"[40.1035922, 40.5021938]"
486,"[54.1525385, 54.7326888]"
487,"[50.063769, 48.7843386]"
488,"[42.8887217, 45.7923001]"
489,"[39.7162626, 83.7248105]"
490,"[45.8322211, 45.22513]"
491,"[40.1828566, 40.1113138]"
492,"[40.5703744, 55.0023232]"
493,"[40.229348, 39.7075579]"
494,"[41.9189454, 42.107062]"
495,"[41.1985603, 70.9921432]"
496,"[40.3730599, 43.8345624]"
497,"[40.3901535, 42.7414366]"
498,"[41.9728211, 44.3116746]"
499,"[44.4524911, 42.5548384]"
