episode,runTime_sec
0,2.6144068241119385
1,0.6214897632598877
2,0.6909351348876953
3,0.7176504135131836
4,0.6648094654083252
5,0.7148964405059814
6,0.7858982086181641
7,0.6673386096954346
8,0.7345411777496338
9,0.6810107231140137
10,0.6689112186431885
11,0.7152619361877441
12,0.638765811920166
13,0.6194186210632324
14,0.7442176342010498
15,0.6297557353973389
16,0.645937442779541
17,0.6780669689178467
18,0.6472506523132324
19,0.6507539749145508
20,0.6772396564483643
21,0.6633360385894775
22,0.6571338176727295
23,0.6521492004394531
24,0.6373777389526367
25,0.6965343952178955
26,0.6843996047973633
27,0.742764949798584
28,0.6620197296142578
29,0.8401641845703125
30,0.7032651901245117
31,0.6998059749603271
32,0.6630842685699463
33,0.709134578704834
34,0.7268173694610596
35,0.6530728340148926
36,0.7430591583251953
37,0.7223527431488037
38,0.7980556488037109
39,0.7623329162597656
40,0.7627136707305908
41,0.6759612560272217
42,0.7137932777404785
43,0.6861793994903564
44,0.693577766418457
45,0.7238271236419678
46,0.6914045810699463
47,0.7429301738739014
48,0.7760608196258545
49,0.7369236946105957
50,0.8891324996948242
51,0.9042727947235107
52,0.710045337677002
53,0.7123949527740479
54,0.7438514232635498
55,0.8005449771881104
56,0.7283496856689453
57,0.8304929733276367
58,0.7287943363189697
59,0.8175053596496582
60,0.7256581783294678
61,0.7327158451080322
62,0.7424497604370117
63,0.7370803356170654
64,0.7826375961303711
65,0.8242065906524658
66,0.7904303073883057
67,0.7273232936859131
68,0.8944549560546875
69,0.7556257247924805
70,0.7745182514190674
71,0.8269078731536865
72,0.8309438228607178
73,0.7487316131591797
74,0.8036327362060547
75,0.7687883377075195
76,0.7620244026184082
77,0.7859697341918945
78,0.7426764965057373
79,0.7648100852966309
80,0.7938132286071777
81,0.7463831901550293
82,0.7500576972961426
83,0.8130402565002441
84,0.7813689708709717
85,0.7627782821655273
86,0.8536396026611328
87,0.7222037315368652
88,0.7769937515258789
89,0.8068547248840332
90,0.8701732158660889
91,0.8481500148773193
92,0.9790217876434326
93,0.7699317932128906
94,0.8593478202819824
95,0.8017535209655762
96,0.8517351150512695
97,0.8101928234100342
98,0.7988955974578857
99,0.8720757961273193
100,0.777754545211792
101,0.8226175308227539
102,0.855212926864624
103,0.8097901344299316
104,0.8201243877410889
105,0.8548214435577393
106,0.8113930225372314
107,0.7588844299316406
108,0.8528439998626709
109,0.7829031944274902
110,0.8444869518280029
111,1.0301291942596436
112,0.8206653594970703
113,0.8054816722869873
114,0.8782444000244141
115,0.7652418613433838
116,0.8100829124450684
117,0.8422536849975586
118,0.8310282230377197
119,0.8312182426452637
120,0.8915324211120605
121,0.7662196159362793
122,0.8526577949523926
