episode,runTime_sec
0,2.780972957611084
1,0.8723399639129639
2,0.6767520904541016
3,0.9151744842529297
4,0.7346987724304199
5,0.7172017097473145
6,0.7382800579071045
7,0.8451943397521973
8,0.683302640914917
9,0.7014594078063965
10,0.6620039939880371
11,0.7282805442810059
12,0.7147731781005859
13,0.671377420425415
14,0.70953369140625
15,0.6722676753997803
16,0.6525051593780518
17,0.7042527198791504
18,0.6815154552459717
19,0.7072887420654297
20,0.7142207622528076
21,0.6537601947784424
22,0.6412546634674072
23,0.7752408981323242
24,0.6565656661987305
25,0.6520648002624512
26,0.7425801753997803
27,0.6706359386444092
28,0.6863009929656982
29,0.704399585723877
30,0.8418381214141846
31,0.6853528022766113
32,0.6698291301727295
33,0.7428610324859619
34,0.667832612991333
35,0.7175941467285156
36,0.6761822700500488
37,0.6756830215454102
38,0.7849218845367432
39,0.681190013885498
40,0.7943580150604248
41,0.6756575107574463
42,0.7384257316589355
43,0.6833052635192871
44,0.6909940242767334
45,0.8297665119171143
46,0.7100942134857178
47,0.7034094333648682
48,0.679351806640625
49,0.7434258460998535
50,0.7893247604370117
51,0.8769726753234863
52,0.8682665824890137
53,0.7241246700286865
54,0.8655035495758057
55,0.7514216899871826
56,0.7157642841339111
57,0.7506363391876221
58,0.7987940311431885
59,0.7067699432373047
60,0.7812774181365967
61,0.68605637550354
62,0.6900331974029541
63,0.6999235153198242
64,0.7042038440704346
65,0.7465732097625732
66,0.7263138294219971
67,0.743494987487793
68,0.6932451725006104
69,0.7415599822998047
70,0.6756670475006104
71,0.6904757022857666
72,0.7449123859405518
73,0.8252201080322266
74,0.737034797668457
75,0.7112352848052979
76,0.758908748626709
77,0.7267158031463623
78,0.7498204708099365
79,0.7149350643157959
80,0.7484278678894043
81,0.7372183799743652
82,0.7242019176483154
83,0.7052576541900635
84,0.776275634765625
85,0.7200195789337158
86,0.6854426860809326
87,0.8466081619262695
88,0.6824996471405029
89,0.7111907005310059
90,0.7223601341247559
91,0.7208633422851562
92,0.7182714939117432
93,0.7240262031555176
94,0.8322885036468506
95,0.806652307510376
96,0.7141709327697754
97,0.8662278652191162
98,0.7035892009735107
99,0.7159414291381836
100,0.7420275211334229
101,0.7897515296936035
102,0.7326333522796631
103,0.7392857074737549
104,0.8300366401672363
105,0.8456254005432129
106,0.7622592449188232
107,0.7450103759765625
108,0.7493655681610107
109,0.828200101852417
110,0.7610390186309814
111,0.7237808704376221
112,0.7113287448883057
113,0.7738783359527588
114,0.721829891204834
115,0.8560364246368408
116,0.8208847045898438
117,0.7704339027404785
118,0.8508923053741455
119,0.7072470188140869
120,0.801893949508667
121,0.7866733074188232
122,0.7923183441162109
123,0.7309849262237549
124,0.7485365867614746
125,0.7906486988067627
126,0.7360706329345703
127,0.7745614051818848
128,0.8361432552337646
129,0.7749302387237549
130,0.7547824382781982
131,0.856926441192627
132,0.7490711212158203
133,0.7422420978546143
134,0.7657690048217773
135,0.8613104820251465
136,0.908862829208374
137,0.8101460933685303
138,0.7976663112640381
139,0.8057701587677002
140,0.7502007484436035
141,0.8387784957885742
142,0.7629847526550293
143,0.7503645420074463
144,0.8190979957580566
145,0.8138561248779297
146,0.7323720455169678
147,0.7561154365539551
148,0.7619132995605469
149,0.8739922046661377
150,0.7667040824890137
151,0.7546107769012451
152,0.8025832176208496
153,0.76776123046875
154,0.7532267570495605
155,0.81317138671875
156,0.9386248588562012
157,0.7561686038970947
158,0.7954659461975098
159,0.7896926403045654
160,0.7997686862945557
161,0.7494778633117676
162,0.7558901309967041
163,0.7600455284118652
164,0.7516987323760986
165,0.85443115234375
166,0.8190181255340576
167,0.7529325485229492
168,0.7938859462738037
169,0.7575376033782959
170,0.9486322402954102
171,0.7575569152832031
172,0.7689640522003174
173,0.8236100673675537
174,0.7978196144104004
175,0.7826151847839355
176,0.9733569622039795
177,0.7500391006469727
178,0.792445182800293
179,0.8684895038604736
180,0.8731536865234375
181,0.7828736305236816
182,0.9041705131530762
183,0.8048136234283447
184,0.8049025535583496
185,0.9013149738311768
186,0.8095262050628662
187,0.8046929836273193
188,0.9210796356201172
189,0.797088623046875
190,0.7703855037689209
191,0.8927116394042969
192,0.8688786029815674
193,0.7656772136688232
194,0.8911092281341553
195,0.8796577453613281
196,0.7833621501922607
197,0.9593875408172607
198,0.8150022029876709
199,0.769554615020752
200,0.8806204795837402
201,0.823458194732666
202,0.9030327796936035
203,0.8424746990203857
204,0.8042223453521729
205,0.8259167671203613
206,0.8668241500854492
207,0.7740180492401123
208,0.7923731803894043
209,0.9019174575805664
210,0.7967095375061035
211,0.8164725303649902
212,0.9241154193878174
213,0.8010296821594238
214,0.9029388427734375
215,0.8748865127563477
216,0.8340206146240234
217,0.885739803314209
218,0.8503491878509521
219,0.7990953922271729
220,0.846442461013794
221,0.8515620231628418
222,0.8760499954223633
223,0.7852437496185303
224,0.8964717388153076
225,0.7930188179016113
226,0.9332833290100098
227,0.9531095027923584
228,0.8386499881744385
229,0.8745272159576416
230,0.8440773487091064
231,0.777148962020874
232,0.9206094741821289
233,0.9841482639312744
234,0.7995996475219727
235,0.8211410045623779
236,0.8115239143371582
237,0.8139748573303223
238,0.8487017154693604
239,0.8170332908630371
240,0.8697619438171387
241,0.8720057010650635
242,0.7952704429626465
243,0.812760591506958
244,0.8906247615814209
245,0.8049335479736328
246,0.9221608638763428
247,0.8330895900726318
248,0.8324375152587891
249,0.8057897090911865
250,0.8707466125488281
251,0.8751769065856934
252,0.875077486038208
253,0.8949093818664551
254,0.9332420825958252
255,0.8201456069946289
256,0.8192825317382812
257,0.881112813949585
258,0.8528409004211426
259,0.8569676876068115
260,0.9198455810546875
261,0.814734935760498
262,0.9711449146270752
263,0.849881649017334
264,0.8630378246307373
265,0.9039089679718018
266,0.8397982120513916
267,0.9355177879333496
268,0.867699146270752
269,0.881533145904541
